viral_protein	human_protein
cov-miR-2	F5H4B4
cov-miR-2	P19622
cov-miR-2	H3BR10
cov-miR-2	A8K5S1
cov-miR-2	Q9NYV4
cov-miR-2	P21695
cov-miR-2	Q5TEC3
cov-miR-2	Q1EHB4
cov-miR-2	P26038
cov-miR-2	Q7Z4R8
cov-miR-3	P42830
cov-miR-3	Q8WW59
cov-miR-3	NA
cov-miR-3	Q7Z2W7
cov-miR-3	Q9Y2I9
cov-miR-3	B4DGU8
cov-miR-3	P49795
cov-miR-3	Q9Y3B3
cov-miR-3	Q8N474
cov-miR-3	O75094
cov-miR-3	Q9H7U1
cov-miR-3	A0A024RDB0
cov-miR-3	Q96CX6
cov-miR-3	NA
cov-miR-3	P98164
cov-miR-3	Q8N6N3
cov-miR-3	B3KSR0
cov-miR-3	A0A024R860
cov-miR-3	Q8N865
cov-miR-3	Q5GIA7
cov-miR-3	Q09470
cov-miR-3	Q1KMD3
cov-miR-3	Q4G0N7
cov-miR-3	Q68D51
cov-miR-3	Q96N64
cov-miR-3	Q9HCI7
cov-miR-3	O43865
cov-miR-3	A0A024R3K1
cov-miR-3	Q9HD67
cov-miR-3	Q8NCT3
cov-miR-3	A1L020
cov-miR-3	Q92747
cov-miR-3	P28347
cov-miR-3	Q8N4Q0
cov-miR-3	O14668
cov-miR-3	Q93034
cov-miR-3	B3KR19
cov-miR-3	Q6RI45
cov-miR-3	A0A140VJQ6
cov-miR-3	A0A024R0P7
cov-miR-3	Q8TDW7
cov-miR-3	Q8IVH4
cov-miR-3	O75177
cov-miR-3	F5H4B4
cov-miR-3	Q9UBV2
cov-miR-3	O60870
cov-miR-3	Q9H9P8
cov-miR-3	B3KTX3
cov-miR-3	Q6PCE3
cov-miR-3	D6RBV5
cov-miR-3	P26367
cov-miR-3	O94779
cov-miR-3	B7Z637
cov-miR-3	B2R9B8
cov-miR-3	Q8NEA4
cov-miR-3	Q8N987
cov-miR-3	NA
cov-miR-3	Q96JP0
cov-miR-3	Q96HU8
cov-miR-3	O60313
cov-miR-3	Q9NP90
cov-miR-3	Q9UL62
cov-miR-3	B4DN36
cov-miR-3	Q7Z478
cov-miR-3	A0A024RAH0
cov-miR-3	A0A087X0N2
cov-miR-3	A8K9D8
cov-miR-3	B3KPL1
cov-miR-3	Q5T481
cov-miR-3	Q8WVP7
cov-miR-3	Q6ZU67
cov-miR-3	P45954
cov-miR-3	B4DER4
cov-miR-3	Q6P3V2
cov-miR-3	Q9P0L0
cov-miR-3	Q8NFY4
cov-miR-3	Q92581
cov-miR-3	Q96A57
cov-miR-3	A0A0C4DGX9
cov-miR-3	Q96B01
cov-miR-3	P22304
cov-miR-3	NA
cov-miR-3	NA
cov-miR-3	Q9NWQ8
cov-miR-3	Q6ZS86
cov-miR-3	Q7LBR1
cov-miR-3	B7ZLW2
cov-miR-3	A0A024R368
cov-miR-3	NA
cov-miR-3	Q6ZN18
cov-miR-3	Q9Y6T7
cov-miR-3	Q8TDR0
cov-miR-3	Q03060
cov-miR-3	Q9Y5R6
cov-miR-3	Q9UGM6
cov-miR-3	O00194
cov-miR-3	A0A024R7W0
cov-miR-3	Q5JS13
cov-miR-3	Q52M93
cov-miR-3	P08473
cov-miR-3	A8K4H7
cov-miR-3	H3BQB6
cov-miR-3	Q38Q88
cov-miR-3	Q13596
cov-miR-3	NA
cov-miR-3	Q92769
cov-miR-4	Q96RG2
cov-miR-4	NA
cov-miR-4	P53805
cov-miR-4	Q8NCT3
cov-miR-4	Q96B01
cov-miR-4	NA
cov-miR-4	Q8IVM0
cov-miR-4	Q8N8S7
cov-miR-4	Q96CX6
cov-miR-4	NA
cov-miR-4	Q14188
cov-miR-4	B7ZLY6
cov-miR-4	A0A0C4DGX9
cov-miR-4	NA
cov-miR-4	Q68DQ2
cov-miR-4	O00743
cov-miR-4	B4DGU8
cov-miR-4	Q8NDQ6
cov-miR-4	A0A0C4DG99
cov-miR-4	P42830
cov-miR-4	NA
cov-miR-4	Q5NDL2
cov-miR-4	Q8NHG7
cov-miR-4	Q8IZD6
cov-miR-4	Q8NEW0
cov-miR-4	A0A024RAH0
cov-miR-4	A0A090N8Y8
cov-miR-4	Q92575
cov-miR-4	O14807
cov-miR-4	Q5VT06
cov-miR-4	NA
cov-miR-4	A1L020
cov-miR-4	A0A140VJN2
cov-miR-4	NA
cov-miR-4	P30533
cov-miR-4	A0A0S2Z366
cov-miR-4	Q12908
cov-miR-4	A0A024R718
cov-miR-4	Q8TDY3
cov-miR-4	B3KR19
cov-miR-4	Q8N4V1
cov-miR-4	Q6X4W1
cov-miR-4	Q9NVH0
cov-miR-4	O14793
cov-miR-4	Q495U0
cov-miR-4	Q96LR9
cov-miR-4	B3KVA4
cov-miR-4	A6NFC5
cov-miR-4	Q9UNL2
cov-miR-4	NA
cov-miR-4	A0A024R4S7
cov-miR-4	A0A024R0E2
cov-miR-4	Q8IYD9
cov-miR-4	A6NC05
cov-miR-4	NA
cov-miR-4	NA
cov-miR-4	A0A024RBY7
cov-miR-4	A0A024R355
cov-miR-4	NA
cov-miR-4	Q8WYQ9
cov-miR-4	P51523
cov-miR-4	A0A024R2B3
cov-miR-4	A0A024R6H1
cov-miR-4	Q96JA3
cov-miR-4	Q96E14
cov-miR-4	NA
cov-miR-4	Q8TDQ7
cov-miR-4	P11168
cov-miR-4	B3KUB9
cov-miR-4	P24864
cov-miR-4	A0A0A8KWK3
cov-miR-4	Q9Y6T7
cov-miR-4	O14936
cov-miR-4	A0A024R4Q0
cov-miR-4	Q13443
cov-miR-4	P40616
cov-miR-4	Q9H330
cov-miR-4	Q9NVW2
cov-miR-4	P61160
cov-miR-4	Q96IG2
cov-miR-4	Q8IVP9
cov-miR-4	B3KN75
cov-miR-4	Q9Y2J4
cov-miR-4	Q96EY7
cov-miR-4	NA
cov-miR-4	Q8WWI5
cov-miR-4	Q9P0J1
cov-miR-4	Q49AJ0
cov-miR-4	Q96EY8
cov-miR-5	A0A024R9L6
cov-miR-5	A0A024QZY5
cov-miR-5	A0A024R776
cov-miR-5	Q86VI4
cov-miR-5	F1T0J3
cov-miR-5	O00423
cov-miR-5	NA
cov-miR-5	Q9P2M4
cov-miR-5	A0A024R3P3
cov-miR-5	A0A024R670
cov-miR-5	P28328
cov-miR-5	Q8NDX2
cov-miR-5	Q8N684
cov-miR-5	P54253
cov-miR-5	Q86WT1
cov-miR-5	Q14188
cov-miR-5	B1Q2B0
cov-miR-5	A0A0A0MR46
cov-miR-5	O60243
cov-miR-5	A0A024R829
cov-miR-5	Q9Y3B3
cov-miR-5	P10745
cov-miR-5	Q8IXN7
cov-miR-5	Q6IMN6
cov-miR-5	Q05CP8
cov-miR-5	P62079
cov-miR-5	Q9BRU9
cov-miR-5	B4DNP1
cov-miR-5	B3KU60
cov-miR-5	Q9NXL2
cov-miR-5	NA
cov-miR-5	Q8WV24
cov-miR-5	O15303
cov-miR-5	O14668
cov-miR-5	Q9NR23
cov-miR-5	B3KVV5
cov-miR-5	O43426
cov-miR-5	Q9H814
cov-miR-5	B2RAD8
cov-miR-5	B3KVA4
cov-miR-5	A0A024RDP8
cov-miR-5	P62820
cov-miR-5	H7BXD5
cov-miR-5	A0A024R6A3
cov-miR-5	Q9UI42
cov-miR-5	A0A024R6I1
cov-miR-5	A0A024RCH9
cov-miR-5	Q8NEZ2
cov-miR-5	O75030
cov-miR-5	A6NCC3
cov-miR-5	Q9BTE1
cov-miR-5	Q9NUQ3
cov-miR-5	Q5VUA4
cov-miR-5	A8KAD9
cov-miR-5	A0A024R5Q8
cov-miR-5	P18509
cov-miR-5	Q658Y4
cov-miR-5	A0A140VK64
cov-miR-5	Q5VT25
cov-miR-5	NA
cov-miR-5	A0A140VK05
cov-miR-5	P80162
cov-miR-5	Q9HC98
cov-miR-5	Q96JW4
cov-miR-5	B3KVT0
cov-miR-5	A0A024RCF9
cov-miR-5	Q96N64
cov-miR-5	F5GZ43
cov-miR-5	Q6P280
cov-miR-5	P14921
cov-miR-5	Q9NXG0
cov-miR-5	A0A024R2A4
cov-miR-5	Q96F85
cov-miR-6	NA
cov-miR-6	Q96T11
cov-miR-6	Q9H8W5
cov-miR-6	B3KY40
cov-miR-6	NA
cov-miR-6	P82663
cov-miR-6	Q8N111
cov-miR-6	Q8NEY4
cov-miR-6	Q13158
cov-miR-6	A0A0J9YXN7
cov-miR-6	O75054
cov-miR-6	Q96JN0
cov-miR-6	B4DR88
cov-miR-6	B7Z9V1
cov-miR-6	Q92610
cov-miR-6	Q9UPZ6
cov-miR-6	Q11203
cov-miR-6	G1UI20
cov-miR-6	A0A024RCL4
cov-miR-6	Q86T29
cov-miR-6	Q8IXN7
cov-miR-6	P51808
cov-miR-6	Q08629
cov-miR-6	Q9UJT9
cov-miR-6	Q9UNN8
cov-miR-6	Q8ND94
cov-miR-6	O60684
cov-miR-6	Q6NUK4
cov-miR-6	A0A140VJE0
cov-miR-6	Q9NPD7
cov-miR-6	A0A087WZB2
cov-miR-6	Q9NV66
cov-miR-6	Q7Z479
cov-miR-6	B3KVT0
cov-miR-6	Q9BRD4
cov-miR-6	Q02790
cov-miR-6	O14896
cov-miR-6	B7ZAJ4
cov-miR-6	Q4VCS5
cov-miR-6	Q70SY1
cov-miR-6	Q7Z7M0
cov-miR-6	B2RMV2
cov-miR-6	Q86W50
cov-miR-6	A0A0S2Z4D1
cov-miR-6	Q8IUB5
cov-miR-6	J3KNF8
cov-miR-6	A0A024R4B3
cov-miR-6	Q9Y6T7
cov-miR-6	Q6UW88
cov-miR-6	Q86T65
cov-miR-6	Q9P2L0
cov-miR-6	O14647
cov-miR-6	Q09328
cov-miR-6	NA
cov-miR-6	Q14687
cov-miR-6	Q8NFU5
cov-miR-6	B2RE76
cov-miR-6	Q14689
cov-miR-6	Q8TDF5
cov-miR-6	NA
cov-miR-6	Q9UBY9
cov-miR-6	P21731
cov-miR-6	NA
cov-miR-6	A8K5M9
cov-miR-6	Q8NFM7
cov-miR-6	O76082
cov-miR-6	Q96JK2
cov-miR-6	Q9NP56
cov-miR-6	Q5W0B7
cov-miR-6	Q07955
cov-miR-6	Q9P2K3
cov-miR-6	B4DMZ3
cov-miR-6	A0A1B0GTU3
cov-miR-6	P47972
cov-miR-6	P35346
cov-miR-6	A0A0E3SU01
cov-miR-6	O15194
cov-miR-6	B4DR18
cov-miR-6	NA
cov-miR-6	Q09470
cov-miR-6	F1D8N7
cov-miR-6	Q8TAS1
cov-miR-6	Q9UHD4
cov-miR-6	Q8IVK2
cov-miR-6	Q6DD87
cov-miR-6	Q96IZ2
cov-miR-6	NA
cov-miR-6	Q8N539
cov-miR-6	A0A087X2E3
cov-miR-6	Q7RTV3
cov-miR-6	Q8N7R7
cov-miR-6	P56856
cov-miR-6	A6BM72
cov-miR-6	P16871
cov-miR-6	Q8TEV9
cov-miR-6	Q8WWN9
cov-miR-6	O43251
cov-miR-6	Q16620
cov-miR-6	Q9UIB8
cov-miR-6	B7ZLW2
cov-miR-6	Q9H8L6
cov-miR-6	Q15759
cov-miR-6	Q16825
cov-miR-6	Q9UGR2
cov-miR-6	NA
cov-miR-6	B2RAU6
cov-miR-6	Q8NI51
cov-miR-6	A0A024R5U5
cov-miR-6	A0A024R7T4
cov-miR-6	Q96IV6
cov-miR-6	Q8N122
cov-miR-6	Q9GZV9
cov-miR-6	B4DGV5
cov-miR-6	Q9HCK4
cov-miR-6	G3V207
cov-miR-6	Q13422
cov-miR-6	Q9H7D7
cov-miR-6	Q8IW00
cov-miR-6	Q9UQD0
cov-miR-6	Q6UXV4
cov-miR-6	Q96JA3
cov-miR-6	Q8NEY1
cov-miR-6	O15068
cov-miR-6	Q9BRP7
cov-miR-6	A0A1B0GV53
cov-miR-6	Q96BJ3
cov-miR-6	Q9Y680
cov-miR-6	P12270
cov-miR-6	Q76L83
cov-miR-6	Q9UF56
cov-miR-6	Q7Z422
cov-miR-6	Q9UFW8
cov-miR-6	NA
cov-miR-6	A0A024RDS3
cov-miR-6	A7MBM2
cov-miR-6	Q8WVF5
cov-miR-6	Q8TDQ7
cov-miR-6	Q6N043
cov-miR-6	P84022
cov-miR-6	O00116
cov-miR-6	B4E0K8
cov-miR-6	Q9HCN2
cov-miR-6	Q96AY2
cov-miR-6	P32971
cov-miR-6	P0C7M6
cov-miR-6	NA
cov-miR-6	Q99417
cov-miR-6	Q8TED4
cov-miR-6	Q9Y2L9
cov-miR-6	B3KXL6
cov-miR-6	P55345
cov-miR-6	Q9Y227
cov-miR-6	B4E2K6
cov-miR-6	A0A087X0Z2
cov-miR-6	F1D8S4
cov-miR-6	P11182
cov-miR-6	A0A140VJV8
cov-miR-7	Q9Y4A0
cov-miR-7	Q6ZUT3
cov-miR-7	Q8IU57
cov-miR-7	O95231
cov-miR-7	O15118
cov-miR-7	J3KNF6
cov-miR-7	Q8N9Q2
cov-miR-7	Q99459
cov-miR-7	B4DTJ0
cov-miR-7	B4DZ31
cov-miR-7	Q546D7
cov-miR-7	O60841
cov-miR-7	Q86V48
cov-miR-7	Q3B726
cov-miR-7	Q9BXB5
cov-miR-7	O14793
cov-miR-7	Q8TED0
cov-miR-7	Q8IWW8
cov-miR-7	Q16881
cov-miR-7	O94927
cov-miR-7	Q5VUJ6
cov-miR-7	A0A0C4DGH3
cov-miR-7	Q12778
cov-miR-7	Q8TBQ9
cov-miR-7	Q8N8J6
cov-miR-7	Q96P16
cov-miR-7	O95069
cov-miR-7	A0A024R518
cov-miR-7	Q6ICB0
cov-miR-7	P02461
cov-miR-7	Q6E213
cov-miR-7	O15165
cov-miR-7	B3KXU9
cov-miR-7	Q05D65
cov-miR-7	A2A2U1
cov-miR-7	Q9NTX5
cov-miR-7	A0A024RCF9
cov-miR-7	U3KQL2
cov-miR-7	Q8NDC0
cov-miR-7	Q70E73
cov-miR-8	O60488
cov-miR-8	Q9UHF7
cov-miR-8	Q8TF71
cov-miR-8	A6NJ78
cov-miR-8	NA
cov-miR-8	Q8N3R9
cov-miR-8	O75223
cov-miR-8	B4DLH5
cov-miR-8	Q2M2I8
cov-miR-8	P35442
cov-miR-8	Q86T70
cov-miR-8	Q9Y573
cov-miR-8	Q9UKJ3
cov-miR-8	Q9BTQ8
cov-miR-8	B4DRN8
cov-miR-8	Q12913
cov-miR-8	P0C8F1
cov-miR-8	Q16620
cov-miR-8	P61981
cov-miR-8	A0A0S2Z5T8
cov-miR-8	A0A024RDG8
cov-miR-8	Q1EHB4
cov-miR-8	Q8NFU5
cov-miR-8	Q8N2N9
cov-miR-8	Q7Z5S9
cov-miR-8	A0A024R0K5
cov-miR-8	Q6PIL6
cov-miR-8	A0A024R2R5
cov-miR-8	O15042
cov-miR-8	Q05D90
cov-miR-8	D9YZV9
cov-miR-8	A0A024R219
cov-miR-8	NA
cov-miR-8	Q14190
cov-miR-8	P80108
cov-miR-8	P13987
cov-miR-8	A0A0A0MTT2
cov-miR-8	Q9P021
cov-miR-8	Q4G0X4
cov-miR-8	Q96LT4
cov-miR-8	Q9GZU2
cov-miR-8	O75290
cov-miR-8	P49146
cov-miR-8	Q5VT52
cov-miR-8	A0A024R0P7
cov-miR-8	Q8N8S7
cov-miR-8	Q8NF99
cov-miR-8	A0A024RC00
cov-miR-8	Q9HD23
cov-miR-8	A8K8T1
cov-miR-8	P35555
cov-miR-8	A6NP11
cov-miR-8	B3KS06
cov-miR-8	O95237
cov-miR-8	O14668
cov-miR-8	A0A0S2Z4W2
cov-miR-8	Q9P2Y5
cov-miR-8	P07947
cov-miR-8	Q9UBI9
cov-miR-8	Q13043
cov-miR-8	Q9Y4D1
cov-miR-8	Q9NS37
cov-miR-8	F2Z2Y4
cov-miR-8	Q99250
cov-miR-8	O95168
cov-miR-8	Q9UM08
cov-miR-8	Q9NS93
cov-miR-8	X6R8P6
cov-miR-8	P49863
cov-miR-8	Q12791
cov-miR-8	Q6ZR52
cov-miR-8	Q96ND0
cov-miR-8	Q9P003
cov-miR-8	Q9BXJ5
cov-miR-8	Q9UHK0
cov-miR-8	A0A024R8E5
cov-miR-8	Q15111
cov-miR-8	Q9BYH1
cov-miR-8	Q15375
cov-miR-8	Q9BZA8
cov-miR-8	Q9BZA7
cov-miR-8	A0A087X0Z2
cov-miR-8	P20226
cov-miR-8	Q8NC60
cov-miR-8	NA
cov-miR-8	P51956
cov-miR-8	A0A024R411
cov-miR-8	NA
cov-miR-8	Q9ULC6
cov-miR-8	B4DR60
cov-miR-8	Q9NXF7
cov-miR-8	P41743
cov-miR-8	A6H8V1
cov-miR-8	Q6ZSG1
cov-miR-8	Q6BDS2
cov-miR-9	Q9ULC4
cov-miR-9	Q86XL3
cov-miR-9	P0C6C1
cov-miR-9	Q96IZ5
cov-miR-9	Q7L273
cov-miR-9	A0A090N8Y1
cov-miR-9	P26678
cov-miR-9	Q9Y6X5
cov-miR-9	P48169
cov-miR-9	A0A024R776
cov-miR-9	Q9NWA0
cov-miR-9	Q9NRR1
cov-miR-9	O14513
cov-miR-9	E7EV43
cov-miR-9	NA
cov-miR-9	B5B0C2
cov-miR-9	Q8IXL7
cov-miR-9	Q68DY9
cov-miR-9	Q8N5K1
cov-miR-9	O43692
cov-miR-9	O00712
cov-miR-9	Q13619
cov-miR-9	Q7Z6K3
cov-miR-9	Q59HG8
cov-miR-9	Q8TDJ6
cov-miR-9	B3KMM5
cov-miR-9	NA
cov-miR-9	A5YKK5
cov-miR-9	A8K9F2
cov-miR-9	B7Z3M0
cov-miR-9	Q6P4E2
cov-miR-9	A0A024RAH0
cov-miR-9	P22680
cov-miR-9	Q05BQ5
cov-miR-9	Q86WP2
cov-miR-9	Q9NRI5
cov-miR-9	O14519
cov-miR-9	A0A0S2Z4W2
cov-miR-9	Q9HAV0
cov-miR-9	Q9HC62
cov-miR-9	P25116
cov-miR-9	Q9H2B2
cov-miR-9	Q9Y2C2
cov-miR-9	Q9Y6X4
cov-miR-9	A0A024R824
cov-miR-9	Q9Y4G6
cov-miR-9	Q8IZU8
cov-miR-9	Q14982
cov-miR-9	Q7LGA3
cov-miR-9	G3V207
cov-miR-9	Q6ZYL4
cov-miR-9	Q6UWM9
cov-miR-9	A0A024QZA4
cov-miR-9	Q9H159
cov-miR-9	A8K4H5
cov-miR-9	O14497
cov-miR-9	Q8IVK2
cov-miR-9	B4E1W3
cov-miR-9	P48444
cov-miR-9	NA
cov-miR-9	Q96F07
cov-miR-9	P45984
cov-miR-9	Q8TF40
cov-miR-9	Q15648
cov-miR-9	Q86VH5
cov-miR-9	A0A087WX97
cov-miR-9	Q96P16
cov-miR-9	Q7Z5Y7
cov-miR-9	Q9Y2T3
cov-miR-9	B4DRN8
cov-miR-9	P55285
cov-miR-9	Q9H2X6
cov-miR-9	A0A024R9N2
cov-miR-9	O43895
cov-miR-9	Q5TCS8
cov-miR-9	O95625
cov-miR-9	Q4ZG55
cov-miR-9	NA
cov-miR-9	P51692
cov-miR-9	F5H4B4
cov-miR-9	Q53TQ3
cov-miR-9	P42263
cov-miR-9	Q5JPI3
cov-miR-9	O00268
cov-miR-9	Q6P4E1
cov-miR-9	O94888
cov-miR-9	O14936
cov-miR-9	B4DJ88
cov-miR-9	O00194
cov-miR-9	J3KNS1
cov-miR-9	P40227
cov-miR-9	Q13015
cov-miR-9	B7Z6T3
cov-miR-9	Q9H0V9
cov-miR-9	Q8TC05
cov-miR-9	P54274
cov-miR-9	NA
cov-miR-9	Q9NSI6
cov-miR-9	B3KR20
cov-miR-9	O14917
cov-miR-9	Q9UBI9
cov-miR-9	Q9UBK2
cov-miR-9	Q9H0I3
cov-miR-9	A0A024RAC2
cov-miR-9	Q9UHF4
cov-miR-9	Q9GZV9
cov-miR-9	A8MQ14
cov-miR-9	Q8NEM0
cov-miR-9	NA
cov-miR-9	P20061
cov-miR-9	Q12981
cov-miR-9	Q9NVR7
cov-miR-9	NA
cov-miR-9	NA
cov-miR-9	A8K5S1
cov-miR-9	Q9NS93
cov-miR-9	B4E2U8
cov-miR-9	Q96EY8
cov-miR-9	O60296
cov-miR-9	Q96QE2
cov-miR-9	Q8NEL9
cov-miR-9	Q9H9A5
cov-miR-9	Q01740
cov-miR-9	Q5XKR9
cov-miR-9	O14604
cov-miR-9	Q9NX65
cov-miR-9	NA
cov-miR-9	Q2MKA7
cov-miR-9	Q659C4
cov-miR-9	O60479
cov-miR-9	Q32MZ4
cov-miR-9	A0A0A0MRG0
cov-miR-9	Q92959
cov-miR-9	O95071
cov-miR-9	Q8WXJ9
cov-miR-9	B2CW77
cov-miR-9	P05230
cov-miR-9	F5H7W1
cov-miR-9	O15040
cov-miR-9	Q9NUP9
cov-miR-9	A0A024R8X1
cov-miR-9	NA
cov-miR-9	A8MQ27
cov-miR-9	A1L390
cov-miR-9	Q9UGN4
cov-miR-9	Q05DG0
cov-miR-9	Q16445
cov-miR-9	P42345
cov-miR-9	B4DT23
cov-miR-9	A0A024RBY9
cov-miR-9	A6NEV1
cov-miR-9	Q7Z3V9
cov-miR-9	A0A024R5D6
cov-miR-9	B7Z8C9
cov-miR-9	P61964
cov-miR-9	A0A024R2J0
cov-miR-9	NA
cov-miR-9	A0A0C4DFL8
cov-miR-9	A8K0S9
cov-miR-9	Q9UKY7
cov-miR-9	Q8WVX3
cov-miR-9	Q9NVH6
cov-miR-9	J3QT34
cov-miR-9	Q658Y4
cov-miR-9	P51790
cov-miR-9	O14867
cov-miR-9	Q8WVX9
cov-miR-9	B3KXY0
cov-miR-9	Q13115
cov-miR-9	Q6IQ16
cov-miR-10	P63098
cov-miR-10	Q9BS31
cov-miR-10	B4DJ51
cov-miR-10	Q3T906
cov-miR-10	Q8IWF6
cov-miR-10	B7ZLW0
cov-miR-10	O00267
cov-miR-10	NA
cov-miR-10	P62879
cov-miR-10	P21741
cov-miR-10	Q6AHZ1
cov-miR-10	Q9NR21
cov-miR-10	Q9UHY8
cov-miR-10	Q6ULP2
cov-miR-10	Q7Z5L7
cov-miR-10	Q02548
cov-miR-10	Q5T2W1
cov-miR-10	Q0D2K0
cov-miR-10	O14662
cov-miR-10	Q07011
cov-miR-10	Q5U0E6
cov-miR-10	B2RNT7
cov-miR-10	Q9Y2C5
cov-miR-10	Q9UKY7
cov-miR-10	Q13033
cov-miR-10	Q96S44
cov-miR-10	Q70EL2
cov-miR-10	B4DHW2
cov-miR-10	B3KTA1
cov-miR-10	A0A024R6W2
cov-miR-10	P06756
cov-miR-10	P46109
cov-miR-10	A0A1B0GTX1
cov-miR-10	Q53EI7
cov-miR-10	Q8IW50
cov-miR-10	Q9H9Z2
cov-miR-10	O43286
cov-miR-10	Q5BKY9
cov-miR-10	A6NEQ2
cov-miR-10	O00219
cov-miR-10	Q96CV9
cov-miR-10	A8TX70
cov-miR-10	Q6PD74
cov-miR-10	Q9Y223
cov-miR-10	H7BY22
cov-miR-10	A0A158SIU0
cov-miR-10	Q8TC90
cov-miR-10	P55210
cov-miR-10	Q96SU4
cov-miR-10	B2RBI8
cov-miR-10	Q9H5V7
cov-miR-10	P50607
cov-miR-10	Q9H7P6
cov-miR-10	Q9HCM7
cov-miR-10	O00231
cov-miR-10	H7BY58
cov-miR-10	H3BQ19
cov-miR-10	O75508
cov-miR-10	Q9UBI6
cov-miR-10	F1D8S4
cov-miR-10	Q15796
cov-miR-10	P31948
cov-miR-10	P52888
cov-miR-10	Q8IYS0
cov-miR-10	A0A024R1N5
cov-miR-10	Q9Y2V3
cov-miR-10	Q969N2
cov-miR-10	Q9NYF5
cov-miR-11	O76054
cov-miR-11	P51116
cov-miR-11	A0A024RBN9
cov-miR-11	O43581
cov-miR-11	Q96KP4
cov-miR-11	P62879
cov-miR-11	A0A024RCX7
cov-miR-11	Q8IVW8
cov-miR-11	Q6ZVD8
cov-miR-11	Q9H7P6
cov-miR-11	G8JLG1
cov-miR-11	Q14982
cov-miR-11	NA
cov-miR-11	Q309B1
cov-miR-11	Q9UKT8
cov-miR-11	A0A024R918
cov-miR-11	A0A024R9F1
cov-miR-11	A0A087WX97
cov-miR-11	Q7Z2H8
cov-miR-11	Q9BTU6
