viral_protein	human_protein
cov-miR-11	SLC39A14
cov-miR-11	DOCK3
cov-miR-11	HPS4
cov-miR-11	GPR176
cov-miR-11	ZNF564
cov-miR-11	TICRR
cov-miR-11	KSR2
cov-miR-11	LETM1
cov-miR-11	KIAA1033
cov-miR-11	DCUN1D3
cov-miR-11	C2orf57
cov-miR-11	RAB11FIP4
cov-miR-11	FBXO41
cov-miR-12	AKAP12
cov-miR-12	ATHL1
cov-miR-12	MRPL47
cov-miR-12	RORA
cov-miR-12	SERPINA1
cov-miR-12	SSR1
cov-miR-12	ZNF609
cov-miR-12	EPB41
cov-miR-12	FAM111A
cov-miR-12	UMPS
cov-miR-12	DPY19L3
cov-miR-12	PAFAH2
cov-miR-12	PLXNA1
cov-miR-12	PLA2G4E
cov-miR-12	FAM227A
cov-miR-12	SMIM5
cov-miR-12	UBL4A
cov-miR-12	PDK2
cov-miR-12	EIF5A2
cov-miR-12	CD34
cov-miR-12	HOMEZ
cov-miR-12	LRRC55
cov-miR-12	EMP2
cov-miR-12	SCARA3
cov-miR-12	TNFSF4
cov-miR-12	FKBP5
cov-miR-12	MTM1
cov-miR-12	AMPD3
cov-miR-12	POP4
cov-miR-12	FAM86B1
cov-miR-12	PLD6
cov-miR-12	LOC158434
cov-miR-12	GM2A
cov-miR-12	GFRAL
cov-miR-12	ACVR2B
cov-miR-12	ZXDB
cov-miR-12	CST6
cov-miR-12	HPS1
cov-miR-12	AASDHPPT
cov-miR-12	SLC36A1
cov-miR-12	CCDC24
cov-miR-12	GNAS
cov-miR-12	CHST15
cov-miR-12	NCS1
cov-miR-12	CASKIN2
cov-miR-12	PEX5
cov-miR-12	SHE
cov-miR-12	AOAH
cov-miR-12	C16orf89
cov-miR-12	DBR1
cov-miR-12	JRK
cov-miR-12	PTPRZ1
cov-miR-12	CREM
cov-miR-12	SSTR2
cov-miR-12	ORAOV1
cov-miR-12	ZSCAN2
cov-miR-12	FBXW2
cov-miR-12	MINPP1
cov-miR-12	SMC1A
cov-miR-12	DHRS12
cov-miR-12	PREX1
cov-miR-12	ZNF417
cov-miR-12	LDOC1L
cov-miR-12	H6PD
cov-miR-12	INTS10
cov-miR-12	B3GNT7
cov-miR-12	SDC4
cov-miR-12	TRAFD1
cov-miR-12	SLC24A6
cov-miR-12	DUSP13
cov-miR-12	UVRAG
cov-miR-12	TMEM185B
cov-miR-12	TACC1
cov-miR-12	ZBTB21
cov-miR-12	TMEM132B
cov-miR-12	TAF7L
cov-miR-12	IGSF1
cov-miR-12	TMEM174
cov-miR-12	DCLRE1B
cov-miR-12	EPB41L5
cov-miR-12	TMTC1
cov-miR-12	XIAP
cov-miR-12	GPR89A
cov-miR-12	GPR89B
cov-miR-12	GPR89C
cov-miR-12	TOMM22
cov-miR-12	MLLT11
cov-miR-12	SDCCAG3
cov-miR-12	BZW1
cov-miR-12	CACFD1
cov-miR-12	NEUROD4
cov-miR-13	IFNA8
cov-miR-13	TSC22D2
cov-miR-13	RBM20
cov-miR-13	PHACTR2
cov-miR-13	TMEM98
cov-miR-13	METTL10
cov-miR-13	WIPI1
cov-miR-13	FRMD6
cov-miR-13	YAF2
cov-miR-13	TSLP
cov-miR-13	EFNA1
cov-miR-13	RAN
cov-miR-13	RANBP2
cov-miR-13	STMN1
cov-miR-13	VOPP1
cov-miR-13	IGSF11
cov-miR-13	XK
cov-miR-13	ASPN
cov-miR-13	TLX2
cov-miR-13	ZNF510
cov-miR-13	AP1S3
cov-miR-13	NOG
cov-miR-13	LIX1L
cov-miR-13	PPP2R2C
cov-miR-13	TENM1
cov-miR-13	GRIK3
cov-miR-13	C1orf216
cov-miR-13	KPNB1
cov-miR-13	SPRED1
cov-miR-13	KIAA1549
cov-miR-13	PIK3R5
cov-miR-13	SUPT7L
cov-miR-13	MMGT1
cov-miR-13	YTHDC1
cov-miR-13	LPGAT1
cov-miR-13	CYP2B6
cov-miR-13	PAGR1
cov-miR-13	RAB21
cov-miR-13	BRF1
cov-miR-13	TMEM171
cov-miR-13	SUN1
cov-miR-13	ZNF518B
cov-miR-13	ABHD14B
cov-miR-13	ITM2C
cov-miR-13	HOXA7
cov-miR-13	MPP1
cov-miR-13	CLVS1
cov-miR-13	EIF4E3
cov-miR-13	SORCS1
cov-miR-13	KLF11
cov-miR-13	AMMECR1L
cov-miR-13	PECR
cov-miR-13	DOCK5
cov-miR-13	POM121C
cov-miR-13	POM121
cov-miR-13	CDO1
cov-miR-13	FAM43A
cov-miR-13	ZBTB34
cov-miR-13	POLH
cov-miR-14	ARPP19
cov-miR-14	LARP1
cov-miR-14	C17orf103
cov-miR-14	DTHD1
cov-miR-14	RAB3IL1
cov-miR-14	UBL3
cov-miR-14	HSPA13
cov-miR-14	BRWD3
cov-miR-14	EPM2AIP1
cov-miR-14	GRAMD2
cov-miR-14	PYGO2
cov-miR-14	ZNF480
cov-miR-14	NFYB
cov-miR-14	ZNF793
cov-miR-14	TNPO1
cov-miR-14	LRPAP1
cov-miR-14	SETD6
cov-miR-14	C11orf70
cov-miR-14	PTPDC1
cov-miR-14	PAQR5
cov-miR-14	TYW5
cov-miR-14	RMND5A
cov-miR-14	FAM83H
cov-miR-14	TDG
cov-miR-14	AEBP2
cov-miR-14	UHMK1
cov-miR-14	GOLGA5
cov-miR-14	CYP27C1
cov-miR-14	ZBTB43
cov-miR-14	SIRT5
cov-miR-14	DCAF8
cov-miR-14	FAM167A
cov-miR-14	MIS12
cov-miR-14	PLSCR4
cov-miR-14	WDR33
cov-miR-14	PAG1
cov-miR-14	NCAN
cov-miR-14	AADACL3
cov-miR-14	SLC2A12
cov-miR-14	DNAJB7
cov-miR-14	DFFB
cov-miR-14	BCKDHB
cov-miR-14	KIAA1737
cov-miR-14	NMT1
cov-miR-14	CCL16
cov-miR-14	USP4
cov-miR-15	ZNF561
cov-miR-15	ZNF562
cov-miR-15	VWA5A
cov-miR-15	SOX11
cov-miR-15	ENTPD4
cov-miR-15	TMC8
cov-miR-15	FBXW2
cov-miR-15	RASGRP4
cov-miR-15	AADACL3
cov-miR-15	HSPA13
cov-miR-15	GOLT1B
cov-miR-15	DLX6
cov-miR-15	ZNF674
cov-miR-15	FAM8A1
cov-miR-15	AP4S1
cov-miR-15	ANTXR2
cov-miR-15	ZCCHC10
cov-miR-15	LRPAP1
cov-miR-15	BVES
cov-miR-15	CDK14
cov-miR-15	PRKAA1
cov-miR-15	PPP1R12A
cov-miR-15	TSLP
cov-miR-15	MED19
cov-miR-15	PAPD5
cov-miR-15	CCNA1
cov-miR-15	ZNF219
cov-miR-15	CADM1
cov-miR-15	ABCA8
cov-miR-15	PRND
cov-miR-15	AFAP1L2
cov-miR-15	PTGR1
cov-miR-15	MFSD11
cov-miR-15	SORL1
cov-miR-15	RAB3IL1
cov-miR-15	SYNPR
cov-miR-15	NDUFAF7
cov-miR-15	SHCBP1
cov-miR-15	NFYB
cov-miR-15	HAUS2
cov-miR-15	CYP27C1
cov-miR-15	SLFN13
cov-miR-15	C1orf64
cov-miR-15	FUBP3
cov-miR-15	YAF2
cov-miR-15	CCNG1
cov-miR-15	MAPK13
cov-miR-15	DENND1B
cov-miR-15	TMOD3
cov-miR-15	TRIM38
cov-miR-15	SURF6
cov-miR-15	PIGX
cov-miR-15	CAB39L
cov-miR-15	LHFP
cov-miR-15	ALG10
cov-miR-15	KIAA1211
cov-miR-15	ATAD2B
cov-miR-15	PTPRJ
cov-miR-15	OSBPL6
cov-miR-15	GPC3
cov-miR-15	FAM227A
cov-miR-15	ALG10B
cov-miR-16	MPO
cov-miR-16	ARHGDIA
cov-miR-16	GEN1
cov-miR-16	KCNA7
cov-miR-16	PLXNA1
cov-miR-16	WDR26
cov-miR-16	ZNF397
cov-miR-16	SERTM1
cov-miR-16	ISG20L2
cov-miR-16	PHTF2
cov-miR-16	LSM11
cov-miR-16	BCL7A
cov-miR-16	ZNF75A
cov-miR-16	FAM83C
cov-miR-16	ATMIN
cov-miR-16	IREB2
cov-miR-16	TMEM185B
cov-miR-16	PSKH1
cov-miR-16	SIK3
cov-miR-16	CRLS1
cov-miR-16	CALHM1
cov-miR-16	CYP27C1
cov-miR-16	PRNP
cov-miR-16	DDX6
cov-miR-16	SH3BP2
cov-miR-16	SDC2
cov-miR-16	NDST3
cov-miR-16	DERL3
cov-miR-16	MAML1
cov-miR-16	C7orf60
cov-miR-16	SPINT2
cov-miR-16	TAOK1
cov-miR-16	SHISA5
cov-miR-16	RBM12B
cov-miR-16	NFKBIE
cov-miR-16	SNX33
cov-miR-16	DGCR8
cov-miR-16	ZNF626
cov-miR-16	POLM
cov-miR-16	HS1BP3
cov-miR-16	ULK1
cov-miR-16	STK40
cov-miR-16	USP12
cov-miR-16	SYT13
cov-miR-16	CTNNB1
cov-miR-16	FXYD3
cov-miR-16	TRAPPC2
cov-miR-16	ADAMTS15
cov-miR-16	STXBP4
cov-miR-16	TXK
cov-miR-17	DAZL
cov-miR-17	TNFSF15
cov-miR-17	PCSK5
cov-miR-17	ASPN
cov-miR-17	ATP8B2
cov-miR-17	TMEM222
cov-miR-17	ANKRD35
cov-miR-17	CHRNB3
cov-miR-17	PAX1
cov-miR-17	ZKSCAN3
cov-miR-17	GREM2
cov-miR-17	PCYT1B
cov-miR-17	MPP1
cov-miR-17	GSG1
cov-miR-17	WDR47
cov-miR-17	MOCS1
cov-miR-17	ITPK1
cov-miR-17	CHST10
cov-miR-17	SVOP
cov-miR-17	SAMD12
cov-miR-17	FAM107B
cov-miR-17	NCEH1
cov-miR-17	CCDC113
cov-miR-17	ZC3H6
cov-miR-17	VASH1
cov-miR-17	IFFO2
cov-miR-17	IYD
cov-miR-17	FAM227A
cov-miR-17	DBT
cov-miR-17	TLX2
cov-miR-17	NREP
cov-miR-17	STMN1
cov-miR-17	VAMP4
cov-miR-17	RAB3B
cov-miR-17	CD48
cov-miR-17	TXNRD1
cov-miR-17	PPT2
cov-miR-17	SPTLC1
cov-miR-17	ASPH
cov-miR-17	TMEM79
cov-miR-17	NFIB
cov-miR-17	MANBAL
cov-miR-17	TMEM98
cov-miR-17	TLR4
cov-miR-17	DNAJC24
cov-miR-17	QDPR
cov-miR-17	PIKFYVE
cov-miR-17	GGA2
cov-miR-17	TPPP
cov-miR-17	DMWD
cov-miR-17	KIAA1147
cov-miR-17	PPP2R2C
cov-miR-17	PRKACA
cov-miR-17	SYP
cov-miR-17	SCAF11
cov-miR-17	USP31
cov-miR-17	TMEM178B
cov-miR-17	SOGA1
cov-miR-17	MEF2A
cov-miR-17	APOBEC3G
cov-miR-17	CHEK1
cov-miR-17	TMEM14A
cov-miR-17	DDX3X
cov-miR-17	PRMT10
cov-miR-17	PDE5A
cov-miR-18	UGT2A3
cov-miR-18	PPAPDC2
cov-miR-18	PTPRT
cov-miR-18	NT5DC3
cov-miR-18	SLC39A3
cov-miR-18	SPAG11B
cov-miR-18	SHC1
cov-miR-18	RIF1
cov-miR-18	MTMR10
cov-miR-18	HES2
cov-miR-18	PDCD6IP
cov-miR-18	ACVR1C
cov-miR-18	ZBTB5
cov-miR-18	TMEM237
cov-miR-18	AMPD2
cov-miR-18	LPIN2
cov-miR-18	ARHGAP32
cov-miR-18	CPSF4
cov-miR-18	CLU
cov-miR-18	DCAF8L1
cov-miR-18	LSM11
cov-miR-18	WDR26
cov-miR-18	IKZF3
cov-miR-18	IDE
cov-miR-18	NMNAT2
cov-miR-18	SELT
cov-miR-18	POFUT1
cov-miR-18	DPH3
cov-miR-18	NDUFS7
cov-miR-18	BMP10
cov-miR-18	AGGF1
cov-miR-18	PKIA
cov-miR-18	SEC14L5
cov-miR-18	TAF5
cov-miR-18	PCBP2
cov-miR-18	CDCP2
cov-miR-18	SMAD2
cov-miR-18	SERPINB9
cov-miR-18	HS6ST3
cov-miR-18	FNIP1
cov-miR-18	OXSR1
cov-miR-18	TXLNA
cov-miR-18	SERPINB7
cov-miR-18	EPPK1
cov-miR-18	KCTD2
cov-miR-18	AMOTL1
cov-miR-18	RNF212
cov-miR-18	CTBP2
cov-miR-18	RAMP3
cov-miR-18	ARL6IP5
cov-miR-18	C18orf63
cov-miR-18	TFEC
cov-miR-18	AMACR
cov-miR-18	ELOVL3
cov-miR-18	PDLIM2
cov-miR-18	CDK14
cov-miR-18	TMEM232
cov-miR-18	ARHGAP18
cov-miR-18	PWWP2A
cov-miR-18	MEGF6
cov-miR-18	SPIN4
cov-miR-18	MRGPRX2
cov-miR-18	AACS
cov-miR-18	FLCN
cov-miR-18	LIMK2
cov-miR-18	FMR1
cov-miR-18	PEX26
cov-miR-18	CLASP1
cov-miR-19	HMGXB4
cov-miR-19	THAP4
cov-miR-19	ZNF831
cov-miR-19	SLC35G1
cov-miR-19	ZNF396
cov-miR-19	FAM155A
cov-miR-19	ZNRF3
cov-miR-19	CPPED1
cov-miR-19	NAA16
cov-miR-19	ENTPD1
cov-miR-19	SUSD3
cov-miR-19	PLCL1
cov-miR-19	PARN
cov-miR-19	ZDHHC7
cov-miR-19	CYP4F3
cov-miR-19	ELK4
cov-miR-19	PDE6A
cov-miR-19	SREK1IP1
cov-miR-19	SUDS3
cov-miR-19	MYZAP
cov-miR-19	PAX6
cov-miR-19	EYA3
cov-miR-19	SRPK1
cov-miR-19	KANK1
cov-miR-19	TOR1AIP2
cov-miR-19	ABL2
cov-miR-19	SLC12A5
cov-miR-19	MTPN
cov-miR-19	CREB3L2
cov-miR-19	SUSD5
cov-miR-19	MYT1L
cov-miR-19	ZMYND11
cov-miR-19	SRSF5
cov-miR-19	CCPG1
cov-miR-19	CCND3
cov-miR-19	SRGAP1
cov-miR-19	ILDR2
cov-miR-19	SPDYE1
cov-miR-19	SPDYE6
cov-miR-19	SPDYE5
cov-miR-19	DEK
cov-miR-19	ARHGAP20
cov-miR-19	NHLRC2
cov-miR-19	SEMA4G
cov-miR-19	LUZP2
cov-miR-19	FSBP
cov-miR-19	RAD54B
cov-miR-19	MRFAP1L1
cov-miR-19	ZNF264
cov-miR-19	EGFLAM
cov-miR-19	RNF149
cov-miR-19	SLC8A1
cov-miR-19	WDR72
cov-miR-19	NACC2
cov-miR-19	GEM
cov-miR-19	TYSND1
cov-miR-19	NCMAP
cov-miR-19	SRRM4
cov-miR-19	RASEF
cov-miR-19	PCDH11Y
cov-miR-19	PCDH11X
cov-miR-19	COPS4
cov-miR-19	CHRNB3
cov-miR-19	TRMT44
cov-miR-19	TRDN
cov-miR-19	PREPL
cov-miR-19	SPDYE3
cov-miR-19	SPRY3
cov-miR-19	MTHFSD
cov-miR-19	ZNF554
cov-miR-19	KLHL8
