"source_genesymbol" "target_genesymbol" "from" "to" "consensus_stimulation" "consensus_inhibition"
"8545" "POU2F2" "RHBDF2" "P09086" "Q6PJF5" 1 0
"8546" "POU2F2" "RHOH" "P09086" "Q15669" 1 0
"8547" "POU2F2" "RUNX3" "P09086" "A0A024RAH4" 1 0
"8548" "POU2F2" "RYR1" "P09086" "P21817" 1 0
"8549" "POU2F2" "SBNO2" "P09086" "Q9Y2G9" 1 0
"8550" "POU2F2" "SCAPER" "P09086" "Q9BY12" 1 0
"8551" "POU2F2" "SEMA4D" "P09086" "Q92854" 1 0
"8552" "POU2F2" "SMAD3" "P09086" "P84022" 1 0
"8553" "POU2F2" "SORBS2" "P09086" "O94875" 1 0
"8554" "POU2F2" "TBXAS1" "P09086" "P24557" 1 0
"8555" "POU2F2" "TCF4" "P09086" "B3KVA4" 1 0
"8556" "POU2F2" "TMC6" "P09086" "A0A024R8V2" 1 0
"8557" "POU2F2" "TNFAIP8" "P09086" "O95379" 1 0
"8558" "POU2F2" "TNFRSF13B" "P09086" "O14836" 1 0
"8559" "POU2F2" "TRAF3" "P09086" "Q13114" 1 0
"8560" "POU2F2" "VWA3B" "P09086" "B7Z3D8" 1 0
"8561" "POU2F2" "ZCCHC2" "P09086" "Q9BRD4" 1 0
"8562" "POU2F2" "ZNF532" "P09086" "A0A024R283" 1 0
"8563" "POU4F2" "CCND1" "Q12837" "P24385" 1 0
"8564" "POU4F2" "ARHGAP15" "Q12837" "Q53QZ3" 1 0
"8565" "POU4F2" "BBX" "Q12837" "A8K6U2" 1 0
"8566" "POU4F2" "CHN2" "Q12837" "P52757" 1 0
"8567" "POU4F2" "CNTN5" "Q12837" "O94779" 1 0
"8568" "POU4F2" "CTNND2" "Q12837" "E7EPC8" 1 0
"8569" "POU4F2" "CUBN" "Q12837" "O60494" 1 0
"8570" "POU4F2" "DOCK10" "Q12837" "Q96BY6" 1 0
"8571" "POU4F2" "DST" "Q12837" "B4DSS9" 1 0
"8572" "POU4F2" "FAM13A" "Q12837" "O94988" 1 0
"8573" "POU4F2" "FOXP2" "Q12837" "B7ZLK5" 1 0
"8574" "POU4F2" "INPP4B" "Q12837" "O15327" 1 0
"8575" "POU4F2" "ITSN1" "Q12837" "Q15811" 1 0
"8576" "POU4F2" "KCNIP4" "Q12837" "Q6PIL6" 1 0
"8577" "POU4F2" "MYT1L" "Q12837" "Q9UL68" 1 0
"8578" "POU4F2" "NCOA1" "Q12837" "Q15788" 1 0
"8579" "POU4F2" "NEB" "Q12837" "P20929" 1 0
"8580" "POU4F2" "NLGN1" "Q12837" "Q8N2Q7" 1 0
"8581" "POU4F2" "PDE4B" "Q12837" "Q07343" 1 0
"8582" "POU4F2" "RABGAP1L" "Q12837" "Q5R372" 1 0
"8583" "POU4F2" "ROBO1" "Q12837" "Q9Y6N7" 1 0
"8584" "POU4F2" "SORBS2" "Q12837" "O94875" 1 0
"8585" "POU4F2" "SPIDR" "Q12837" "Q14159" 1 0
"8586" "POU4F2" "STARD13" "Q12837" "Q9Y3M8" 1 0
"8587" "POU4F2" "SYNE1" "Q12837" "B4E3R1" 1 0
"8588" "POU4F2" "ZBTB20" "Q12837" "Q9HC78" 1 0
"8589" "POU4F2" "ZMIZ1" "Q12837" "A0JLS3" 1 0
"8590" "POU4F2" "ZNF385B" "Q12837" "Q569K4" 1 0
"8591" "POU5F1" "CDX2" "M1S623" "Q99626" 0 1
"8592" "POU5F1" "ID2" "M1S623" "Q02363" 0 1
"8593" "POU5F1" "LEFTY1" "M1S623" "O75610" 1 0
"8594" "POU5F1" "NANOG" "M1S623" "Q9H9S0" 1 0
"8595" "POU5F1" "SOX2" "M1S623" "A0A0U3FYV6" 1 0
"8596" "POU5F1" "TDGF1" "M1S623" "F5H1T8" 1 0
"8597" "POU5F1" "ADGRL2" "M1S623" "O95490" 1 0
"8598" "POU5F1" "ADGRV1" "M1S623" "Q8WXG9" 1 0
"8599" "POU5F1" "ANGPT1" "M1S623" "Q15389" 1 0
"8600" "POU5F1" "ANK1" "M1S623" "P16157" 1 0
"8601" "POU5F1" "ANK2" "M1S623" "Q01484" 1 0
"8602" "POU5F1" "ANK3" "M1S623" "Q12955" 1 0
"8603" "POU5F1" "ANKS1B" "M1S623" "B7Z9I9" 1 0
"8604" "POU5F1" "BCAR3" "M1S623" "O75815" 1 0
"8605" "POU5F1" "BCR" "M1S623" "P11274" 1 0
"8606" "POU5F1" "CACNA1C" "M1S623" "Q13936" 1 0
"8607" "POU5F1" "CADPS" "M1S623" "Q9ULU8" 1 0
"8608" "POU5F1" "CLASP2" "M1S623" "O75122" 1 0
"8609" "POU5F1" "CNTNAP2" "M1S623" "A0A090N7T7" 1 0
"8610" "POU5F1" "COBL" "M1S623" "O75128" 1 0
"8611" "POU5F1" "CPNE4" "M1S623" "B7Z370" 1 0
"8612" "POU5F1" "DNMBP" "M1S623" "A0A1B0GTX1" 1 0
"8613" "POU5F1" "DPYSL2" "M1S623" "A0A1C7CYX9" 1 0
"8614" "POU5F1" "EBF1" "M1S623" "B4E2U8" 1 0
"8615" "POU5F1" "EPB41L2" "M1S623" "I6L9B1" 1 0
"8616" "POU5F1" "EPHA4" "M1S623" "A0A024R452" 1 0
"8617" "POU5F1" "FAT1" "M1S623" "Q14517" 1 0
"8618" "POU5F1" "GALNT10" "M1S623" "Q86SR1" 1 0
"8619" "POU5F1" "GAS7" "M1S623" "O60861" 1 0
"8620" "POU5F1" "GCNT2" "M1S623" "Q8N0V5" 1 0
"8621" "POU5F1" "GPC6" "M1S623" "Q9Y625" 1 0
"8622" "POU5F1" "GRIP1" "M1S623" "Q9Y3R0" 1 0
"8623" "POU5F1" "IGF2BP3" "M1S623" "O00425" 1 0
"8624" "POU5F1" "INPP5D" "M1S623" "Q92835" 1 0
"8625" "POU5F1" "JMJD1C" "M1S623" "B7ZLC8" 1 0
"8626" "POU5F1" "KIAA1217" "M1S623" "Q5T5P2" 1 0
"8627" "POU5F1" "KIFC3" "M1S623" "Q9BVG8" 1 0
"8628" "POU5F1" "LDLRAD3" "M1S623" "Q86YD5" 1 0
"8629" "POU5F1" "LIMCH1" "M1S623" "Q9UPQ0" 1 0
"8630" "POU5F1" "LRRK1" "M1S623" "Q38SD2" 1 0
"8631" "POU5F1" "MACF1" "M1S623" "Q6ZSD7" 1 0
"8632" "POU5F1" "MAGI2" "M1S623" "B7Z4H4" 1 0
"8633" "POU5F1" "MAP2K5" "M1S623" "Q13163" 1 0
"8634" "POU5F1" "NAV1" "M1S623" "Q8NEY1" 1 0
"8635" "POU5F1" "NEDD4L" "M1S623" "A0A024R2A4" 1 0
"8636" "POU5F1" "NRXN3" "M1S623" "Q9HDB5" 1 0
"8637" "POU5F1" "OSBPL10" "M1S623" "Q9BXB5" 1 0
"8638" "POU5F1" "RABGAP1L" "M1S623" "Q5R372" 1 0
"8639" "POU5F1" "RUNX1T1" "M1S623" "B2R6I9" 1 0
"8640" "POU5F1" "SASH1" "M1S623" "O94885" 1 0
"8641" "POU5F1" "SBF2" "M1S623" "Q86WG5" 1 0
"8642" "POU5F1" "SHROOM3" "M1S623" "B3KY47" 1 0
"8643" "POU5F1" "SMAD3" "M1S623" "P84022" 1 0
"8644" "POU5F1" "SNRPN" "M1S623" "P63162" 1 0
"8645" "POU5F1" "SORBS2" "M1S623" "O94875" 1 0
"8646" "POU5F1" "SPATS2L" "M1S623" "A0A024R3V0" 1 0
"8647" "POU5F1" "SPTBN1" "M1S623" "B2ZZ89" 1 0
"8648" "POU5F1" "STK10" "M1S623" "O94804" 1 0
"8649" "POU5F1" "SYNE1" "M1S623" "B4E3R1" 1 0
"8650" "POU5F1" "SYNE2" "M1S623" "Q8WXH0" 1 0
"8651" "POU5F1" "TACC2" "M1S623" "B2RWP4" 1 0
"8652" "POU5F1" "TCF4" "M1S623" "B3KVA4" 1 0
"8653" "POU5F1" "TIAM2" "M1S623" "Q8IVF5" 1 0
"8654" "POU5F1" "TJP2" "M1S623" "B7Z2R3" 1 0
"8655" "POU5F1" "TNRC6B" "M1S623" "A0A024R1N5" 1 0
"8656" "POU5F1" "TRIM2" "M1S623" "Q9C040" 1 0
"8657" "POU5F1" "WNT5B" "M1S623" "Q9H1J7" 1 0
"8658" "POU5F1" "ZEB2" "M1S623" "O60315" 1 0
"8659" "POU5F1" "ZNF532" "M1S623" "A0A024R283" 1 0
"8660" "PPARA" "ACOX1" "F1D8S4" "Q15067" 1 0
"8661" "PPARA" "ACOX2" "F1D8S4" "Q99424" 1 0
"8662" "PPARA" "ACSL1" "F1D8S4" "A8K9T3" 0 1
"8663" "PPARA" "ANGPTL4" "F1D8S4" "Q9BY76" 1 0
"8664" "PPARA" "APOA1" "F1D8S4" "A0A024R3E3" 1 0
"8665" "PPARA" "APOA5" "F1D8S4" "A0A0B4RUS7" 1 0
"8666" "PPARA" "APOB" "F1D8S4" "P04114" 1 0
"8667" "PPARA" "APOBR" "F1D8S4" "Q0VD83" 0 1
"8668" "PPARA" "APOC3" "F1D8S4" "A3KPE2" 0 1
"8669" "PPARA" "CCND1" "F1D8S4" "P24385" 1 0
"8670" "PPARA" "CD36" "F1D8S4" "A4D1B1" 1 0
"8671" "PPARA" "CPT1A" "F1D8S4" "P50416" 0 1
"8672" "PPARA" "CYP1A1" "F1D8S4" "A0N0X8" 1 0
"8673" "PPARA" "CYP4A11" "F1D8S4" "Q02928" 1 0
"8674" "PPARA" "CYP7A1" "F1D8S4" "P22680" 1 0
"8675" "PPARA" "FABP1" "F1D8S4" "P07148" 1 0
"8676" "PPARA" "FABP3" "F1D8S4" "P05413" 1 0
"8677" "PPARA" "FADS2" "F1D8S4" "O95864" 1 0
"8678" "PPARA" "HMGCS1" "F1D8S4" "A0A024R059" 1 0
"8679" "PPARA" "HMGCS2" "F1D8S4" "P54868" 1 0
"8680" "PPARA" "LPL" "F1D8S4" "A0A1B1RVA9" 1 0
"8681" "PPARA" "MMP12" "F1D8S4" "P39900" 1 0
"8682" "PPARA" "MMP9" "F1D8S4" "P14780" 0 1
"8683" "PPARA" "MYC" "F1D8S4" "A0A087WVR4" 1 0
"8684" "PPARA" "NFKBIA" "F1D8S4" "P25963" 1 0
"8685" "PPARA" "PANK1" "F1D8S4" "Q8TE04" 1 0
"8686" "PPARA" "PCK1" "F1D8S4" "P35558" 1 0
"8687" "PPARA" "PTGS2" "F1D8S4" "P35354" 1 0
"8688" "PPARA" "SERPINE1" "F1D8S4" "A0A024QYT5" 1 0
"8689" "PPARA" "TUBA1B" "F1D8S4" "P68363" 0 1
"8690" "PPARA" "UCP1" "F1D8S4" "P25874" 0 1
"8691" "PPARG" "ABCG2" "E9PFX5" "Q9UNQ0" 1 0
"8692" "PPARG" "ADIPOQ" "E9PFX5" "A8K660" 1 0
"8693" "PPARG" "ANGPTL4" "E9PFX5" "Q9BY76" 1 0
"8694" "PPARG" "APOB" "E9PFX5" "P04114" 0 1
"8695" "PPARG" "APOBR" "E9PFX5" "Q0VD83" 0 1
"8696" "PPARG" "ATP2A2" "E9PFX5" "P16615" 1 0
"8697" "PPARG" "BCL2" "E9PFX5" "A0A024R2B3" 1 0
"8698" "PPARG" "CCND1" "E9PFX5" "P24385" 0 1
"8699" "PPARG" "CD36" "E9PFX5" "A4D1B1" 1 0
"8700" "PPARG" "CD83" "E9PFX5" "Q01151" 1 0
"8701" "PPARG" "CDKN1A" "E9PFX5" "A0A024RCX5" 1 0
"8702" "PPARG" "CPT1B" "E9PFX5" "Q92523" 1 0
"8703" "PPARG" "CYP27A1" "E9PFX5" "Q02318" 1 0
"8704" "PPARG" "DBI" "E9PFX5" "P07108" 1 0
"8705" "PPARG" "EGFR" "E9PFX5" "Q504U8" 0 1
"8706" "PPARG" "FABP4" "E9PFX5" "E7DVW4" 1 0
"8707" "PPARG" "GK" "E9PFX5" "B4DH54" 1 0
"8708" "PPARG" "GSTA2" "E9PFX5" "A0A140VKE2" 1 0
"8709" "PPARG" "LIPE" "E9PFX5" "A8K8W7" 1 0
"8710" "PPARG" "LPL" "E9PFX5" "A0A1B1RVA9" 1 0
"8711" "PPARG" "MMP1" "E9PFX5" "B4DN15" 1 0
"8712" "PPARG" "MMP9" "E9PFX5" "P14780" 0 1
"8713" "PPARG" "MYC" "E9PFX5" "A0A087WVR4" 0 1
"8714" "PPARG" "NR1D1" "E9PFX5" "F1D8S3" 1 0
"8715" "PPARG" "NR1H3" "E9PFX5" "Q13133" 1 0
"8716" "PPARG" "PCK1" "E9PFX5" "P35558" 1 0
"8717" "PPARG" "PLIN2" "E9PFX5" "Q6FHZ7" 1 0
"8718" "PPARG" "POU2F1" "E9PFX5" "P14859" 1 0
"8719" "PPARG" "PTEN" "E9PFX5" "F6KD01" 1 0
"8720" "PPARG" "PTGS2" "E9PFX5" "P35354" 0 1
"8721" "PPARG" "RARB" "E9PFX5" "F1D8S6" 1 0
"8722" "PPARG" "RETN" "E9PFX5" "Q9HD89" 1 0
"8723" "PPARG" "SAT1" "E9PFX5" "P21673" 1 0
"8724" "PPARG" "SCARB1" "E9PFX5" "Q8WTV0" 1 0
"8725" "PPARG" "SERPINE1" "E9PFX5" "A0A024QYT5" 1 0
"8726" "PPARG" "SLC2A4" "E9PFX5" "P14672" 0 1
"8727" "PPARG" "TNFRSF11B" "E9PFX5" "O00300" 1 0
"8728" "PPARG" "TP53" "E9PFX5" "K7PPA8" 1 0
"8729" "PPARG" "TSHR" "E9PFX5" "A0A0A0MTJ0" 0 1
"8730" "PPARG" "UCP1" "E9PFX5" "P25874" 1 0
"8731" "PPARG" "VLDLR" "E9PFX5" "P98155" 1 0
"8732" "PRDM1" "CIITA" "O75626" "A0A0B4J1S1" 0 1
"8733" "PRDM1" "MYC" "O75626" "A0A087WVR4" 0 1
"8734" "PRDM1" "ACSS2" "O75626" "Q96FY7" 1 0
"8735" "PRDM1" "ANO10" "O75626" "Q9NW15" 1 0
"8736" "PRDM1" "AOAH" "O75626" "A0A087WVT3" 1 0
"8737" "PRDM1" "APOL2" "O75626" "A0A024R1M8" 1 0
"8738" "PRDM1" "ARAP2" "O75626" "A7E2A5" 1 0
"8739" "PRDM1" "ARHGAP26" "O75626" "A0A0S2Z536" 1 0
"8740" "PRDM1" "CREB1" "O75626" "B7Z5C6" 1 0
"8741" "PRDM1" "CRISPLD1" "O75626" "Q9H336" 1 0
"8742" "PRDM1" "DLG2" "O75626" "Q15700" 1 0
"8743" "PRDM1" "DMD" "O75626" "P11532" 1 0
"8744" "PRDM1" "ERG" "O75626" "B4DN83" 1 0
"8745" "PRDM1" "EVI5L" "O75626" "Q96CN4" 1 0
"8746" "PRDM1" "FSTL5" "O75626" "Q8N475" 1 0
"8747" "PRDM1" "FXR2" "O75626" "P51116" 1 0
"8748" "PRDM1" "IFIT2" "O75626" "P09913" 1 0
"8749" "PRDM1" "IL18" "O75626" "A0A024R3E0" 1 0
"8750" "PRDM1" "IL24" "O75626" "Q13007" 1 0
"8751" "PRDM1" "KCNK1" "O75626" "A0A024R3T2" 1 0
"8752" "PRDM1" "LGR4" "O75626" "Q59ER8" 1 0
"8753" "PRDM1" "LMO7" "O75626" "F8J2B5" 1 0
"8754" "PRDM1" "MBNL3" "O75626" "Q9NUK0" 1 0
"8755" "PRDM1" "MECOM" "O75626" "Q03112" 1 0
"8756" "PRDM1" "MID1" "O75626" "A0A024RBV4" 1 0
"8757" "PRDM1" "MYO1E" "O75626" "Q12965" 1 0
"8758" "PRDM1" "NFIX" "O75626" "B4DHW2" 1 0
"8759" "PRDM1" "NR3C1" "O75626" "F1D8N4" 1 0
"8760" "PRDM1" "OLR1" "O75626" "P78380" 1 0
"8761" "PRDM1" "PAQR5" "O75626" "A0A024R607" 1 0
"8762" "PRDM1" "PCNA" "O75626" "P12004" 1 0
"8763" "PRDM1" "PLXNA2" "O75626" "O75051" 1 0
"8764" "PRDM1" "PRKCH" "O75626" "P24723" 1 0
"8765" "PRDM1" "S100A16" "O75626" "Q96FQ6" 1 0
"8766" "PRDM1" "SLC37A1" "O75626" "P57057" 1 0
"8767" "PRDM1" "TEAD1" "O75626" "P28347" 1 0
"8768" "PRDM1" "TNFSF8" "O75626" "P32971" 1 0
"8769" "PRDM1" "TNIK" "O75626" "Q9UKE5" 1 0
"8770" "PRDM1" "ZFP36L1" "O75626" "A0A024R658" 1 0
"8771" "PRDM1" "ZHX1" "O75626" "A0A024R9F1" 1 0
"8772" "PRDM1" "ZSCAN31" "O75626" "A0A024RCL4" 1 0
"8773" "PRDM14" "POU5F1" "Q9GZV8" "M1S623" 1 0
"8774" "PRDM14" "ABCA4" "Q9GZV8" "P78363" 1 0
"8775" "PRDM14" "ADAMTS2" "Q9GZV8" "O95450" 1 0
"8776" "PRDM14" "AGAP1" "Q9GZV8" "B2RZG9" 1 0
"8777" "PRDM14" "AGAP3" "Q9GZV8" "Q86ST5" 1 0
"8778" "PRDM14" "AGPAT3" "Q9GZV8" "Q9NRZ7" 1 0
"8779" "PRDM14" "AHDC1" "Q9GZV8" "Q5TGY3" 1 0
"8780" "PRDM14" "AHNAK" "Q9GZV8" "Q09666" 1 0
"8781" "PRDM14" "AJAP1" "Q9GZV8" "Q9UKB5" 1 0
"8782" "PRDM14" "ALK" "Q9GZV8" "B6D4Y2" 1 0
"8783" "PRDM14" "AMPD3" "Q9GZV8" "Q01432" 1 0
"8784" "PRDM14" "ANO1" "Q9GZV8" "Q5XXA6" 1 0
"8785" "PRDM14" "ARHGEF10L" "Q9GZV8" "Q9HCE6" 1 0
"8786" "PRDM14" "ARHGEF17" "Q9GZV8" "Q96PE2" 1 0
"8787" "PRDM14" "ARHGEF2" "Q9GZV8" "Q92974" 1 0
"8788" "PRDM14" "ARID1A" "Q9GZV8" "O14497" 1 0
"8789" "PRDM14" "ARID1B" "Q9GZV8" "Q8NFD5" 1 0
"8790" "PRDM14" "ARID5A" "Q9GZV8" "Q03989" 1 0
"8791" "PRDM14" "ASS1" "Q9GZV8" "P00966" 1 0
"8792" "PRDM14" "ATP13A2" "Q9GZV8" "Q8N4D4" 1 0
"8793" "PRDM14" "AUTS2" "Q9GZV8" "Q8WXX7" 1 0
"8794" "PRDM14" "AXIN2" "Q9GZV8" "Q9Y2T1" 1 0
"8795" "PRDM14" "BCAR3" "Q9GZV8" "O75815" 1 0
"8796" "PRDM14" "BCL11A" "Q9GZV8" "D9YZV9" 1 0
"8797" "PRDM14" "BCOR" "Q9GZV8" "Q6W2J9" 1 0
"8798" "PRDM14" "BMP7" "Q9GZV8" "A8K571" 1 0
"8799" "PRDM14" "CA4" "Q9GZV8" "P22748" 1 0
"8800" "PRDM14" "CACNA1C" "Q9GZV8" "Q13936" 1 0
"8801" "PRDM14" "CACNA1G" "Q9GZV8" "O43497" 1 0
"8802" "PRDM14" "CCDC33" "Q9GZV8" "Q8N5R6" 1 0
"8803" "PRDM14" "CCDC57" "Q9GZV8" "Q2TAC2" 1 0
"8804" "PRDM14" "CCND2" "Q9GZV8" "P30279" 1 0
"8805" "PRDM14" "CD6" "Q9GZV8" "P30203" 1 0
"8806" "PRDM14" "CD9" "Q9GZV8" "A6NNI4" 1 0
"8807" "PRDM14" "CDC42BPG" "Q9GZV8" "Q6DT37" 1 0
"8808" "PRDM14" "CDC42EP4" "Q9GZV8" "B2R6D8" 1 0
"8809" "PRDM14" "CDH23" "Q9GZV8" "A0A087WYR8" 1 0
"8810" "PRDM14" "CDYL" "Q9GZV8" "Q9Y232" 1 0
"8811" "PRDM14" "COBL" "Q9GZV8" "O75128" 1 0
"8812" "PRDM14" "COL2A1" "Q9GZV8" "P02458" 1 0
"8813" "PRDM14" "CORO2B" "Q9GZV8" "Q9UQ03" 1 0
"8814" "PRDM14" "CPLX2" "Q9GZV8" "Q6PUV4" 1 0
"8815" "PRDM14" "CROCC" "Q9GZV8" "Q5TZA2" 1 0
"8816" "PRDM14" "CSMD2" "Q9GZV8" "Q7Z408" 1 0
"8817" "PRDM14" "CXCL12" "Q9GZV8" "P48061" 1 0
"8818" "PRDM14" "CYP26B1" "Q9GZV8" "Q9NR63" 1 0
"8819" "PRDM14" "DAB2IP" "Q9GZV8" "Q5VWQ8" 1 0
"8820" "PRDM14" "DGKG" "Q9GZV8" "P49619" 1 0
"8821" "PRDM14" "DGKZ" "Q9GZV8" "Q13574" 1 0
"8822" "PRDM14" "DLGAP4" "Q9GZV8" "A0A0B4J2C2" 1 0
"8823" "PRDM14" "DLL4" "Q9GZV8" "Q9NR61" 1 0
"8824" "PRDM14" "DNMT3A" "Q9GZV8" "Q9Y6K1" 1 0
"8825" "PRDM14" "DPYSL5" "Q9GZV8" "Q9BPU6" 1 0
"8826" "PRDM14" "DYSF" "Q9GZV8" "O75923" 1 0
"8827" "PRDM14" "ECE1" "Q9GZV8" "A0A024RAB0" 1 0
"8828" "PRDM14" "EFNB1" "Q9GZV8" "P98172" 1 0
"8829" "PRDM14" "EPB41L1" "Q9GZV8" "A0A0C4DH22" 1 0
"8830" "PRDM14" "EPHB3" "Q9GZV8" "P54753" 1 0
"8831" "PRDM14" "EVA1B" "Q9GZV8" "Q9NVM1" 1 0
"8832" "PRDM14" "FAM131C" "Q9GZV8" "Q96AQ9" 1 0
"8833" "PRDM14" "FAM174B" "Q9GZV8" "Q3ZCQ3" 1 0
"8834" "PRDM14" "FHAD1" "Q9GZV8" "B1AJZ9" 1 0
"8835" "PRDM14" "FOSL2" "Q9GZV8" "P15408" 1 0
"8836" "PRDM14" "FOXO6" "Q9GZV8" "A0A1X9RU27" 1 0
"8837" "PRDM14" "GATA2" "Q9GZV8" "P23769" 1 0
"8838" "PRDM14" "GATAD2A" "Q9GZV8" "A0A024R7M6" 1 0
"8839" "PRDM14" "GLI2" "Q9GZV8" "P10070" 1 0
"8840" "PRDM14" "GMDS" "Q9GZV8" "O60547" 1 0
"8841" "PRDM14" "GPC1" "Q9GZV8" "P35052" 1 0
"8842" "PRDM14" "GPRC5C" "Q9GZV8" "A0A024R8N9" 1 0
"8843" "PRDM14" "GRAMD1B" "Q9GZV8" "Q3KR37" 1 0
"8844" "PRDM14" "GRB10" "Q9GZV8" "Q13322" 1 0
"8845" "PRDM14" "GRHL3" "Q9GZV8" "Q8TE85" 1 0
"8846" "PRDM14" "GRIK4" "Q9GZV8" "B2RAP6" 1 0
"8847" "PRDM14" "GSE1" "Q9GZV8" "Q14687" 1 0
"8848" "PRDM14" "HDAC5" "Q9GZV8" "Q9UQL6" 1 0
"8849" "PRDM14" "HES2" "Q9GZV8" "Q9Y543" 1 0
"8850" "PRDM14" "IGDCC4" "Q9GZV8" "Q8TDY8" 1 0
"8851" "PRDM14" "IGF1R" "Q9GZV8" "P08069" 1 0
"8852" "PRDM14" "IGF2R" "Q9GZV8" "P11717" 1 0
"8853" "PRDM14" "INHBB" "Q9GZV8" "P09529" 1 0
"8854" "PRDM14" "ISLR2" "Q9GZV8" "Q6UXK2" 1 0
"8855" "PRDM14" "ITGA11" "Q9GZV8" "B3KTN6" 1 0
"8856" "PRDM14" "ITPKB" "Q9GZV8" "B2R9J0" 1 0
"8857" "PRDM14" "KAZN" "Q9GZV8" "Q674X7" 1 0
"8858" "PRDM14" "KCNAB2" "Q9GZV8" "A0A024R4E3" 1 0
"8859" "PRDM14" "KDM4B" "Q9GZV8" "A0A0C4DFL8" 1 0
"8860" "PRDM14" "KDM6B" "Q9GZV8" "O15054" 1 0
"8861" "PRDM14" "KIRREL3" "Q9GZV8" "Q8IZU9" 1 0
"8862" "PRDM14" "KLHDC7A" "Q9GZV8" "Q5VTJ3" 1 0
"8863" "PRDM14" "LHX2" "Q9GZV8" "B3KNJ5" 1 0
"8864" "PRDM14" "LINGO1" "Q9GZV8" "Q96FE5" 1 0
"8865" "PRDM14" "LRRK1" "Q9GZV8" "Q38SD2" 1 0
"8866" "PRDM14" "MACF1" "Q9GZV8" "Q6ZSD7" 1 0
"8867" "PRDM14" "MAD1L1" "Q9GZV8" "Q9Y6D9" 1 0
"8868" "PRDM14" "MAP7D1" "Q9GZV8" "Q3KQU3" 1 0
"8869" "PRDM14" "MATN1" "Q9GZV8" "P21941" 1 0
"8870" "PRDM14" "MCF2L" "Q9GZV8" "O15068" 1 0
"8871" "PRDM14" "MEF2D" "Q9GZV8" "Q14814" 1 0
"8872" "PRDM14" "MEGF6" "Q9GZV8" "O75095" 1 0
"8873" "PRDM14" "MEIS1" "Q9GZV8" "O00470" 1 0
"8874" "PRDM14" "MGAT5B" "Q9GZV8" "Q3V5L5" 1 0
"8875" "PRDM14" "MNT" "Q9GZV8" "Q99583" 1 0
"8876" "PRDM14" "NADK" "Q9GZV8" "A0A024R058" 1 0
"8877" "PRDM14" "NFATC2" "Q9GZV8" "Q13469" 1 0
"8878" "PRDM14" "NFIA" "Q9GZV8" "Q12857" 1 0
"8879" "PRDM14" "NFIC" "Q9GZV8" "B7Z4T6" 1 0
"8880" "PRDM14" "NGEF" "Q9GZV8" "Q8N5V2" 1 0
"8881" "PRDM14" "NOL4L" "Q9GZV8" "A0A087X0N3" 1 0
"8882" "PRDM14" "NR4A1" "Q9GZV8" "P22736" 1 0
"8883" "PRDM14" "NRP2" "Q9GZV8" "O60462" 1 0
"8884" "PRDM14" "NTF3" "Q9GZV8" "P20783" 1 0
"8885" "PRDM14" "NTN1" "Q9GZV8" "O95631" 1 0
"8886" "PRDM14" "NTRK1" "Q9GZV8" "P04629" 1 0
"8887" "PRDM14" "NXN" "Q9GZV8" "Q6DKJ4" 1 0
"8888" "PRDM14" "OTX1" "Q9GZV8" "P32242" 1 0
"8889" "PRDM14" "PADI2" "Q9GZV8" "A0A024RA98" 1 0
"8890" "PRDM14" "PAX7" "Q9GZV8" "P23759" 1 0
"8891" "PRDM14" "PDGFRB" "Q9GZV8" "P09619" 1 0
"8892" "PRDM14" "PEAR1" "Q9GZV8" "Q5VY43" 1 0
"8893" "PRDM14" "PHC2" "Q9GZV8" "A0A0A0MSI2" 1 0
"8894" "PRDM14" "PHLDB1" "Q9GZV8" "A0A024R3H6" 1 0
"8895" "PRDM14" "PKDCC" "Q9GZV8" "Q504Y2" 1 0
"8896" "PRDM14" "PKNOX2" "Q9GZV8" "Q96KN3" 1 0
"8897" "PRDM14" "PLEKHG5" "Q9GZV8" "O94827" 1 0
"8898" "PRDM14" "PLXNA2" "Q9GZV8" "O75051" 1 0
"8899" "PRDM14" "PREX1" "Q9GZV8" "Q8TCU6" 1 0
"8900" "PRDM14" "PRMT8" "Q9GZV8" "Q9NR22" 1 0
"8901" "PRDM14" "PTCH1" "Q9GZV8" "Q13635" 1 0
"8902" "PRDM14" "PTH1R" "Q9GZV8" "A0A024R2Z8" 1 0
"8903" "PRDM14" "PTMA" "Q9GZV8" "P06454" 1 0
"8904" "PRDM14" "PTPRU" "Q9GZV8" "Q92729" 1 0
"8905" "PRDM14" "RAB25" "Q9GZV8" "P57735" 1 0
"8906" "PRDM14" "RAI1" "Q9GZV8" "Q7Z5J4" 1 0
"8907" "PRDM14" "RASGRF1" "Q9GZV8" "Q8IUU5" 1 0
"8908" "PRDM14" "RCOR2" "Q9GZV8" "Q8IZ40" 1 0
"8909" "PRDM14" "RFX4" "Q9GZV8" "Q33E94" 1 0
"8910" "PRDM14" "RGMA" "Q9GZV8" "A0A0A0MTQ4" 1 0
"8911" "PRDM14" "RNF220" "Q9GZV8" "Q5VTB9" 1 0
"8912" "PRDM14" "RPS6KA2" "Q9GZV8" "Q15349" 1 0
"8913" "PRDM14" "RPTOR" "Q9GZV8" "Q8N122" 1 0
"8914" "PRDM14" "RSPO1" "Q9GZV8" "Q2MKA7" 1 0
"8915" "PRDM14" "RUNX1" "Q9GZV8" "Q01196" 1 0
"8916" "PRDM14" "RUNX3" "Q9GZV8" "A0A024RAH4" 1 0
