ligand	ligand_lfc	receptor	receptor_expression	ligand_cell_source	receptor_cell_target
HLA-DMA	0.53127	CD4	4.942749568950854	ciliated_cells	Treg
HLA-F	0.55971	KLRC1	7.5332747646831715	ciliated_cells	Treg
HLA-F	0.55971	KLRC3	3.114008368885474	ciliated_cells	Treg
HLA-F	0.55971	KLRC2	5.125535377763099	ciliated_cells	Treg
HLA-F	0.55971	KIR3DL2	2.6999240803451974	ciliated_cells	Treg
HLA-F	0.55971	KLRC4	2.4665599578839372	ciliated_cells	Treg
B2M	0.60196	KLRC1	7.5332747646831715	ciliated_cells	Treg
B2M	0.60196	IL2RA	4.365792781946001	ciliated_cells	Treg
B2M	0.60196	IL2RB	5.985453216335179	ciliated_cells	Treg
B2M	0.60196	KLRC2	5.125535377763099	ciliated_cells	Treg
B2M	0.60196	CD3D	10.36398111171989	ciliated_cells	Treg
B2M	0.60196	IL2RG	7.845768358380205	ciliated_cells	Treg
B2M	0.60196	PDIA3	7.869406626642785	ciliated_cells	Treg
B2M	0.60196	CD247	6.8305654475012645	ciliated_cells	Treg
B2M	0.60196	CD3G	9.964735700865958	ciliated_cells	Treg
HLA-B	0.6193	KLRC1	7.5332747646831715	ciliated_cells	Treg
HLA-B	0.6193	KLRC4	2.4665599578839372	ciliated_cells	Treg
HLA-B	0.6193	KLRC3	3.114008368885474	ciliated_cells	Treg
HLA-B	0.6193	KLRC2	5.125535377763099	ciliated_cells	Treg
HLA-B	0.6193	KIR3DL2	2.6999240803451974	ciliated_cells	Treg
HLA-B	0.6193	CD3D	10.36398111171989	ciliated_cells	Treg
HLA-B	0.6193	CANX	7.672908785901795	ciliated_cells	Treg
HLA-B	0.6193	CD3G	9.964735700865958	ciliated_cells	Treg
DEFB4A	0.63518	CCR6	8.043541856594652	ciliated_cells	Treg
ANXA1	0.69597	LMTK2	4.210497667598381	ciliated_cells	Treg
HLA-DRB5	0.7059	CD4	4.942749568950854	ciliated_cells	Treg
DEFB1	0.71929	CCR6	8.043541856594652	ciliated_cells	Treg
HLA-C	0.7672399999999999	KIR3DL2	2.6999240803451974	ciliated_cells	Treg
HLA-C	0.7672399999999999	KLRC1	7.5332747646831715	ciliated_cells	Treg
HLA-C	0.7672399999999999	KLRC3	3.114008368885474	ciliated_cells	Treg
HLA-C	0.7672399999999999	KLRC2	5.125535377763099	ciliated_cells	Treg
HLA-C	0.7672399999999999	KLRC4	2.4665599578839372	ciliated_cells	Treg
HLA-C	0.7672399999999999	CD3D	10.36398111171989	ciliated_cells	Treg
HLA-C	0.7672399999999999	CD3G	9.964735700865958	ciliated_cells	Treg
HLA-DRB1	0.78059	CD4	4.942749568950854	ciliated_cells	Treg
MIF	0.81587	CD74	7.518231257638893	ciliated_cells	Treg
MIF	0.81587	CXCR4	7.421603840541341	ciliated_cells	Treg
MDK	0.8494299999999999	ITGB1	6.8943304639844865	ciliated_cells	Treg
MDK	0.8494299999999999	ITGA4	8.593997482131108	ciliated_cells	Treg
MDK	0.8494299999999999	ITGA6	3.1940271699654916	ciliated_cells	Treg
ZG16B	0.87036	CXCR4	7.421603840541341	ciliated_cells	Treg
CXCL3	0.90676	CCR6	8.043541856594652	ciliated_cells	Treg
CXCL3	0.90676	CCR1	4.680626644639902	ciliated_cells	Treg
CXCL3	0.90676	CXCR3	5.813525928187783	ciliated_cells	Treg
CXCL3	0.90676	CCR4	4.887548463024292	ciliated_cells	Treg
CXCL3	0.90676	CXCR6	7.6805491392470255	ciliated_cells	Treg
CXCL3	0.90676	CXCR4	7.421603840541341	ciliated_cells	Treg
CXCL3	0.90676	CCR5	6.439545321342909	ciliated_cells	Treg
MUC2	0.9711200000000001	AGR2	3.27643818688167	ciliated_cells	Treg
TFF1	1.06891	ITGB1	6.8943304639844865	ciliated_cells	Treg
CXCL6	1.1442700000000001	CCR6	8.043541856594652	ciliated_cells	Treg
CXCL6	1.1442700000000001	CCR1	4.680626644639902	ciliated_cells	Treg
CXCL6	1.1442700000000001	CXCR4	7.421603840541341	ciliated_cells	Treg
CXCL6	1.1442700000000001	CXCR3	5.813525928187783	ciliated_cells	Treg
CXCL6	1.1442700000000001	CCR4	4.887548463024292	ciliated_cells	Treg
CXCL6	1.1442700000000001	CCR5	6.439545321342909	ciliated_cells	Treg
CXCL6	1.1442700000000001	CXCR6	7.6805491392470255	ciliated_cells	Treg
LCN2	1.63619	NR3C1	7.50996485545738	ciliated_cells	Treg
LCN2	1.63619	PKD1	4.40228682375995	ciliated_cells	Treg
SAA1	1.71155	F3	4.508838272849676	ciliated_cells	Treg
S100A4	1.72412	AKT1	5.722414416927556	ciliated_cells	Treg
CXCL1	1.8271400000000002	CCR6	8.043541856594652	ciliated_cells	Treg
CXCL1	1.8271400000000002	CCR1	4.680626644639902	ciliated_cells	Treg
CXCL1	1.8271400000000002	CXCR4	7.421603840541341	ciliated_cells	Treg
CXCL1	1.8271400000000002	CXCR3	5.813525928187783	ciliated_cells	Treg
CXCL1	1.8271400000000002	CCR4	4.887548463024292	ciliated_cells	Treg
CXCL1	1.8271400000000002	CXCR6	7.6805491392470255	ciliated_cells	Treg
CXCL1	1.8271400000000002	CCR5	6.439545321342909	ciliated_cells	Treg
