source_genesymbol	target_genesymbol	from	to	consensus_stimulation	consensus_inhibition
TCF7	SP140	P36402	B4DVW8	1	0
TCF7	TGFBR3	P36402	A0A0A8KWK3	1	0
TCF7	TNFRSF11B	P36402	O00300	1	0
TCF7	TNFRSF19	P36402	Q9NS68	1	0
TCF7	TRIO	P36402	O75962	1	0
TCF7	USP48	P36402	Q86UV5	1	0
TCF7	WNK1	P36402	Q9H4A3	1	0
TCF7	ZBTB20	P36402	Q9HC78	1	0
TCF7	ZFPM2	P36402	Q8WW38	1	0
TCF7L2	AXIN2	Q9NQB0	Q9Y2T1	1	0
TCF7L2	BIRC5	Q9NQB0	O15392	1	0
TCF7L2	CCND1	Q9NQB0	P24385	1	0
TCF7L2	CD44	Q9NQB0	P16070	1	0
TCF7L2	CTNNB1	Q9NQB0	A0A024R2Q3	1	0
TCF7L2	DKK1	Q9NQB0	I1W660	1	0
TCF7L2	FGF18	Q9NQB0	O76093	1	0
TCF7L2	GLCE	Q9NQB0	O94923	1	0
TCF7L2	GLI2	Q9NQB0	P10070	1	0
TCF7L2	LEF1	Q9NQB0	Q659G9	1	0
TCF7L2	MMP7	Q9NQB0	P09237	1	0
TCF7L2	MYC	Q9NQB0	A0A087WVR4	1	0
TCF7L2	SNAI2	Q9NQB0	O43623	1	0
TCF7L2	SP5	Q9NQB0	Q6BEB4	1	0
TCF7L2	STAT3	Q9NQB0	P40763	1	0
TCF7L2	TCF7	Q9NQB0	P36402	1	0
TCF7L2	TNFRSF11B	Q9NQB0	O00300	1	0
TCF7L2	VIM	Q9NQB0	P08670	0	1
TEAD1	MSLN	P28347	Q13421	1	0
TEAD1	AMOTL2	P28347	Q9Y2J4	1	0
TEAD1	GTDC1	P28347	Q4AE62	1	0
TEAD1	ITGA1	P28347	P56199	1	0
TEAD1	OSBPL9	P28347	Q96SU4	1	0
TEAD1	SORBS2	P28347	O94875	1	0
TEAD1	TACC1	P28347	O75410	1	0
TEAD1	AFAP1	P28347	Q6ZRV0	1	0
TEAD1	AHNAK	P28347	Q09666	1	0
TEAD1	ANK3	P28347	Q12955	1	0
TEAD1	ANO6	P28347	B3KX12	1	0
TEAD1	APBB2	P28347	B4DJ88	1	0
TEAD1	ARHGAP24	P28347	Q8N264	1	0
TEAD1	ARHGAP29	P28347	Q52LW3	1	0
TEAD1	ARHGAP35	P28347	Q9NRY4	1	0
TEAD1	ARNT2	P28347	Q7Z3A3	1	0
TEAD1	ASAP1	P28347	A0A0A0MRE5	1	0
TEAD1	ASAP2	P28347	O43150	1	0
TEAD1	BCAR3	P28347	O75815	1	0
TEAD1	CACNA2D1	P28347	P54289	1	0
TEAD1	CALD1	P28347	A0A140VKA0	1	0
TEAD1	CAMK2D	P28347	A0A024RDK3	1	0
TEAD1	CAPN2	P28347	B4DN77	1	0
TEAD1	CAST	P28347	P20810	1	0
TEAD1	CLIC5	P28347	Q53G01	1	0
TEAD1	CLIP4	P28347	B7Z936	1	0
TEAD1	CNOT1	P28347	A5YKK6	1	0
TEAD1	CRIM1	P28347	Q9NZV1	1	0
TEAD1	CTNNA1	P28347	G3XAM7	1	0
TEAD1	DAAM1	P28347	Q9Y4D1	1	0
TEAD1	DGKB	P28347	Q9Y6T7	1	0
TEAD1	DLC1	P28347	A8K119	1	0
TEAD1	DLGAP1	P28347	O14490	1	0
TEAD1	DNMBP	P28347	A0A1B0GTX1	1	0
TEAD1	DST	P28347	B4DSS9	1	0
TEAD1	EGFR	P28347	Q504U8	1	0
TEAD1	EML1	P28347	O00423	1	0
TEAD1	EPS8	P28347	B4E3T6	1	0
TEAD1	EXT1	P28347	Q16394	1	0
TEAD1	FAM160A1	P28347	Q05DH4	1	0
TEAD1	FAT1	P28347	Q14517	1	0
TEAD1	FEZ2	P28347	Q9UHY8	1	0
TEAD1	FHL2	P28347	Q14192	1	0
TEAD1	FLNB	P28347	O75369	1	0
TEAD1	FMN2	P28347	Q9HBL1	1	0
TEAD1	FRMD6	P28347	Q96NE9	1	0
TEAD1	FTO	P28347	B3KU60	1	0
TEAD1	GMDS	P28347	O60547	1	0
TEAD1	GULP1	P28347	Q9UBP9	1	0
TEAD1	HDAC9	P28347	Q9UKV0	1	0
TEAD1	INPP4B	P28347	O15327	1	0
TEAD1	ITGB1	P28347	P05556	1	0
TEAD1	ITSN1	P28347	Q15811	1	0
TEAD1	KCNMA1	P28347	Q12791	1	0
TEAD1	KDM4C	P28347	Q9H3R0	1	0
TEAD1	KIF13A	P28347	Q9H1H9	1	0
TEAD1	KTN1	P28347	A0A024R663	1	0
TEAD1	LAMC1	P28347	P11047	1	0
TEAD1	LAMC2	P28347	Q13753	1	0
TEAD1	LIMCH1	P28347	Q9UPQ0	1	0
TEAD1	LPP	P28347	B7ZLW0	1	0
TEAD1	MACF1	P28347	Q6ZSD7	1	0
TEAD1	MAML2	P28347	Q8IZL2	1	0
TEAD1	MBNL1	P28347	Q86VM6	1	0
TEAD1	MBNL2	P28347	Q5VZF2	1	0
TEAD1	MICAL2	P28347	O94851	1	0
TEAD1	MYLK	P28347	Q05B97	1	0
TEAD1	NAIP	P28347	Q13075	1	0
TEAD1	NAV2	P28347	A7E2D6	1	0
TEAD1	NDST1	P28347	B7Z1Q0	1	0
TEAD1	NEK7	P28347	A0A024R964	1	0
TEAD1	NRP2	P28347	O60462	1	0
TEAD1	NRXN3	P28347	Q9HDB5	1	0
TEAD1	PALLD	P28347	Q8WX93	1	0
TEAD1	PAM	P28347	P19021	1	0
TEAD1	PARD3B	P28347	Q8TEW8	1	0
TEAD1	PBX1	P28347	A8K5V0	1	0
TEAD1	PDE4B	P28347	Q07343	1	0
TEAD1	PDE4D	P28347	A0A140VJR0	1	0
TEAD1	PDGFC	P28347	Q9NRA1	1	0
TEAD1	PDLIM5	P28347	Q96HC4	1	0
TEAD1	PRICKLE2	P28347	A0A024R368	1	0
TEAD1	PRKAG2	P28347	Q9UGJ0	1	0
TEAD1	PRKCH	P28347	P24723	1	0
TEAD1	PRUNE2	P28347	A0A088AWP5	1	0
TEAD1	PTPN14	P28347	A8K6H6	1	0
TEAD1	PTPRM	P28347	P28827	1	0
TEAD1	RAPGEF2	P28347	Q9Y4G8	1	0
TEAD1	RARB	P28347	F1D8S6	1	0
TEAD1	RASAL2	P28347	A8K2P3	1	0
TEAD1	RB1CC1	P28347	Q8TDY2	1	0
TEAD1	RBMS1	P28347	A0A0S2Z499	1	0
TEAD1	RBMS3	P28347	Q6XE24	1	0
TEAD1	RERE	P28347	A0A024R4E9	1	0
TEAD1	RTN4	P28347	Q9NQC3	1	0
TEAD1	SAMD4A	P28347	Q9UPU9	1	0
TEAD1	SASH1	P28347	O94885	1	0
TEAD1	SCHIP1	P28347	P0DPB3	1	0
TEAD1	SEMA3C	P28347	Q99985	1	0
TEAD1	SEMA3D	P28347	O95025	1	0
TEAD1	SH3BP4	P28347	Q9P0V3	1	0
TEAD1	SHROOM3	P28347	B3KY47	1	0
TEAD1	SMYD3	P28347	Q9H7B4	1	0
TEAD1	SORBS1	P28347	Q9BX66	1	0
TEAD1	SORCS2	P28347	Q96PQ0	1	0
TEAD1	SPIDR	P28347	Q14159	1	0
TEAD1	SPTBN1	P28347	B2ZZ89	1	0
TEAD1	STARD13	P28347	Q9Y3M8	1	0
TEAD1	SVIL	P28347	O95425	1	0
TEAD1	TANC1	P28347	B9EK39	1	0
TEAD1	TCF4	P28347	B3KVA4	1	0
TEAD1	TENM3	P28347	A0A140VJW8	1	0
TEAD1	TGFB2	P28347	P61812	1	0
TEAD1	TGFBR3	P28347	A0A0A8KWK3	1	0
TEAD1	TIAM2	P28347	Q8IVF5	1	0
TEAD1	TLN2	P28347	Q9Y4G6	1	0
TEAD1	TMEM245	P28347	Q9H330	1	0
TEAD1	TRIO	P28347	O75962	1	0
TEAD1	UACA	P28347	Q9BZF9	1	0
TEAD1	UBE2H	P28347	P62256	1	0
TEAD1	VPS13D	P28347	Q5THJ4	1	0
TEAD1	WWC2	P28347	Q6AWC2	1	0
TEAD1	WWTR1	P28347	Q9GZV5	1	0
TEAD1	YAP1	P28347	P46937	1	0
TEAD2	CCND2	A0A024QZE2	P30279	1	0
TEAD2	RIN3	A0A024QZE2	Q6ZRC2	1	0
TEAD2	AJUBA	A0A024QZE2	Q96IF1	1	0
TEAD2	ASAP3	A0A024QZE2	Q8TDY4	1	0
TEAD2	ATP6V1A	A0A024QZE2	P38606	1	0
TEAD2	ATP8B2	A0A024QZE2	P98198	1	0
TEAD2	CFI	A0A024QZE2	A8K3L0	1	0
TEAD2	CTDSP2	A0A024QZE2	A0A024RBA6	1	0
TEAD2	CYBRD1	A0A024QZE2	Q53TN4	1	0
TEAD2	DHRSX	A0A024QZE2	Q8N5I4	1	0
TEAD2	DLGAP4	A0A024QZE2	A0A0B4J2C2	1	0
TEAD2	DNAJB5	A0A024QZE2	O75953	1	0
TEAD2	DTNBP1	A0A024QZE2	Q96EV8	1	0
TEAD2	FAM89A	A0A024QZE2	Q96GI7	1	0
TEAD2	GALNT2	A0A024QZE2	B7Z6K2	1	0
TEAD2	JMJD1C	A0A024QZE2	B7ZLC8	1	0
TEAD2	LAMB2	A0A024QZE2	A0A024R319	1	0
TEAD2	LSM10	A0A024QZE2	Q969L4	1	0
TEAD2	MAP1S	A0A024QZE2	Q66K74	1	0
TEAD2	MPZ	A0A024QZE2	P25189	1	0
TEAD2	MYL12A	A0A024QZE2	P19105	1	0
TEAD2	PLEKHA4	A0A024QZE2	Q9H4M7	1	0
TEAD2	RHBDF1	A0A024QZE2	Q96CC6	1	0
TEAD2	SNRPC	A0A024QZE2	P09234	1	0
TEAD2	SPEG	A0A024QZE2	Q15772	1	0
TEAD2	ST3GAL2	A0A024QZE2	A0A024QZA4	1	0
TEAD2	TBC1D25	A0A024QZE2	Q3MII6	1	0
TEAD2	TRAF4	A0A024QZE2	A0A024QZ59	1	0
TEAD2	TRIP6	A0A024QZE2	Q15654	1	0
TEAD2	VPS37B	A0A024QZE2	A0A024RBU0	1	0
TEAD4	ABLIM2	Q15561	A0A140VK02	1	0
TEAD4	ADAMTSL1	Q15561	Q6MZQ3	1	0
TEAD4	ALK	Q15561	B6D4Y2	1	0
TEAD4	ANXA2	Q15561	A0A024R5Z7	1	0
TEAD4	BCAR3	Q15561	O75815	1	0
TEAD4	BCR	Q15561	P11274	1	0
TEAD4	CMIP	Q15561	Q8IY22	1	0
TEAD4	DAB2IP	Q15561	Q5VWQ8	1	0
TEAD4	DENND1A	Q15561	Q8TEH3	1	0
TEAD4	DGKB	Q15561	Q9Y6T7	1	0
TEAD4	DLGAP1	Q15561	O14490	1	0
TEAD4	ETV6	Q15561	A0A0S2Z3C9	1	0
TEAD4	EXT1	Q15561	Q16394	1	0
TEAD4	FGFR2	Q15561	P21802	1	0
TEAD4	FNDC3B	Q15561	Q53EP0	1	0
TEAD4	FOXO3	Q15561	O43524	1	0
TEAD4	GALNT2	Q15561	B7Z6K2	1	0
TEAD4	GLIS3	Q15561	Q1PHJ8	1	0
TEAD4	GMDS	Q15561	O60547	1	0
TEAD4	GTDC1	Q15561	Q4AE62	1	0
TEAD4	HDAC9	Q15561	Q9UKV0	1	0
TEAD4	HIVEP3	Q15561	Q5T1R4	1	0
TEAD4	HSPG2	Q15561	P98160	1	0
TEAD4	IL1R1	Q15561	P14778	1	0
TEAD4	IQSEC1	Q15561	A0A087WWK8	1	0
TEAD4	ITPR1	Q15561	B4DER3	1	0
TEAD4	KAZN	Q15561	Q674X7	1	0
TEAD4	KDM4C	Q15561	Q9H3R0	1	0
TEAD4	KRT18	Q15561	A0A024RAY2	1	0
TEAD4	LITAF	Q15561	Q99732	1	0
TEAD4	MACF1	Q15561	Q6ZSD7	1	0
TEAD4	MAML2	Q15561	Q8IZL2	1	0
TEAD4	MAP4K4	Q15561	O95819	1	0
TEAD4	MID1	Q15561	A0A024RBV4	1	0
TEAD4	MPZL1	Q15561	O95297	1	0
TEAD4	MYH9	Q15561	A0A024R1N1	1	0
TEAD4	NEK6	Q15561	Q9HC98	1	0
TEAD4	PDE4B	Q15561	Q07343	1	0
TEAD4	PDGFC	Q15561	Q9NRA1	1	0
TEAD4	PDLIM1	Q15561	O00151	1	0
TEAD4	PHLDB2	Q15561	Q86SQ0	1	0
TEAD4	PHLPP1	Q15561	O60346	1	0
TEAD4	PICALM	Q15561	A0A024R5L7	1	0
TEAD4	PLCL1	Q15561	Q15111	1	0
TEAD4	PLXNA2	Q15561	O75051	1	0
TEAD4	PRKCH	Q15561	P24723	1	0
TEAD4	PTPRJ	Q15561	Q12913	1	0
TEAD4	RABGAP1L	Q15561	Q5R372	1	0
TEAD4	RAI14	Q15561	Q9P0K7	1	0
TEAD4	RBPMS	Q15561	Q93062	1	0
TEAD4	RIN3	Q15561	Q6ZRC2	1	0
TEAD4	RND3	Q15561	B2R838	1	0
TEAD4	SIK3	Q15561	A1A5A9	1	0
TEAD4	SORBS2	Q15561	O94875	1	0
TEAD4	SPIDR	Q15561	Q14159	1	0
TEAD4	SPTB	Q15561	P11277	1	0
TEAD4	STK10	Q15561	O94804	1	0
TEAD4	TACC2	Q15561	B2RWP4	1	0
TEAD4	TCF4	Q15561	B3KVA4	1	0
TEAD4	TGFBI	Q15561	A0A0S2Z4Q2	1	0
TEAD4	TGM2	Q15561	P21980	1	0
TEAD4	TIAM2	Q15561	Q8IVF5	1	0
TEAD4	TJP2	Q15561	B7Z2R3	1	0
TEAD4	TLE4	Q15561	Q04727	1	0
TEAD4	TRIM2	Q15561	Q9C040	1	0
TEAD4	VMP1	Q15561	Q96GC9	1	0
TEAD4	ZMYND8	Q15561	Q569J9	1	0
TFAP2A	ACHE	P05549	P22303	0	1
TFAP2A	ADM	P05549	P35318	1	0
TFAP2A	ADRA1A	P05549	P35348	1	0
TFAP2A	ADRA2B	P05549	P18089	1	0
TFAP2A	APP	P05549	A0A140VJC8	1	0
TFAP2A	BACE1	P05549	B7Z3Z4	1	0
TFAP2A	BCL2	P05549	A0A024R2B3	0	1
TFAP2A	CCNB1	P05549	P14635	1	0
TFAP2A	CDH1	P05549	B3GN61	1	0
TFAP2A	CDKN1A	P05549	A0A024RCX5	1	0
TFAP2A	CFTR	P05549	A0A024R730	1	0
TFAP2A	CRABP2	P05549	P29373	1	0
TFAP2A	CRX	P05549	O43186	1	0
TFAP2A	CYP11A1	P05549	A0A0S2Z3R3	1	0
TFAP2A	EGFR	P05549	Q504U8	1	0
TFAP2A	ERBB2	P05549	P04626	1	0
TFAP2A	ETS1	P05549	P14921	1	0
TFAP2A	F2R	P05549	P25116	1	0
TFAP2A	FAS	P05549	P25445	1	0
TFAP2A	FMR1	P05549	Q06787	1	0
TFAP2A	FOXA1	P05549	P55317	1	0
TFAP2A	GALNT3	P05549	Q14435	1	0
TFAP2A	GAST	P05549	A0A0E3VY36	1	0
TFAP2A	GPX4	P05549	P36969	1	0
TFAP2A	GUSB	P05549	P08236	1	0
TFAP2A	HGF	P05549	P14210	0	1
TFAP2A	HIP1	P05549	B4DK46	1	0
TFAP2A	HMOX1	P05549	P09601	1	0
TFAP2A	HSD17B1	P05549	P14061	0	1
TFAP2A	HTT	P05549	P42858	1	0
TFAP2A	IGFBP5	P05549	A0A024R433	1	0
TFAP2A	KIT	P05549	A0A024RDA0	1	0
TFAP2A	KRT5	P05549	P13647	1	0
TFAP2A	L1CAM	P05549	P32004	1	0
TFAP2A	MIP	P05549	P30301	1	0
TFAP2A	MMP2	P05549	P08253	1	0
TFAP2A	MPG	P05549	P29372	1	0
TFAP2A	MYC	P05549	A0A087WVR4	1	0
TFAP2A	NME3	P05549	Q13232	1	0
TFAP2A	NR3C1	P05549	F1D8N4	1	0
TFAP2A	OAT	P05549	A0A140VJQ4	1	0
TFAP2A	PENK	P05549	A0A024R7V4	1	0
TFAP2A	PLAUR	P05549	Q03405	1	0
TFAP2A	POLD2	P05549	P49005	1	0
TFAP2A	PRKCA	P05549	P17252	1	0
TFAP2A	PTGS2	P05549	P35354	1	0
TFAP2A	PVR	P05549	P15151	1	0
TFAP2A	S100B	P05549	A0A0S2Z4C5	1	0
TFAP2A	SERPINE1	P05549	A0A024QYT5	1	0
TFAP2A	SLC19A1	P05549	P41440	1	0
TFAP2A	SMPD1	P05549	P17405	1	0
TFAP2A	SP1	P05549	P08047	1	0
TFAP2A	SPRY2	P05549	O43597	1	0
TFAP2A	TAF7	P05549	Q15545	1	0
TFAP2A	TIMP2	P05549	A0A140VK57	1	0
TFAP2A	VEGFA	P05549	A0A087WUD8	1	0
TFAP2C	CDKN1A	Q92754	A0A024RCX5	0	1
TFAP2C	CRABP2	Q92754	P29373	1	0
TFAP2C	CSTA	Q92754	P01040	1	0
TFAP2C	ECM1	Q92754	Q16610	1	0
TFAP2C	ERBB2	Q92754	P04626	1	0
TFAP2C	ESR1	Q92754	G4XH65	1	0
TFAP2C	FOXA1	Q92754	P55317	1	0
TFAP2C	FOXC1	Q92754	Q12948	1	0
TFAP2C	FREM2	Q92754	Q5SZK8	1	0
TFAP2C	GREB1	Q92754	Q4ZG55	1	0
TFAP2C	MMP2	Q92754	P08253	1	0
TFAP2C	MYC	Q92754	A0A087WVR4	1	0
TFAP2C	RET	Q92754	P07949	1	0
TFAP2C	SULT1E1	Q92754	P49888	1	0
TFAP2C	TFF1	Q92754	P04155	1	0
TFAP4	MDM2	Q01664	A0A0A8KB75	0	1
TFAP4	PENK	Q01664	A0A024R7V4	1	0
TFAP4	ZNF395	Q01664	Q7L9C8	1	0
TFAP4	ABTB2	Q01664	Q8N961	1	0
TFAP4	AGPAT3	Q01664	Q9NRZ7	1	0
TFAP4	ARHGEF10L	Q01664	Q9HCE6	1	0
TFAP4	BCAR1	Q01664	P56945	1	0
TFAP4	CRTC1	Q01664	Q6UUV9	1	0
TFAP4	CSNK1D	Q01664	P48730	1	0
TFAP4	CYTH1	Q01664	Q15438	1	0
TFAP4	DENND1A	Q01664	Q8TEH3	1	0
TFAP4	DENND3	Q01664	A2RUS2	1	0
TFAP4	EGFR	Q01664	Q504U8	1	0
TFAP4	ELL	Q01664	P55199	1	0
TFAP4	FGFR3	Q01664	P22607	1	0
TFAP4	GNA12	Q01664	E9PC54	1	0
TFAP4	GREB1	Q01664	Q4ZG55	1	0
TFAP4	HDAC5	Q01664	Q9UQL6	1	0
TFAP4	JADE2	Q01664	A0A0C4DFT8	1	0
TFAP4	JUP	Q01664	A0A0S2Z487	1	0
TFAP4	KIAA1217	Q01664	Q5T5P2	1	0
TFAP4	KIAA1324	Q01664	Q6UXG2	1	0
TFAP4	KRT8	Q01664	Q7L4M3	1	0
TFAP4	MED15	Q01664	Q6PKB8	1	0
TFAP4	MICAL2	Q01664	O94851	1	0
TFAP4	MYOM1	Q01664	P52179	1	0
TFAP4	PEMT	Q01664	Q9UBM1	1	0
TFAP4	PLEKHA7	Q01664	E9PKC0	1	0
TFAP4	PLEKHG5	Q01664	O94827	1	0
TFAP4	PLXNA2	Q01664	O75051	1	0
TFAP4	PRKCZ	Q01664	Q05513	1	0
TFAP4	RGS3	Q01664	A0A024R831	1	0
TFAP4	SRGAP3	Q01664	O43295	1	0
TFAP4	SVIL	Q01664	O95425	1	0
TFAP4	SYNJ2	Q01664	A0A1W2PR85	1	0
TFAP4	TBC1D2B	Q01664	Q9UPU7	1	0
TFAP4	TIAM2	Q01664	Q8IVF5	1	0
TFAP4	TPM4	Q01664	P67936	1	0
TFAP4	TRIO	Q01664	O75962	1	0
TFDP1	CAV1	A0A024RDY4	A0A024R757	1	0
TFDP1	CCNE1	A0A024RDY4	P24864	1	0
TFDP1	CDK1	A0A024RDY4	B7Z3D6	1	0
TFDP1	DHFR	A0A024RDY4	B0YJ76	1	0
TFDP1	MYBL2	A0A024RDY4	P10244	1	0
TFDP1	PCNA	A0A024RDY4	P12004	1	0
TFDP1	RRM1	A0A024RDY4	P23921	1	0
TFDP1	TYMS	A0A024RDY4	P04818	1	0
TFDP1	CCNE2	A0A024RDY4	A0A024R9B0	1	0
TFDP1	CKAP2L	A0A024RDY4	Q8IYA6	1	0
TFDP1	HNRNPUL1	A0A024RDY4	B7Z4B8	1	0
TFDP1	PTMA	A0A024RDY4	P06454	1	0
TGIF2	AHCY	Q9GZN2	P23526	0	1
TGIF2	AKAP1	Q9GZN2	A0A140VK05	0	1
TGIF2	ASXL1	Q9GZN2	Q498B9	0	1
TGIF2	DPAGT1	Q9GZN2	A0A024R3H8	0	1
TGIF2	FAM102A	Q9GZN2	Q5T9C2	0	1
TGIF2	HMGXB3	Q9GZN2	Q12766	0	1
TGIF2	IST1	Q9GZN2	P53990	0	1
TGIF2	MSH6	Q9GZN2	P52701	0	1
TGIF2	NELFA	Q9GZN2	A0A0C4DFX9	0	1
TGIF2	NFKB2	Q9GZN2	Q00653	0	1
TGIF2	OGFR	Q9GZN2	Q9NZT2	0	1
TGIF2	PRR3	Q9GZN2	B3KQA4	0	1
TGIF2	RPL3	Q9GZN2	P39023	0	1
TGIF2	SMOX	Q9GZN2	Q9NWM0	0	1
TGIF2	TCIRG1	Q9GZN2	A0A024R5E5	0	1
TGIF2	ZBTB2	Q9GZN2	Q8N680	0	1
TGIF2	ZSCAN2	Q9GZN2	Q7Z7L9	0	1
THAP1	FAM20B	Q9NVV9	A0A024R918	1	0
THAP1	ACAP3	Q9NVV9	Q8WTZ1	1	0
THAP1	ARHGDIA	Q9NVV9	P52565	1	0
THAP1	BCOR	Q9NVV9	Q6W2J9	1	0
THAP1	CELF5	Q9NVV9	Q8N6W0	1	0
THAP1	COL18A1	Q9NVV9	D3DSM5	1	0
THAP1	CORO2A	Q9NVV9	A0A024R150	1	0
THAP1	CSNK1D	Q9NVV9	P48730	1	0
THAP1	CYFIP1	Q9NVV9	Q7L576	1	0
THAP1	DOCK6	Q9NVV9	B7Z9U8	1	0
THAP1	EPS8L2	Q9NVV9	Q9H6S3	1	0
THAP1	FAM78A	Q9NVV9	Q5JUQ0	1	0
THAP1	FGFR3	Q9NVV9	P22607	1	0
THAP1	FGFRL1	Q9NVV9	A0PJ49	1	0
THAP1	GAK	Q9NVV9	B4DS37	1	0
THAP1	GALE	Q9NVV9	Q14376	1	0
THAP1	GNB1	Q9NVV9	B3KVK2	1	0
THAP1	GPT2	Q9NVV9	Q8TD30	1	0
THAP1	GRAMD1A	Q9NVV9	Q96CP6	1	0
THAP1	HDAC11	Q9NVV9	Q96DB2	1	0
THAP1	HOOK2	Q9NVV9	Q96ED9	1	0
THAP1	HSP90AA1	Q9NVV9	P07900	1	0
THAP1	IER2	Q9NVV9	A0A024R7H1	1	0
THAP1	IQSEC1	Q9NVV9	A0A087WWK8	1	0
THAP1	LTBP3	Q9NVV9	Q8WYU6	1	0
THAP1	LYSMD2	Q9NVV9	Q8IV50	1	0
THAP1	MAST3	Q9NVV9	O60307	1	0
THAP1	METRNL	Q9NVV9	Q641Q3	1	0
THAP1	MYO1C	Q9NVV9	O00159	1	0
THAP1	NCOR2	Q9NVV9	C9JE98	1	0
THAP1	NKD2	Q9NVV9	Q969F2	1	0
THAP1	PIEZO1	Q9NVV9	Q92508	1	0
THAP1	PLEC	Q9NVV9	Q15149	1	0
THAP1	PPM1F	Q9NVV9	P49593	1	0
THAP1	PPP6R1	Q9NVV9	Q9UPN7	1	0
THAP1	RASGEF1A	Q9NVV9	Q8N9B8	1	0
THAP1	RREB1	Q9NVV9	A0A024QZU8	1	0
THAP1	RXRA	Q9NVV9	Q6P3U7	1	0
THAP1	SGMS1	Q9NVV9	D3DWC4	1	0
THAP1	SKI	Q9NVV9	P12755	1	0
THAP1	SRCIN1	Q9NVV9	Q9C0H9	1	0
THAP1	STIP1	Q9NVV9	P31948	1	0
THAP1	SYMPK	Q9NVV9	A0A024R0R6	1	0
THAP1	TCF25	Q9NVV9	Q9BQ70	1	0
THAP1	TRABD	Q9NVV9	Q9H4I3	1	0
THAP1	UBTF	Q9NVV9	P17480	1	0
THAP1	UNKL	Q9NVV9	Q9H9P5	1	0
THAP1	USF2	Q9NVV9	Q15853	1	0
THAP1	YWHAZ	Q9NVV9	D0PNI1	1	0
THAP1	ZNF276	Q9NVV9	I6L9I3	1	0
THAP11	CNIH4	Q96EK4	Q9P003	0	1
THAP11	LSM10	Q96EK4	Q969L4	0	1
THAP11	SLC4A2	Q96EK4	P04920	0	1
THAP11	SNX17	Q96EK4	B4DTB8	0	1
THAP11	TMEM115	Q96EK4	A0A024R2Y2	0	1
THAP11	AP2S1	Q96EK4	M0QYZ2	0	1
THAP11	ARPP19	Q96EK4	H3BMD8	0	1
THAP11	ATL3	Q96EK4	B4DXC4	0	1
THAP11	BABAM1	Q96EK4	A0A024R7L2	0	1
THAP11	BANP	Q96EK4	B3KM38	0	1
THAP11	BOLA1	Q96EK4	Q9Y3E2	0	1
THAP11	BUB1B	Q96EK4	O60566	0	1
THAP11	BUB3	Q96EK4	A0A140VJF3	0	1
THAP11	CALCOCO1	Q96EK4	Q9P1Z2	0	1
THAP11	CCDC90B	Q96EK4	Q9GZT6	0	1
THAP11	CEP128	Q96EK4	Q6ZU80	0	1
THAP11	CHCHD3	Q96EK4	C9JRZ6	0	1
THAP11	CHCHD4	Q96EK4	A0A024R2I5	0	1
THAP11	CHRNB1	Q96EK4	P11230	0	1
THAP11	CLDN12	Q96EK4	B2R687	0	1
THAP11	CLP1	Q96EK4	Q92989	0	1
THAP11	CNPY2	Q96EK4	Q9Y2B0	0	1
THAP11	COPS7B	Q96EK4	J3KQ34	0	1
THAP11	DCAKD	Q96EK4	Q8WVC6	0	1
THAP11	DESI2	Q96EK4	A0A024R5P9	0	1
THAP11	DFFA	Q96EK4	O00273	0	1
THAP11	DNAJC17	Q96EK4	Q9NVM6	0	1
THAP11	DNAJC18	Q96EK4	Q9H819	0	1
THAP11	DNM1L	Q96EK4	B4DYR6	0	1
THAP11	DPM3	Q96EK4	A0A140VJI4	0	1
THAP11	EIF1B	Q96EK4	O60739	0	1
THAP11	EIF2B4	Q96EK4	Q9UI10	0	1
THAP11	EIF2S2	Q96EK4	P20042	0	1
THAP11	ENY2	Q96EK4	Q9NPA8	0	1
THAP11	ERP44	Q96EK4	Q9BS26	0	1
THAP11	FAM168A	Q96EK4	Q92567	0	1
THAP11	FBXL19	Q96EK4	Q6PCT2	0	1
THAP11	FTO	Q96EK4	B3KU60	0	1
THAP11	FYCO1	Q96EK4	Q9BQS8	0	1
THAP11	GPKOW	Q96EK4	Q92917	0	1
THAP11	HCFC1R1	Q96EK4	Q9NWW0	0	1
THAP11	HEXIM2	Q96EK4	Q96MH2	0	1
THAP11	HSD11B1L	Q96EK4	A0A087WWR3	0	1
THAP11	HSP90B1	Q96EK4	P14625	0	1
THAP11	HSPH1	Q96EK4	A0A024RDQ0	0	1
THAP11	INVS	Q96EK4	Q2M1I4	0	1
THAP11	ITCH	Q96EK4	Q96J02	0	1
THAP11	ITPR1	Q96EK4	B4DER3	0	1
THAP11	IZUMO1	Q96EK4	Q8IYV9	0	1
THAP11	LMBRD2	Q96EK4	Q68DH5	0	1
THAP11	LMNA	Q96EK4	P02545	0	1
THAP11	LRRC29	Q96EK4	A0A024R6W8	0	1
THAP11	LYSMD1	Q96EK4	Q96S90	0	1
THAP11	MAD2L1BP	Q96EK4	Q15013	0	1
THAP11	MED11	Q96EK4	Q9P086	0	1
THAP11	MITF	Q96EK4	O75030	0	1
THAP11	MRPL24	Q96EK4	Q96A35	0	1
THAP11	MRPL42	Q96EK4	A0A024RBG3	0	1
THAP11	MRPL50	Q96EK4	Q8N5N7	0	1
THAP11	MTR	Q96EK4	Q99707	0	1
THAP11	NDC1	Q96EK4	Q9BTX1	0	1
THAP11	NMT1	Q96EK4	P30419	0	1
THAP11	NOP14	Q96EK4	A8KA74	0	1
