source_genesymbol	target_genesymbol	from	to	consensus_stimulation	consensus_inhibition
NFKB1	TIMP1	A0A024RDJ4	P01033	0	1
NFKB1	TLR2	A0A024RDJ4	A0A0S2Z4S4	1	0
NFKB1	TNC	A0A024RDJ4	B4E1W8	1	0
NFKB1	TNF	A0A024RDJ4	P01375	1	0
NFKB1	TNFAIP3	A0A024RDJ4	P21580	1	0
NFKB1	TNFRSF10A	A0A024RDJ4	O00220	1	0
NFKB1	TNFRSF10B	A0A024RDJ4	O14763	1	0
NFKB1	TNFSF10	A0A024RDJ4	P50591	1	0
NFKB1	TP53	A0A024RDJ4	K7PPA8	1	0
NFKB1	TRAF1	A0A024RDJ4	Q13077	1	0
NFKB1	TRAF2	A0A024RDJ4	A0A024R8H5	1	0
NFKB1	VEGFA	A0A024RDJ4	A0A087WUD8	1	0
NFKB1	VEGFC	A0A024RDJ4	P49767	1	0
NFKB1	VIM	A0A024RDJ4	P08670	1	0
NFKB1	VWF	A0A024RDJ4	P04275	1	0
NFKB1	XIAP	A0A024RDJ4	P98170	1	0
NFKB2	BCL2	Q00653	A0A024R2B3	0	1
NFKB2	BCL2L1	Q00653	Q07817	0	1
NFKB2	CCND2	Q00653	P30279	1	0
NFKB2	CDK6	Q00653	Q00534	1	0
NFKB2	SELP	Q00653	A0A024R8Y9	1	0
NFKB2	SND1	Q00653	A0A140VK49	1	0
NFKB2	BCL3	Q00653	P20749	0	1
NFKB2	CD44	Q00653	P16070	0	1
NFKB2	CD58	Q00653	P19256	0	1
NFKB2	IL2RA	Q00653	P01589	0	1
NFKB2	IL6	Q00653	B4DVM1	0	1
NFKB2	RARA	Q00653	P10276	0	1
NFKB2	TNFAIP3	Q00653	P21580	0	1
NFKB2	TNIP1	Q00653	A0A0A0MRZ4	0	1
NFKB2	TRAF1	Q00653	Q13077	0	1
NFYA	ACTB	P23511	P60709	1	0
NFYA	DDIT3	P23511	P35638	1	0
NFYA	FDPS	P23511	P14324	1	0
NFYA	FXR2	P23511	P51116	1	0
NFYA	SP3	P23511	Q02447	1	0
NFYA	AP3M2	P23511	P53677	1	0
NFYA	CD74	P23511	P04233	1	0
NFYA	PNRC2	P23511	A0A024RAC2	1	0
NFYA	ZNF608	P23511	B3KPE6	1	0
NFYB	ACTB	A0A024RBG7	P60709	1	0
NFYB	FXR2	A0A024RBG7	P51116	1	0
NFYB	CCNB1	A0A024RBG7	P14635	1	0
NFYB	CD74	A0A024RBG7	P04233	1	0
NFYB	CREBRF	A0A024RBG7	Q8IUR6	1	0
NFYB	CRYZL1	A0A024RBG7	O95825	1	0
NFYB	PCNA	A0A024RBG7	P12004	1	0
NFYB	AMN1	A0A024RBG7	Q8IY45	1	0
NFYB	AP2A1	A0A024RBG7	O95782	1	0
NFYB	ATRIP	A0A024RBG7	Q8WXE1	1	0
NFYB	BAZ1B	A0A024RBG7	Q9UIG0	1	0
NFYB	BFSP1	A0A024RBG7	B7Z999	1	0
NFYB	BRSK2	A0A024RBG7	Q8IWQ3	1	0
NFYB	CCNB2	A0A024RBG7	O95067	1	0
NFYB	CDK1	A0A024RBG7	B7Z3D6	1	0
NFYB	CKS2	A0A024RBG7	P33552	1	0
NFYB	COQ10B	A0A024RBG7	B8ZZX2	1	0
NFYB	DLG3	A0A024RBG7	Q92796	1	0
NFYB	DNAJB1	A0A024RBG7	P25685	1	0
NFYB	DPF1	A0A024RBG7	Q92782	1	0
NFYB	EIF2AK3	A0A024RBG7	E7ER02	1	0
NFYB	ELMO1	A0A024RBG7	Q92556	1	0
NFYB	EPB41	A0A024RBG7	P11171	1	0
NFYB	FADS1	A0A024RBG7	A0A0A0MR51	1	0
NFYB	FAM117A	A0A024RBG7	Q9C073	1	0
NFYB	FCHO1	A0A024RBG7	A0A0C3SFZ9	1	0
NFYB	FDFT1	A0A024RBG7	P37268	1	0
NFYB	FZD2	A0A024RBG7	Q14332	1	0
NFYB	GCNT2	A0A024RBG7	Q8N0V5	1	0
NFYB	GNA12	A0A024RBG7	E9PC54	1	0
NFYB	HNRNPDL	A0A024RBG7	A0A087WUK2	1	0
NFYB	IER5	A0A024RBG7	Q5VY09	1	0
NFYB	KCNAB2	A0A024RBG7	A0A024R4E3	1	0
NFYB	KCNB1	A0A024RBG7	Q14721	1	0
NFYB	KLHL25	A0A024RBG7	Q9H0H3	1	0
NFYB	LBR	A0A024RBG7	Q14739	1	0
NFYB	LIPA	A0A024RBG7	P38571	1	0
NFYB	LYPLA1	A0A024RBG7	B4DP64	1	0
NFYB	MAT2B	A0A024RBG7	A0A140VJP2	1	0
NFYB	MBNL1	A0A024RBG7	Q86VM6	1	0
NFYB	MKNK2	A0A024RBG7	Q9HBH9	1	0
NFYB	MKRN1	A0A024RBG7	Q9UHC7	1	0
NFYB	MLEC	A0A024RBG7	F5GX14	1	0
NFYB	MPHOSPH9	A0A024RBG7	Q99550	1	0
NFYB	NCEH1	A0A024RBG7	A0A0A0MTJ9	1	0
NFYB	NEK7	A0A024RBG7	A0A024R964	1	0
NFYB	NUCB2	A0A024RBG7	Q2L696	1	0
NFYB	OSBPL9	A0A024RBG7	Q96SU4	1	0
NFYB	PAK4	A0A024RBG7	A0A024R0J1	1	0
NFYB	PASK	A0A024RBG7	Q96RG2	1	0
NFYB	PDIA4	A0A024RBG7	A0A090N8Y2	1	0
NFYB	PEX16	A0A024RBG7	Q9Y5Y5	1	0
NFYB	PRDM11	A0A024RBG7	A0A087WWZ6	1	0
NFYB	RGS3	A0A024RBG7	A0A024R831	1	0
NFYB	RHOF	A0A024RBG7	Q9HBH0	1	0
NFYB	RHOQ	A0A024RBG7	P17081	1	0
NFYB	SEC22C	A0A024RBG7	A0A024R2Q1	1	0
NFYB	SLC27A1	A0A024RBG7	Q6PCB7	1	0
NFYB	SOD2	A0A024RBG7	P04179	1	0
NFYB	SRRM1	A0A024RBG7	B7Z7U0	1	0
NFYB	SSBP3	A0A024RBG7	Q9BWW4	1	0
NFYB	TBC1D31	A0A024RBG7	Q96DN5	1	0
NFYB	TMEM14C	A0A024RBG7	A0A024R001	1	0
NFYB	TMEM245	A0A024RBG7	Q9H330	1	0
NFYB	TXNIP	A0A024RBG7	Q9H3M7	1	0
NFYB	TXNRD1	A0A024RBG7	Q16881	1	0
NFYB	UBP1	A0A024RBG7	A0A024R2J0	1	0
NFYB	UVRAG	A0A024RBG7	Q9P2Y5	1	0
NFYB	VCP	A0A024RBG7	P55072	1	0
NFYB	VIPR1	A0A024RBG7	A0A024R2N2	1	0
NFYB	ZNF608	A0A024RBG7	B3KPE6	1	0
NONO	ADAR	A0A0S2Z4Z9	P55265	1	0
NONO	ALDH4A1	A0A0S2Z4Z9	P30038	1	0
NONO	ANKRD11	A0A0S2Z4Z9	Q6UB99	1	0
NONO	BAZ2A	A0A0S2Z4Z9	F8VU39	1	0
NONO	BCL9L	A0A0S2Z4Z9	Q86UU0	1	0
NONO	BRD2	A0A0S2Z4Z9	A0A024RCR5	1	0
NONO	CSNK2B	A0A0S2Z4Z9	A0A1U9X7J2	1	0
NONO	DNAJB12	A0A0S2Z4Z9	J3KPS0	1	0
NONO	ELL	A0A0S2Z4Z9	P55199	1	0
NONO	FANCI	A0A0S2Z4Z9	Q9NVI1	1	0
NONO	GSE1	A0A0S2Z4Z9	Q14687	1	0
NONO	HNRNPD	A0A0S2Z4Z9	Q14103	1	0
NONO	HNRNPL	A0A0S2Z4Z9	P14866	1	0
NONO	KDM2A	A0A0S2Z4Z9	Q9Y2K7	1	0
NONO	LRRC41	A0A0S2Z4Z9	Q15345	1	0
NONO	MBD6	A0A0S2Z4Z9	A0A024RBA3	1	0
NONO	MCM7	A0A0S2Z4Z9	C6EMX8	1	0
NONO	MRGBP	A0A0S2Z4Z9	Q9NV56	1	0
NONO	POLR2A	A0A0S2Z4Z9	P24928	1	0
NONO	PRPF40A	A0A0S2Z4Z9	O75400	1	0
NONO	SAE1	A0A0S2Z4Z9	Q9UBE0	1	0
NONO	SEC31A	A0A0S2Z4Z9	O94979	1	0
NONO	SIN3A	A0A0S2Z4Z9	Q96ST3	1	0
NONO	SLC3A2	A0A0S2Z4Z9	J3KPF3	1	0
NONO	STAT3	A0A0S2Z4Z9	P40763	1	0
NONO	TOX4	A0A0S2Z4Z9	O94842	1	0
NONO	WDR74	A0A0S2Z4Z9	Q6RFH5	1	0
NR1H2	ABCA1	P55055	B2RUU2	1	0
NR1H2	ABCG1	P55055	P45844	1	0
NR1H2	BHLHE40	P55055	O14503	1	0
NR1H2	SREBF1	P55055	P36956	1	0
NR1H2	FASN	P55055	P49327	1	0
NR1H2	PPARG	P55055	E9PFX5	1	0
NR1H2	CDC42EP4	P55055	B2R6D8	1	0
NR1H2	DNAJB12	P55055	J3KPS0	1	0
NR1H2	EIF1	P55055	P41567	1	0
NR1H2	MNT	P55055	Q99583	1	0
NR1H2	NCOR2	P55055	C9JE98	1	0
NR1H2	SQSTM1	P55055	Q13501	1	0
NR1H2	TBC1D1	P55055	Q86TI0	1	0
NR1H3	ABCA1	Q13133	B2RUU2	1	0
NR1H3	ABCG1	Q13133	P45844	1	0
NR1H3	APOE	Q13133	A0A0S2Z3D5	1	0
NR1H3	BHLHE40	Q13133	O14503	1	0
NR1H3	SREBF1	Q13133	P36956	1	0
NR1H3	FASN	Q13133	P49327	1	0
NR1H3	ABCD1	Q13133	P33897	1	0
NR1H3	AKR1C4	Q13133	P17516	1	0
NR1H3	KIAA1217	Q13133	Q5T5P2	1	0
NR1H3	PPARG	Q13133	E9PFX5	1	0
NR1H3	RNF145	Q13133	Q8NDT8	1	0
NR1H3	TMEM135	Q13133	Q86UB9	1	0
NR2C2	ASXL1	P49116	Q498B9	1	0
NR2C2	GCC2	P49116	B3KR21	1	0
NR2C2	NR2C1	P49116	H9NIM3	1	0
NR2C2	SNRNP200	P49116	O75643	1	0
NR2C2	TAF2	P49116	B3KMD8	1	0
NR2C2	ACBD3	P49116	A0A024R3P9	1	0
NR2C2	AGPS	P49116	O00116	1	0
NR2C2	ANAPC15	P49116	P60006	1	0
NR2C2	ANKIB1	P49116	Q9P2G1	1	0
NR2C2	ANXA11	P49116	P50995	1	0
NR2C2	ASB8	P49116	Q9H765	1	0
NR2C2	ATP11A	P49116	P98196	1	0
NR2C2	BAZ1B	P49116	Q9UIG0	1	0
NR2C2	BRD9	P49116	B4DXI2	1	0
NR2C2	CCDC146	P49116	Q8IYE0	1	0
NR2C2	CCDC51	P49116	Q96ER9	1	0
NR2C2	CCDC71	P49116	Q8IV32	1	0
NR2C2	CHMP4B	P49116	Q9H444	1	0
NR2C2	CLUH	P49116	O75153	1	0
NR2C2	CWC15	P49116	Q9P013	1	0
NR2C2	DDX42	P49116	Q86XP3	1	0
NR2C2	DICER1	P49116	Q9UPY3	1	0
NR2C2	DUS1L	P49116	Q6P1R4	1	0
NR2C2	EBAG9	P49116	A0A024R9E0	1	0
NR2C2	EHMT1	P49116	Q9H9B1	1	0
NR2C2	EIF3M	P49116	Q7L2H7	1	0
NR2C2	FAM193B	P49116	Q6IPW0	1	0
NR2C2	GOLGB1	P49116	Q14789	1	0
NR2C2	GPATCH8	P49116	Q9UKJ3	1	0
NR2C2	IMPACT	P49116	A0A024RC24	1	0
NR2C2	KDM4D	P49116	Q6B0I6	1	0
NR2C2	KDM5A	P49116	P29375	1	0
NR2C2	KRIT1	P49116	O00522	1	0
NR2C2	LSM7	P49116	Q9UK45	1	0
NR2C2	MAP3K11	P49116	A0A024R5E6	1	0
NR2C2	MAPKAP1	P49116	Q9BPZ7	1	0
NR2C2	MRPL20	P49116	Q9BYC9	1	0
NR2C2	MRPL33	P49116	O75394	1	0
NR2C2	MRPS28	P49116	A0A0S2Z563	1	0
NR2C2	NAA50	P49116	E7EQ69	1	0
NR2C2	NDUFAF6	P49116	A0A075B6P0	1	0
NR2C2	NDUFB7	P49116	P17568	1	0
NR2C2	NDUFS6	P49116	O75380	1	0
NR2C2	NFE2L2	P49116	Q16236	1	0
NR2C2	NFXL1	P49116	B1Q2B0	1	0
NR2C2	NOL7	P49116	A0A024QZW2	1	0
NR2C2	NUP107	P49116	P57740	1	0
NR2C2	NUP37	P49116	Q8NFH4	1	0
NR2C2	PAK4	P49116	A0A024R0J1	1	0
NR2C2	PARPBP	P49116	B4DZ31	1	0
NR2C2	PCBP1	P49116	Q15365	1	0
NR2C2	PHF12	P49116	Q96QT6	1	0
NR2C2	PPIH	P49116	O43447	1	0
NR2C2	PRPF40A	P49116	O75400	1	0
NR2C2	PTAR1	P49116	Q7Z6K3	1	0
NR2C2	RAB11FIP2	P49116	Q7L804	1	0
NR2C2	RPRD1B	P49116	Q9NQG5	1	0
NR2C2	RPS21	P49116	P63220	1	0
NR2C2	RPS3A	P49116	P61247	1	0
NR2C2	RPS6KC1	P49116	Q96S38	1	0
NR2C2	SAP18	P49116	O00422	1	0
NR2C2	SCNM1	P49116	Q9BWG6	1	0
NR2C2	SKIDA1	P49116	E9PAX1	1	0
NR2C2	SMARCD2	P49116	Q92925	1	0
NR2C2	SNRPF	P49116	P62306	1	0
NR2C2	SRCAP	P49116	Q6ZRS2	1	0
NR2C2	TBC1D22A	P49116	Q8WUA7	1	0
NR2C2	TMA7	P49116	A0A024R306	1	0
NR2C2	TMCO1	P49116	B7Z591	1	0
NR2C2	TMEM248	P49116	A0A024RDK7	1	0
NR2C2	TNRC6A	P49116	Q8NDV7	1	0
NR2C2	TOMM40	P49116	O96008	1	0
NR2C2	TRIP13	P49116	Q15645	1	0
NR2C2	TTC31	P49116	Q49AM3	1	0
NR2C2	TTI1	P49116	O43156	1	0
NR2C2	TXNL1	P49116	O43396	1	0
NR2C2	USP37	P49116	A0A024R416	1	0
NR2C2	VPS13D	P49116	Q5THJ4	1	0
NR2C2	WTAP	P49116	Q15007	1	0
NR2C2	ZNF3	P49116	P17036	1	0
NR2C2	ZNF513	P49116	Q8N8E2	1	0
NR2F1	AGT	P10589	B0ZBE2	0	1
NR2F1	CYP19A1	P10589	A0A024R5S8	0	1
NR2F1	LHCGR	P10589	P22888	0	1
NR2F1	ABCA2	P10589	Q9BZC7	1	0
NR2F1	ADAP1	P10589	O75689	1	0
NR2F1	AGPAT3	P10589	Q9NRZ7	1	0
NR2F1	AHDC1	P10589	Q5TGY3	1	0
NR2F1	ARHGEF1	P10589	A0A024R0R1	1	0
NR2F1	ARHGEF2	P10589	Q92974	1	0
NR2F1	ARHGEF4	P10589	Q9NR80	1	0
NR2F1	ATP11A	P10589	P98196	1	0
NR2F1	ATP2B3	P10589	Q16720	1	0
NR2F1	BEGAIN	P10589	Q9BUH8	1	0
NR2F1	BRSK2	P10589	Q8IWQ3	1	0
NR2F1	COL27A1	P10589	Q8IZC6	1	0
NR2F1	COL5A1	P10589	A0A024R8E5	1	0
NR2F1	CPNE7	P10589	Q9UBL6	1	0
NR2F1	CRB2	P10589	Q5IJ48	1	0
NR2F1	CTBP2	P10589	P56545	1	0
NR2F1	CTIF	P10589	O43310	1	0
NR2F1	EHMT1	P10589	Q9H9B1	1	0
NR2F1	ELMSAN1	P10589	A0A024R689	1	0
NR2F1	FBLN1	P10589	P23142	1	0
NR2F1	FGD5	P10589	B7ZM68	1	0
NR2F1	FLT4	P10589	P35916	1	0
NR2F1	FSCN1	P10589	B3KTA3	1	0
NR2F1	GDPD5	P10589	Q8WTR4	1	0
NR2F1	GPSM1	P10589	A0A0A0MSK4	1	0
NR2F1	GRAMD4	P10589	Q6IC98	1	0
NR2F1	HDAC7	P10589	Q8WUI4	1	0
NR2F1	IQSEC1	P10589	A0A087WWK8	1	0
NR2F1	KAZN	P10589	Q674X7	1	0
NR2F1	KCNAB2	P10589	A0A024R4E3	1	0
NR2F1	KIF21B	P10589	O75037	1	0
NR2F1	LINGO1	P10589	Q96FE5	1	0
NR2F1	LRP1	P10589	Q07954	1	0
NR2F1	MAD1L1	P10589	Q9Y6D9	1	0
NR2F1	MYO18A	P10589	Q92614	1	0
NR2F1	NEK6	P10589	Q9HC98	1	0
NR2F1	OSBPL5	P10589	A8KAD5	1	0
NR2F1	PAK4	P10589	A0A024R0J1	1	0
NR2F1	PALM	P10589	A0A024R207	1	0
NR2F1	PDXK	P10589	F2Z2Y4	1	0
NR2F1	PEPD	P10589	A0A140VJR2	1	0
NR2F1	PHACTR3	P10589	Q96KR7	1	0
NR2F1	PLXNA2	P10589	O75051	1	0
NR2F1	PLXND1	P10589	Q9Y4D7	1	0
NR2F1	PRKAR1B	P10589	P31321	1	0
NR2F1	RHBDF2	P10589	Q6PJF5	1	0
NR2F1	ROR2	P10589	Q01974	1	0
NR2F1	SDK2	P10589	Q58EX2	1	0
NR2F1	SULF2	P10589	Q8IWU5	1	0
NR2F1	SULT2B1	P10589	O00204	1	0
NR2F1	SYNJ2	P10589	A0A1W2PR85	1	0
NR2F1	TACC2	P10589	B2RWP4	1	0
NR2F1	TNK2	P10589	Q07912	1	0
NR2F1	TOP1MT	P10589	Q969P6	1	0
NR2F1	TPCN1	P10589	B3KSG7	1	0
NR2F1	UBAC1	P10589	A0A140VK64	1	0
NR2F1	UNKL	P10589	Q9H9P5	1	0
NR2F1	ZFYVE28	P10589	Q9HCC9	1	0
NR2F1	ZNF469	P10589	H3BS19	1	0
NR2F2	APOA1	P24468	A0A024R3E3	0	1
NR2F2	APOB	P24468	P04114	1	0
NR2F2	BGLAP	P24468	P02818	1	0
NR2F2	CETP	P24468	A0A0S2Z3F6	1	0
NR2F2	HNF4A	P24468	F1D8T1	0	1
NR2F2	MYH6	P24468	P13533	1	0
NR2F2	OXT	P24468	P01178	1	0
NR2F2	PENK	P24468	A0A024R7V4	1	0
NR2F2	POU5F1	P24468	M1S623	0	1
NR2F2	PPARA	P24468	F1D8S4	1	0
NR2F2	TF	P24468	A0PJA6	1	0
NR2F6	LHCGR	F1D8R3	P22888	0	1
NR2F6	AGPAT3	F1D8R3	Q9NRZ7	0	1
NR2F6	APOB	F1D8R3	P04114	0	1
NR2F6	RAB11FIP4	F1D8R3	Q86YS3	0	1
NR2F6	AFF1	F1D8R3	P51825	0	1
NR2F6	ARHGEF16	F1D8R3	B3KTS4	0	1
NR2F6	ARID5B	F1D8R3	Q14865	0	1
NR2F6	ASPSCR1	F1D8R3	Q9BZE9	0	1
NR2F6	CCDC12	F1D8R3	Q8WUD4	0	1
NR2F6	GPT2	F1D8R3	Q8TD30	0	1
NR2F6	GRAMD4	F1D8R3	Q6IC98	0	1
NR2F6	HIVEP2	F1D8R3	P31629	0	1
NR2F6	IMPA2	F1D8R3	O14732	0	1
NR2F6	KSR1	F1D8R3	Q8IVT5	0	1
NR2F6	LSM4	F1D8R3	U3KQK1	0	1
NR2F6	MVK	F1D8R3	B2RDU6	0	1
NR2F6	MYO18A	F1D8R3	Q92614	0	1
NR2F6	OSBPL10	F1D8R3	Q9BXB5	0	1
NR2F6	PHACTR2	F1D8R3	O75167	0	1
NR2F6	PLCB1	F1D8R3	Q9NQ66	0	1
NR2F6	PLCD3	F1D8R3	Q8N3E9	0	1
NR2F6	PTPRF	F1D8R3	G1UI20	0	1
NR2F6	RAB31	F1D8R3	Q13636	0	1
NR2F6	RBPJ	F1D8R3	Q06330	0	1
NR2F6	RXRA	F1D8R3	Q6P3U7	0	1
NR2F6	SFXN5	F1D8R3	B8ZZJ6	0	1
NR2F6	SPAG9	F1D8R3	O60271	0	1
NR2F6	TRNP1	F1D8R3	Q6NT89	0	1
NR2F6	TTC7A	F1D8R3	Q9ULT0	0	1
NR2F6	VPS54	F1D8R3	Q9P1Q0	0	1
NR3C1	ATF2	F1D8N4	P15336	0	1
NR3C1	ATP1B1	F1D8N4	A3KLL5	0	1
NR3C1	BGLAP	F1D8N4	P02818	0	1
NR3C1	CALD1	F1D8N4	A0A140VKA0	1	0
NR3C1	CDK6	F1D8N4	Q00534	0	1
NR3C1	ETS1	F1D8N4	P14921	0	1
NR3C1	NR1I3	F1D8N4	Q14994	1	0
NR3C1	RLN1	F1D8N4	P04808	1	0
NR3C1	RLN2	F1D8N4	P04090	1	0
NR3C1	SCNN1A	F1D8N4	P37088	1	0
NR4A1	CYP17A1	P22736	P05093	1	0
NR4A1	E2F1	P22736	Q01094	1	0
NR4A1	MDM2	P22736	A0A0A8KB75	0	1
NR4A1	STAR	P22736	P49675	1	0
NR4A1	ADD3	P22736	Q9UEY8	1	0
NR4A1	AKAP13	P22736	A8MYJ1	1	0
NR4A1	ALAS1	P22736	P13196	1	0
NR4A1	AMPD3	P22736	Q01432	1	0
NR4A1	ANXA11	P22736	P50995	1	0
NR4A1	BCOR	P22736	Q6W2J9	1	0
NR4A1	BHLHE40	P22736	O14503	1	0
NR4A1	CACNA1C	P22736	Q13936	1	0
NR4A1	CCDC6	P22736	Q05CP8	1	0
NR4A1	CDKAL1	P22736	Q5VV42	1	0
NR4A1	CHD9	P22736	Q3L8U1	1	0
NR4A1	CREB3L2	P22736	Q70SY1	1	0
NR4A1	CTIF	P22736	O43310	1	0
NR4A1	CUEDC1	P22736	Q9NWM3	1	0
NR4A1	DUSP5	P22736	Q16690	1	0
NR4A1	FHAD1	P22736	B1AJZ9	1	0
NR4A1	FHIT	P22736	A0A024R366	1	0
NR4A1	FOXP1	P22736	Q9H334	1	0
NR4A1	GAS7	P22736	O60861	1	0
NR4A1	LMBR1	P22736	Q8WVP7	1	0
NR4A1	LPAR1	P22736	Q5VZX0	1	0
NR4A1	LPP	P22736	B7ZLW0	1	0
NR4A1	PARVB	P22736	Q9HBI1	1	0
NR4A1	RERE	P22736	A0A024R4E9	1	0
NR4A1	RNF220	P22736	Q5VTB9	1	0
NR4A1	SERPINE1	P22736	A0A024QYT5	1	0
NR4A1	SH3KBP1	P22736	Q96B97	1	0
NR4A1	SIK3	P22736	A1A5A9	1	0
NR4A1	SMAD7	P22736	O15105	1	0
NR4A1	SMAP2	P22736	Q8WU79	1	0
NR4A1	STK40	P22736	Q8N2I9	1	0
NR4A1	TBC1D14	P22736	Q9P2M4	1	0
NR4A1	TG	P22736	P01266	1	0
NR4A1	WBP1L	P22736	Q9NX94	1	0
NR4A1	ZBTB20	P22736	Q9HC78	1	0
NR4A1	ZHX3	P22736	Q9H4I2	1	0
NR4A1	ZMYND8	P22736	Q569J9	1	0
NR5A1	AMH	F1D8R8	P03971	1	0
NR5A1	AMHR2	F1D8R8	Q16671	1	0
NR5A1	CYP11A1	F1D8R8	A0A0S2Z3R3	1	0
NR5A1	CYP17A1	F1D8R8	P05093	1	0
NR5A1	CYP19A1	F1D8R8	A0A024R5S8	1	0
NR5A1	CYP21A2	F1D8R8	P08686	1	0
NR5A1	LHB	F1D8R8	A0A0F7RQE6	0	1
NR5A1	MC2R	F1D8R8	Q01718	1	0
NR5A1	NR0B1	F1D8R8	F1D8P4	1	0
NR5A1	POU5F1	F1D8R8	M1S623	1	0
NR5A1	STAR	F1D8R8	P49675	1	0
NR5A2	ABCG2	O00482	Q9UNQ0	1	0
NR5A2	BMPER	O00482	A0A090N7U6	1	0
NR5A2	C1QTNF6	O00482	A0A024R1J0	1	0
NR5A2	CD276	O00482	Q5ZPR3	1	0
NR5A2	CYP11A1	O00482	A0A0S2Z3R3	1	0
NR5A2	DNM2	O00482	P50570	1	0
NR5A2	F11R	O00482	Q9Y624	1	0
NR5A2	FAM160A1	O00482	Q05DH4	1	0
NR5A2	FGD5	O00482	B7ZM68	1	0
NR5A2	KCNB1	O00482	Q14721	1	0
NR5A2	KRT18	O00482	A0A024RAY2	1	0
NR5A2	MYO10	O00482	Q9HD67	1	0
NR5A2	MYO1B	O00482	B0I1S9	1	0
NR5A2	MYO5C	O00482	Q9NQX4	1	0
NR5A2	PKP4	O00482	Q99569	1	0
NR5A2	PLEKHF1	O00482	Q96S99	1	0
NR5A2	PPM1D	O00482	A0A0S2Z4M2	1	0
NR5A2	PRKCH	O00482	P24723	1	0
NR5A2	RARA	O00482	P10276	1	0
NR5A2	SCNN1B	O00482	B2R812	1	0
NR5A2	SYTL2	O00482	Q9HCH5	1	0
NR5A2	TBC1D30	O00482	Q9Y2I9	1	0
NR5A2	TXNRD1	O00482	Q16881	1	0
NR5A2	VDR	O00482	F1D8P8	1	0
NR5A2	XPNPEP1	O00482	Q9NQW7	1	0
NR5A2	ZMYND8	O00482	Q569J9	1	0
NRF1	CAPNS1	A0A024R770	P04632	1	0
NRF1	FMR1	A0A024R770	Q06787	1	0
NRF1	FXR2	A0A024R770	P51116	1	0
NRF1	PRDX5	A0A024R770	P30044	1	0
NRF1	CRTC1	A0A024R770	Q6UUV9	1	0
NRF1	KDM2A	A0A024R770	Q9Y2K7	1	0
NRF1	OTUD5	A0A024R770	Q96G74	1	0
NRF1	ACIN1	A0A024R770	Q9UKV3	1	0
NRF1	ARMC6	A0A024R770	Q6NXE6	1	0
NRF1	ARRDC3	A0A024R770	Q96B67	1	0
NRF1	B9D1	A0A024R770	B4DEW0	1	0
NRF1	BRF1	A0A024R770	Q92994	1	0
NRF1	CBX5	A0A024R770	P45973	1	0
NRF1	CIC	A0A024R770	Q96RK0	1	0
NRF1	CLASP1	A0A024R770	Q7Z460	1	0
NRF1	DEDD2	A0A024R770	Q8WXF8	1	0
NRF1	DGKQ	A0A024R770	A0A140VKC1	1	0
NRF1	DIDO1	A0A024R770	Q9BTC0	1	0
NRF1	EHMT1	A0A024R770	Q9H9B1	1	0
NRF1	EIF4ENIF1	A0A024R770	A0A024R1K0	1	0
NRF1	FADS1	A0A024R770	A0A0A0MR51	1	0
NRF1	FADS2	A0A024R770	O95864	1	0
NRF1	FAM222B	A0A024R770	A0A024QZ60	1	0
NRF1	FBXL15	A0A024R770	Q9H469	1	0
NRF1	GRK5	A0A024R770	P34947	1	0
NRF1	GTF2I	A0A024R770	A8K9W7	1	0
NRF1	HIRA	A0A024R770	P54198	1	0
NRF1	ING1	A0A024R770	Q9UK53	1	0
NRF1	ITGAE	A0A024R770	P38570	1	0
NRF1	KCTD2	A0A024R770	Q14681	1	0
NRF1	KIAA2026	A0A024R770	Q5HYC2	1	0
NRF1	LIG4	A0A024R770	A0A024RE06	1	0
NRF1	LUC7L2	A0A024R770	Q9Y383	1	0
NRF1	MAFG	A0A024R770	A0A024R8X1	1	0
NRF1	MEPCE	A0A024R770	Q7L2J0	1	0
NRF1	MIB1	A0A024R770	Q86YT6	1	0
NRF1	MIB2	A0A024R770	Q96AX9	1	0
NRF1	MRPL34	A0A024R770	A0A024R7J4	1	0
NRF1	MRPL36	A0A024R770	Q9P0J6	1	0
NRF1	MYL5	A0A024R770	Q02045	1	0
NRF1	NADK	A0A024R770	A0A024R058	1	0
NRF1	NARF	A0A024R770	Q9UHQ1	1	0
NRF1	NELFA	A0A024R770	A0A0C4DFX9	1	0
NRF1	PACS2	A0A024R770	Q86VP3	1	0
NRF1	PAICS	A0A024R770	A0A024RD93	1	0
NRF1	PCIF1	A0A024R770	Q9H4Z3	1	0
NRF1	PER1	A0A024R770	O15534	1	0
NRF1	PKIB	A0A024R770	Q9C010	1	0
NRF1	PKMYT1	A0A024R770	Q99640	1	0
NRF1	POLR2B	A0A024R770	B4DH29	1	0
NRF1	PPAT	A0A024R770	A8K4H7	1	0
NRF1	PSD	A0A024R770	A5PKW4	1	0
NRF1	PTTG1IP	A0A024R770	B4DPZ0	1	0
NRF1	SERP1	A0A024R770	Q9Y6X1	1	0
NRF1	SF1	A0A024R770	Q15637	1	0
NRF1	SIN3A	A0A024R770	Q96ST3	1	0
NRF1	SIX5	A0A024R770	Q8N196	1	0
NRF1	SOS1	A0A024R770	Q07889	1	0
NRF1	SSH2	A0A024R770	B4DK64	1	0
NRF1	SUGP2	A0A024R770	Q8IX01	1	0
NRF1	TBCB	A0A024R770	Q99426	1	0
NRF1	TCAIM	A0A024R770	A0A024R2R9	1	0
