,B.cell_control,CTL_control,MC_control,MoD.Ma_control,moDC_control,NKT_control,NKT.p_control,nrMa_control,pDC_control,rMa_control,Treg_control
CCDC113,1.4835410151091604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.9425289323617845,NaN
GINS3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0579832751281777,NaN,NaN,2.2060957962347967
NDRG4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SETD6,2.4272306015907907,4.277359013060579,NaN,NaN,NaN,NaN,2.349110473986324,NaN,NaN,NaN,5.003347324148066
CNOT1,6.199513250098792,7.117075988039657,NaN,5.432308065261825,NaN,NaN,7.50164317989553,6.873050866009793,NaN,4.840785484616135,6.186924304200326
SLC38A7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9188512900057564,NaN,NaN,NaN
GOT2,NaN,4.191170147857812,NaN,NaN,NaN,NaN,6.408465963479633,3.138097657691962,NaN,0.9664325159347108,4.3210703785836335
RP11-21L1.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CDH5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LINC00920,3.644794246452756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3728788108652283
BEAN1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AC132186.1,NaN,2.914412182941062,NaN,NaN,NaN,NaN,NaN,3.0086357989366155,NaN,NaN,NaN
TK2,NaN,5.417152644526426,4.488884201458341,5.456088442728701,NaN,NaN,4.465081312267824,5.826849263920149,NaN,NaN,5.045021412108196
RP11-403P17.3,4.2343294769637385,NaN,4.366942706528799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3179661287349407
Y-RNA.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CKLF,6.368846855862336,8.590948472571883,8.885365715122806,8.036273050899906,10.868173488035662,NaN,6.654630345580844,7.2178214338617,NaN,8.569363910843185,8.397197224343271
CMTM1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CMTM2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CMTM3,4.37553399059688,6.446690374455277,6.744646670879834,4.408129129936669,NaN,NaN,3.121003210239777,6.0227726906024515,5.726997425074969,5.46148634350973,7.125698331406771
CMTM4,NaN,2.504714170629035,NaN,5.626361810315451,NaN,NaN,1.3491104739863211,NaN,NaN,NaN,NaN
DYNC1LI2,5.207686259899866,6.965993664144308,6.1924475858692745,7.091963666603075,NaN,NaN,7.210643385838974,4.385909299587504,NaN,3.69758131601896,7.264179858851638
RP11-63M22.2,NaN,2.799470536772153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.278723596322195
CCDC79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NAE1,4.4183076057829735,4.28843993444968,NaN,5.456088442728701,NaN,8.671825305633394,3.69220380971645,4.602353933617795,NaN,4.056011180520447,5.956428182256754
PDP2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2060957962347967
RP11-61A14.3,2.3211204117946287,5.1607183224817925,NaN,NaN,NaN,NaN,NaN,1.0579832751281777,NaN,NaN,4.480439766773252
RRAD,4.493537493625686,4.068800609184223,NaN,NaN,NaN,NaN,NaN,1.0046442892385439,NaN,NaN,NaN
FAM96B,6.279350731022333,6.6920432764997155,8.593087503282254,6.138074758054202,NaN,NaN,8.077399177124661,6.699301932941724,NaN,7.734381173898665,7.001174891150983
CES2,3.1093712065329195,3.7197563041339814,NaN,NaN,NaN,NaN,NaN,1.0046442892385439,NaN,NaN,3.8077182092017074
CES3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CES4A,3.484517638762552,NaN,4.366942706528799,NaN,NaN,NaN,NaN,1.0046442892385439,NaN,NaN,2.3728788108652283
CBFB,4.388991056816705,5.4879128146560525,5.429201434433086,NaN,NaN,NaN,5.186502445984393,5.422816288129216,5.726997425074969,3.9129024697334183,5.233363133559557
C16orf70,3.074997144451272,4.596995565739952,NaN,NaN,NaN,NaN,NaN,4.8511818000417515,NaN,5.043103084595351,4.168382143030689
B3GNT9,NaN,NaN,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,NaN
TRADD,3.9835511530047687,3.9977245064949902,NaN,NaN,NaN,NaN,-0.10067226176975268,3.5795871727925386,NaN,4.640704017674075,4.1054505239381545
FBXL8,3.0312084970509696,NaN,NaN,NaN,NaN,NaN,1.799148802812601,NaN,NaN,NaN,4.260369426895077
HSF4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NOL3,NaN,NaN,NaN,NaN,NaN,NaN,3.606451091354122,NaN,NaN,NaN,3.0616615078897937
KIAA0895L,2.9705485277544845,NaN,NaN,NaN,NaN,NaN,1.3491104739863211,3.0086357989366155,NaN,4.143398433441974,NaN
EXOC3L1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
E2F4,5.500600473288545,4.983271136940455,6.374386923623364,5.035520039427065,NaN,8.916153516937488,NaN,5.798311777163217,NaN,2.812263169250197,4.983824167432356
ELMO3,NaN,NaN,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,7.126630897272264,NaN,NaN
LRRC29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9664325159347108,NaN
TMEM208,4.668605104853843,5.217952407997291,NaN,4.035520039427065,NaN,NaN,1.3491104739863211,4.8903143226742065,7.5902799519119535,NaN,5.9326408580910455
FHOD1,NaN,3.6193755828486878,8.018330317375124,NaN,NaN,NaN,NaN,5.100377307699187,NaN,0.9664325159347108,2.1972691044678423
PLEKHG4,NaN,3.816894288964841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KCTD19,3.6986084819527534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LRRC36,NaN,2.956795501434832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TPPP3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.594512731699078,NaN,2.2895450895757077,NaN
ZDHHC1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2794028197494436,NaN,NaN,NaN
HSD11B2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ATP6V0D1,5.373632080816023,6.424398507527729,7.691913869858948,4.408129129936669,NaN,NaN,7.322448660118609,8.102696796299059,7.5902799519119535,7.48781080451875,5.971768205351192
FAM65A,5.008447352870152,3.4429267945374384,5.9618223185096655,NaN,NaN,NaN,0.8993277382302456,4.196241463981643,5.726997425074969,NaN,4.206211096537826
CTD-2012K14.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CTD-2012K14.6,3.9705485277544863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5099639195771624
CTD-2012K14.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CTCF,6.3657003526925156,6.829577812079051,NaN,5.261075573280103,10.868173488035662,NaN,2.4012376757942535,1.1754488219163417,NaN,3.4773011167596066,6.251760220368565
RLTPR,3.387992940071727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.479458883118335
ACD,2.9705485277544845,3.1554921686047,NaN,NaN,NaN,NaN,5.231941896706954,1.0046442892385439,NaN,4.0880400347130825,NaN
PARD6A,NaN,2.116035167379691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENKD1,2.9705485277544845,NaN,NaN,NaN,NaN,NaN,NaN,6.110591876702933,NaN,NaN,NaN
C16orf86,NaN,NaN,4.366942706528799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GFOD2,3.328255388926923,4.5843001752656,4.488884201458341,NaN,NaN,NaN,NaN,NaN,NaN,3.0632858406871053,4.700669787978994
RANBP10,NaN,3.0978878206694325,NaN,NaN,NaN,NaN,2.121003210239777,1.0579832751281777,NaN,NaN,2.711511497738458
TSNAXIP1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CENPT,2.6815848128814967,5.268705598473284,4.366942706528799,4.456088442728701,NaN,NaN,4.7893817191485715,1.8865181883764353,NaN,2.2064952687670143,2.897650930711056
THAP11,3.9601512740497675,5.7300215947512125,5.429201434433086,5.626361810315451,NaN,NaN,5.783272883499869,NaN,5.726997425074969,6.114832083539018,4.278873032355555
NUTF2,2.8995036866297466,4.114912297703592,4.366942706528799,NaN,NaN,8.916153516937488,6.417749940250914,5.073738760281037,5.726997425074969,2.9608057484156696,4.826117526853524
EDC4,NaN,3.757823928045029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PSKH1,NaN,NaN,5.9618223185096655,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,4.946527165981004,2.3179661287349407
CTRL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2064952687670143,NaN
CTC-479C5.12,3.378685306884112,3.198312567649272,4.488884201458341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1797760976958735
PSMB10,4.94970918815794,5.152917919938935,6.0343337733695,NaN,NaN,NaN,4.773975167116565,6.82069197155565,NaN,5.183561872285287,5.382645834200045
LCAT,NaN,2.970299765784581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SLC12A4,NaN,NaN,4.366942706528799,NaN,NaN,NaN,NaN,2.569581973067152,NaN,NaN,2.1972691044678423
DPEP2,4.2343294769637385,NaN,NaN,NaN,NaN,NaN,NaN,3.0061880665663527,NaN,2.2064952687670143,NaN
DUS2,5.174048085351516,2.1726687293877407,4.366942706528799,NaN,NaN,NaN,2.121003210239777,NaN,NaN,2.2064952687670143,3.417501802285859
DDX28,3.1093712065329195,4.0101843954615894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NFATC3,5.4484054750600555,7.323440551656739,7.3030061131353765,NaN,NaN,NaN,0.8993277382302456,4.4543940116585725,7.126630897272264,2.2064952687670143,7.464579846370062
RP11-96D1.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESRP2,3.074997144451272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PLA2G15,3.600673972679178,NaN,NaN,NaN,NaN,NaN,-0.10067226176975268,3.869810966486467,5.726997425074969,1.9042780777266748,NaN
SLC7A6,4.96454203992816,5.445304594825434,NaN,NaN,NaN,NaN,-0.10067226176975268,2.296619295854295,8.126630897272264,NaN,5.689385298208048
SLC7A6OS,5.495171402597069,5.379019587089875,NaN,NaN,NaN,8.916153516937488,5.084959985004549,4.4383968065135715,8.126630897272264,0.9664325159347108,5.232227781272493
PRMT7,2.7006326526222972,3.3807647641941982,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,7.5902799519119535,NaN,5.457563358379718
SMPD3,NaN,4.328378265171547,NaN,NaN,NaN,NaN,NaN,NaN,8.837752435638468,NaN,NaN
ZFP90,2.7289855565743775,5.413518864255904,7.062225013953552,NaN,NaN,NaN,4.851550274842826,3.8842425449795477,NaN,NaN,5.438494464025855
CDH3,NaN,NaN,NaN,NaN,NaN,NaN,3.7128899182665847,NaN,NaN,NaN,NaN
CDH1,NaN,3.6510877590058053,NaN,NaN,NaN,NaN,6.663429651504829,NaN,NaN,NaN,NaN
TANGO6,2.9705485277544845,3.1781428701787604,4.488884201458341,NaN,NaN,NaN,NaN,2.7908872116559316,NaN,NaN,NaN
HAS3,NaN,NaN,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,NaN
CHTF8,4.901833146775206,4.377879423136294,6.820277219358362,4.408129129936669,NaN,NaN,2.048740466838966,6.139104830653972,NaN,4.3750406927927505,4.620216656270093
CIRH1A,5.662063437285372,4.7470259723947565,5.429201434433086,NaN,NaN,NaN,-0.10067226176975268,1.0046442892385439,NaN,NaN,2.2060957962347967
SNTB2,3.9616071807330946,6.665116291701453,NaN,NaN,NaN,NaN,NaN,3.7890809789108655,NaN,NaN,5.7995124924849915
VPS4A,4.963365574953912,5.000413750605107,4.488884201458341,NaN,10.868173488035662,NaN,5.181432605391433,3.4875566622474454,NaN,4.244948349211721,6.376852872521858
COG8,4.9737889267835005,5.821198744579348,NaN,NaN,NaN,NaN,5.446383950270892,NaN,NaN,3.5910925325651575,2.2060957962347967
PDF,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NIP7,4.663824286598845,5.1918330311082705,NaN,4.035520039427065,NaN,NaN,NaN,3.2348329884962244,NaN,3.745950928715545,6.294567817629107
TERF2,4.838616781577687,5.516581517727172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.442876392016602
CYB5B,5.880735807753118,5.102714644868335,4.488884201458341,6.68965586095418,NaN,NaN,5.093270822081495,4.5311332994150035,NaN,3.5910925325651575,6.39727611521384
NFAT5,7.3964524625222,7.164439891787518,6.0343337733695,7.5576794002807555,NaN,NaN,5.120726784685689,6.553285525994103,5.726997425074969,3.8999752208027085,7.53854701056558
NQO1,NaN,2.9843882526899383,NaN,NaN,NaN,NaN,6.159174899585059,1.296619295854298,NaN,NaN,2.897650930711056
CTD-2033A16.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0046442892385439,NaN,NaN,NaN
NOB1,5.322174311165246,3.139456755843655,NaN,NaN,NaN,NaN,6.463467150843788,3.041937311776214,NaN,NaN,2.2060957962347967
WWP2,4.196046026772161,5.012631003581737,NaN,NaN,NaN,NaN,2.799148802812599,4.2805221497143995,NaN,NaN,5.090287019257392
CLEC18A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1754488219163417,NaN,NaN,NaN
PDPR,3.644282723667383,5.53810278426647,NaN,NaN,NaN,NaN,NaN,1.0046442892385439,NaN,NaN,3.766025719432826
CLEC18C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
EXOSC6,4.160817750009623,5.490870661250544,5.9618223185096655,NaN,NaN,NaN,6.3722017844680225,NaN,NaN,5.955899695730242,4.470358707000551
AARS,NaN,3.385082950157939,4.366942706528799,NaN,NaN,NaN,5.7968638324813195,3.6230181378378723,NaN,NaN,2.1786326443262816
DDX19B,6.226918344077571,5.79598761814114,NaN,4.456088442728701,NaN,NaN,5.629002186694997,2.7161912950614395,NaN,NaN,4.654202835885608
DDX19A,5.08045676317017,6.16811587573649,NaN,NaN,NaN,NaN,5.996488974435872,2.031560272719405,NaN,3.391434815914616,3.20168920077014
ST3GAL2,NaN,4.289486253198515,NaN,NaN,NaN,NaN,-0.10067226176975268,4.062562128698281,NaN,NaN,5.051136833358993
FUK,4.43588279464771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9664325159347108,2.711511497738458
COG4,3.644794246452756,5.819766112964752,NaN,NaN,NaN,NaN,5.992642152118893,3.51093192494346,NaN,2.2064952687670143,3.0316216594624485
SF3B3,5.276891847327444,6.028546794303121,5.429201434433086,NaN,NaN,NaN,5.044764275733455,4.708768869635049,NaN,5.901880875945137,5.044219692502472
RP11-49C24.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IL34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MTSS1L,3.074997144451272,NaN,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,2.2060957962347967
VAC14,3.49915716462059,4.149701591618751,NaN,NaN,NaN,NaN,4.283268792160477,4.089912310008881,NaN,NaN,NaN
RP11-394B2.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VAC14-AS1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HYDIN,3.644794246452756,NaN,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,0.9664325159347108,NaN
CMTR2,5.583552482591529,6.023954502095726,6.405691908326567,NaN,NaN,NaN,-0.10067226176975268,2.9900938507165353,NaN,3.0914514121333583,5.997351892736667
CALB2,NaN,NaN,6.156092635306795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ZNF23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-510M2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ZNF19,2.3211204117946287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CHST4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MARVELD3,NaN,NaN,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,NaN
PHLPP2,3.387992940071727,2.165402036358708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.110685721485423
AP1G1,6.250772769131445,6.641828276272704,4.488884201458341,5.432308065261825,NaN,NaN,7.029012275703904,4.788792298364938,NaN,0.9664325159347108,5.5917364987693166
ATXN1L,3.644794246452756,4.35834797091933,4.488884201458341,5.261075573280103,NaN,NaN,-0.10067226176975268,NaN,7.126630897272264,2.2064952687670143,2.1972691044678423
IST1,6.0815769962755715,6.264052845647448,NaN,7.024675330082041,NaN,NaN,3.0853242347619583,4.654684169333658,7.940607694894714,4.5592673843133555,6.391052004183469
ZNF821,5.212688283593885,NaN,6.694829244856805,NaN,NaN,NaN,4.064897814879965,2.5300098617789275,NaN,NaN,NaN
RP11-498D10.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-498D10.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DHODH,NaN,3.383859325363283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.773464785786104
TXNL4B,NaN,NaN,NaN,NaN,NaN,NaN,2.121003210239777,3.8373466522625335,NaN,NaN,4.205373442563811
HP,2.4272306015907907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DHX38,6.116425682794565,6.507119785139795,6.405691908326567,NaN,NaN,NaN,2.969032867241683,4.839786043342271,NaN,NaN,4.816660670849628
AC004158.2,NaN,NaN,NaN,NaN,NaN,NaN,2.121003210239777,NaN,NaN,NaN,NaN
ZFHX3,NaN,NaN,NaN,4.456088442728701,NaN,NaN,5.028394668674739,6.59654244753702,NaN,2.543887772619839,4.1468506513812695
RP5-991G20.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-346C20.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-346C20.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AC009120.4,NaN,NaN,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,NaN
AC009120.10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PSMD7,5.955220329244568,5.834639970294127,6.073846702179497,6.683132466066373,NaN,NaN,6.864250069083739,6.676631230661385,NaN,5.373107738184979,6.256621934910296
AC009120.6,NaN,2.1726687293877407,NaN,NaN,NaN,NaN,2.121003210239777,NaN,NaN,NaN,NaN
AC009120.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-252A24.3,NaN,3.7533707861888543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0270868234812216
NPIPB15,NaN,NaN,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,NaN
CLEC18B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-252A24.7,2.7006326526222972,6.015083339670404,NaN,NaN,NaN,NaN,NaN,3.529152189071966,NaN,NaN,2.2060957962347967
GLG1,5.720517189461589,5.905257098857752,NaN,4.035520039427065,NaN,NaN,4.916519054224235,5.908723962793252,7.126630897272264,2.031691268725242,6.345730335801675
RFWD3,4.750830098364617,4.713316104206196,4.488884201458341,NaN,NaN,NaN,5.989054063984934,3.340569347999323,NaN,NaN,4.789123665421643
MLKL,4.54035875598368,5.300266126707425,5.663318997329682,NaN,NaN,NaN,NaN,5.271727799176712,NaN,NaN,NaN
FA2H,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
WDR59,3.3211204117946287,3.6836869748775256,NaN,NaN,NaN,NaN,NaN,2.1665026631401663,7.126630897272264,NaN,6.161504614911185
ZNRF1,1.4835410151091604,5.762988540627571,4.488884201458341,4.456088442728701,NaN,NaN,NaN,3.2565540370920036,NaN,3.7071574130060703,6.9488520034743395
RP11-252E2.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1797760976958735
LDHD,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ZFP1,NaN,NaN,6.366942706528801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BCAR1,NaN,NaN,5.663318997329682,NaN,NaN,NaN,NaN,6.110591876702933,NaN,NaN,NaN
CFDP1,5.810578300513226,5.677025904998503,4.488884201458341,5.432308065261825,NaN,NaN,6.839824632825263,4.26222182562883,5.726997425074969,7.899827299228926,6.577031386371499
TMEM170A,5.695685102963192,5.052427270403552,NaN,5.456088442728701,NaN,NaN,NaN,4.732121511415024,5.726997425074969,5.223733474455522,5.485207550080023
CHST6,NaN,NaN,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,NaN
TMEM231,NaN,NaN,NaN,NaN,NaN,NaN,1.3491104739863211,NaN,NaN,3.543887772619844,NaN
GABARAPL2,6.2023941199127,5.820108582150184,7.85465835759865,7.837955253117214,NaN,NaN,6.454024502009791,7.887244263158304,6.726997425074977,7.4789416131188045,6.661672098651014
ADAT1,4.404975935757714,4.918180153686241,NaN,NaN,NaN,NaN,5.801930235427686,6.064063150667405,NaN,4.007030268535922,3.639264912798419
KARS,5.606228354049621,5.899223196854549,5.951905207249958,4.408129129936669,NaN,NaN,6.630612891645641,4.972305615322295,5.726997425074969,5.734740295278867,4.33549282326419
TERF2IP,7.216068285443873,7.515295671827147,7.964987881531311,6.3492307630087135,NaN,NaN,5.174318134999158,7.099558062101634,7.5902799519119535,4.81229447197103,7.4532134114312125
MON1B,6.1965899259140205,6.3139704354009165,4.488884201458341,4.456088442728701,NaN,NaN,3.5075464562140954,3.392943318319409,7.126630897272264,1.9042780777266748,6.1441193057620715
SYCE1L,NaN,3.6232704712568067,4.366942706528799,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,NaN
NUDT7,NaN,2.165402036358708,NaN,NaN,NaN,NaN,5.089193670443945,NaN,NaN,NaN,NaN
WWOX,NaN,3.996091524051685,NaN,NaN,NaN,NaN,NaN,3.258507854303479,NaN,NaN,NaN
RP11-264L1.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAF,NaN,6.396958581576287,NaN,NaN,NaN,NaN,NaN,3.9733298600922566,NaN,NaN,8.550950776359963
DYNLRB2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CDYL2,NaN,4.425403214666886,4.366942706528799,NaN,NaN,NaN,NaN,4.766229715656712,NaN,NaN,2.2060957962347967
CMC2,4.206442759061417,5.330764497212762,6.551004028276354,5.879256429505168,NaN,NaN,5.812612758008349,4.871277631357805,NaN,4.218829674379148,6.2818543808935825
CENPN,NaN,2.1726687293877407,NaN,NaN,NaN,NaN,6.013126924787476,NaN,NaN,2.543887772619839,2.711511497738458
ATMIN,NaN,4.054043341762823,NaN,NaN,NaN,NaN,3.121003210239777,3.8700826206897694,NaN,4.946527165981004,5.055683872162886
C16orf46,NaN,3.4700891220380123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-303E16.5,NaN,2.6330763510214825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-303E16.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-303E16.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GCSH,NaN,3.9109680797169233,6.374386923623364,NaN,NaN,NaN,5.4268738737849285,NaN,NaN,5.014255889735309,4.420997703872272
BCMO1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-55K13.1,NaN,2.504714170629035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.141398282076642
GAN,4.404380890760576,5.76907184243941,NaN,NaN,NaN,NaN,4.613603703085593,2.928791377101145,NaN,3.706700151308533,4.4024735930535215
CMIP,6.007773897478729,6.406073335414142,5.9618223185096655,6.142184165269,NaN,NaN,2.349110473986324,6.799246774256024,NaN,4.346380420961085,6.484308662761265
RP11-960L18.1,4.529902336778833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PLCG2,6.329551607925033,3.957539434531169,4.366942706528799,4.456088442728701,NaN,NaN,NaN,4.387585676736543,5.726997425074969,NaN,NaN
7SK.2,7.203151703253741,6.8494110999079485,4.488884201458341,7.356885777746982,NaN,NaN,5.1311921174164565,6.093923564611449,8.126630897272264,6.1721042282027865,7.6424300575820014
SDR42E1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.639264912798419
HSD17B2,NaN,NaN,NaN,NaN,NaN,NaN,3.121003210239777,NaN,NaN,NaN,NaN
RP11-510J16.5,NaN,NaN,NaN,NaN,NaN,NaN,4.455075491982582,NaN,NaN,NaN,NaN
MPHOSPH6,1.4835410151091604,4.609393631478282,NaN,4.456088442728701,NaN,NaN,5.96145518233482,6.392105053197803,NaN,2.2895450895757077,5.100916568391696
CDH13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-483P21.2,2.837325900515159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-483P21.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSBP1,6.121618462748883,5.44433210270538,8.393853627084823,7.149495187185354,NaN,NaN,8.925114307757434,7.27976246516775,5.726997425074969,6.637225463330776,4.758911581474795
MLYCD,3.074997144451272,4.404531520992454,5.429201434433086,NaN,NaN,NaN,3.9169287839681473,3.0086357989366155,7.126630897272264,0.9664325159347108,4.255674928038999
RP11-505K9.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OSGIN1,2.837325900515159,NaN,4.488884201458341,NaN,NaN,NaN,NaN,1.0579832751281777,NaN,2.2064952687670143,NaN
SLC38A8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MBTPS1,6.893217768663455,6.66539542952839,5.429201434433086,NaN,NaN,NaN,5.6958135755684625,3.953919824674611,8.590279951911958,NaN,6.688234359517683
RP11-505K9.1,NaN,2.4611638922585346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSDL1,NaN,3.7369451332063863,6.374386923623364,NaN,NaN,NaN,4.546110568136204,3.4256712401049714,8.126630897272264,0.9664325159347108,3.960686921117269
DNAAF1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.567925373552208,NaN,NaN,3.0616615078897937
