,B.cell_control,CTL_control,MC_control,MoD.Ma_control,moDC_control,NKT_control,NKT.p_control,nrMa_control,pDC_control,rMa_control,Treg_control
RP11-264B17.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1665026631401663,NaN,NaN,3.301941583108804
SPNS1,4.669687328503424,5.0934184118682495,6.429201434433088,5.261075573280103,NaN,NaN,1.799148802812601,5.790805315599017,NaN,2.5102576607836586,5.473505745272522
LAT,2.7289855565743775,7.605153543036115,8.212323203862894,NaN,NaN,NaN,NaN,NaN,6.726997425074977,NaN,7.727332829191788
RP11-426C22.5,NaN,2.4774620935212677,NaN,4.456088442728701,NaN,NaN,NaN,3.0479844087698114,NaN,NaN,2.711511497738458
SNX29P2,7.710950912120646,6.524191818155419,NaN,4.456088442728701,NaN,NaN,-0.10067226176975268,4.137339297977093,8.377001586644182,0.9664325159347108,5.270951316627412
NPIPB11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-345J4.5,5.258515026608333,3.771005889283581,4.366942706528799,NaN,NaN,NaN,6.479051710496769,4.697870556320987,5.726997425074969,1.094125419379523,5.7188667826730155
SLX1B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SPN,NaN,7.926682390003849,7.885041447331673,6.039931736701413,NaN,NaN,NaN,5.916858567891271,8.776051502872265,6.234601043089887,7.9638854744066245
QPRT,NaN,3.139456755843655,5.3669427065288025,NaN,NaN,NaN,NaN,NaN,6.726997425074977,2.853814023303728,NaN
C16orf54,4.956106538255556,6.617063529158528,5.9618223185096655,NaN,NaN,NaN,NaN,NaN,5.726997425074969,0.9664325159347108,6.552962097192119
AC009133.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KIF22,2.2986159586599104,5.7876490433415375,4.488884201458341,NaN,NaN,NaN,6.49619242127563,3.969509030094335,NaN,4.037190785780446,5.516340442880066
MAZ,5.868641527645473,6.948356895298881,5.993708106090753,6.702436870223323,NaN,NaN,6.944305924865832,6.458751459094198,7.5902799519119535,4.999997929970492,7.370173660963736
AC009133.14,NaN,2.970299765784581,4.488884201458341,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,3.639264912798419
AC009133.20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PRRT2,2.3211204117946287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PAGR1,NaN,NaN,NaN,NaN,NaN,NaN,-0.10067226176975268,2.1665026631401663,NaN,NaN,NaN
AC009133.12,NaN,3.064193292758718,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,5.726997425074969,NaN,NaN
MVP,5.073376475372813,6.199527244788149,4.366942706528799,6.767875531578996,NaN,NaN,7.24781103040276,6.111975528500193,5.726997425074969,4.831315755769578,4.59584000720956
CDIPT,4.484746375180317,4.6415531264257694,NaN,NaN,NaN,NaN,6.349816470068862,2.3866959388060818,NaN,1.9042780777266748,4.564240456989644
SEZ6L2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ASPHD1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KCTD13,2.2986159586599104,5.052592706532788,NaN,NaN,NaN,8.916153516937488,0.8993277382302456,4.223311059463947,NaN,NaN,4.6442236493082305
TMEM219,5.853308729534107,6.096610575011403,6.97785330114854,NaN,NaN,NaN,5.43048971216398,6.39942775998028,NaN,8.407698779523615,5.48525868815458
TAOK2,4.984281901180848,3.506094340225949,NaN,NaN,NaN,NaN,4.512662579636417,4.4696078421774645,NaN,NaN,5.344790780651457
HIRIP3,2.7289855565743775,2.2235085371218193,6.429201434433088,NaN,NaN,NaN,3.121003210239777,NaN,5.726997425074969,NaN,6.1838122384021394
INO80E,NaN,3.997605783203518,5.429201434433086,NaN,NaN,NaN,1.484290238951402,3.9692658806093504,NaN,NaN,4.684518129166434
DOC2A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9042780777266748,NaN
FAM57B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ALDOA,7.879918435699533,7.48154763741358,8.376765817597475,8.146429819837278,NaN,NaN,9.051337979734834,9.490716254998182,5.726997425074969,8.096354164409277,7.383412255408063
PPP4C,5.894283124438781,6.136452443312886,NaN,5.77470054033081,NaN,NaN,6.486565463727697,6.706881440377826,8.126630897272264,7.024954207458918,6.427140963802787
TBX6,NaN,NaN,5.951905207249958,NaN,NaN,NaN,1.3491104739863211,NaN,NaN,NaN,3.0316216594624485
YPEL3,7.320067065499967,6.651216061753706,7.3030061131353765,NaN,NaN,8.916153516937488,6.704513093715513,8.40381888681835,7.3119599257961285,5.507880368456523,7.087414151157524
RP11-455F5.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6884643341647352,NaN,NaN,NaN
GDPD3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2064952687670143,NaN
RP11-455F5.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MAPK3,NaN,2.4665761938054005,NaN,NaN,NaN,NaN,6.0775476519724565,1.0579832751281777,NaN,1.966432515934711,3.788122062663328
CORO1A,9.585675690899063,9.238453728656397,5.429201434433086,7.721227980553631,10.868173488035662,8.671825305633394,3.826662735228031,7.96256278737239,7.726997425074971,8.614480572826437,9.476809461514216
RP11-455F5.5,3.484517638762552,3.3241156107097893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6296347019488704
BOLA2B,4.17798275608858,NaN,NaN,NaN,NaN,NaN,5.262687898753741,NaN,NaN,2.2064952687670143,5.114123181080553
SLX1A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SULT1A3,4.234714259330898,3.742848253843154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-347C12.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-347C12.1,NaN,2.7197563041339836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9664325159347108,3.51618568789118
CD2BP2,5.668784565519025,5.971016505324564,4.366942706528799,5.626361810315451,NaN,NaN,4.651296791258683,7.31524196012971,NaN,3.706700151308533,4.879175696640972
TBC1D10B,2.7006326526222972,5.554583939297163,NaN,5.626361810315451,NaN,NaN,5.824969837743103,5.431803182056325,7.126630897272264,3.2592422436473583,4.887934334725133
MYLPF,NaN,2.1726687293877407,NaN,NaN,NaN,NaN,1.3491104739863211,NaN,NaN,1.094125419379523,NaN
ZNF48,2.7289855565743775,3.3856388002387057,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,2.458822208711306
SEPT1,6.039294899121266,6.685134217408895,NaN,NaN,NaN,NaN,NaN,3.0852456808370983,NaN,3.745950928715545,7.656231087538211
ZNF771,2.9269311232612716,NaN,NaN,NaN,NaN,NaN,2.121003210239777,NaN,NaN,0.9664325159347108,NaN
DCTPP1,4.31720236120468,3.408852552741716,4.366942706528799,NaN,NaN,NaN,-0.10067226176975268,3.5957802469571702,NaN,6.160017029089125,4.638108073897726
SEPHS2,4.628509503074973,5.117244271815152,5.3669427065288025,NaN,NaN,8.916153516937488,NaN,3.624412197148152,5.726997425074969,3.926166846039273,3.301941583108804
ITGAL,7.107388821878964,7.479332391333257,5.9618223185096655,4.456088442728701,NaN,NaN,NaN,5.373682100814187,NaN,2.2895450895757077,7.116511390423615
ZNF768,NaN,NaN,6.551004028276354,NaN,NaN,NaN,NaN,2.881581796575452,7.126630897272264,2.2895450895757077,3.7823473959544094
ZNF747,4.205864937694109,2.956795501434832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.158171761489455,5.303316919458898
AC002310.12,NaN,2.116035167379691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.70403708080097
ZNF764,NaN,4.192180183438169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2064952687670143,4.8302886150373086
ZNF688,NaN,4.916933029942736,NaN,NaN,NaN,NaN,2.929335453967436,3.3655052611331064,NaN,4.40875739253652,5.255017462639931
AC002310.7,3.49915716462059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ZNF785,4.242124807953805,2.7197563041339836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ZNF689,2.2986159586599104,4.441039599412131,4.366942706528799,NaN,NaN,NaN,NaN,2.960178982513235,NaN,3.206495268767016,3.129860210407711
PRR14,3.600673972679178,3.3856388002387057,NaN,NaN,NaN,NaN,5.532070575228783,NaN,5.726997425074969,3.450467125186698,3.839880775540628
FBRS,7.323826705059658,5.753167028062642,5.3669427065288025,5.261075573280103,NaN,8.671825305633394,NaN,5.045890405759474,NaN,2.999430849530817,6.194572123370269
RP11-146F11.1,1.4835410151091604,2.2235085371218193,5.9618223185096655,5.456088442728701,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SRCAP,5.664458537916031,5.767449927294062,NaN,NaN,NaN,NaN,3.6138685075891823,4.327751002017701,7.126630897272264,2.715790029976403,6.19806836320116
PHKG2,4.285981289284453,4.621117988621586,5.429201434433086,NaN,NaN,NaN,2.3419983461758305,3.508939411535266,5.726997425074969,5.1788042082386605,4.167621648420165
C16orf93,3.1093712065329195,5.187790881107763,4.488884201458341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RNF40,4.552328364243568,4.1701992945176345,NaN,NaN,NaN,NaN,5.788731289314888,3.310795769323642,NaN,NaN,2.458822208711306
ZNF629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1665026631401663,NaN,NaN,NaN
BCL7C,5.187795111101861,5.972941096478015,6.0343337733695,4.035520039427065,NaN,NaN,6.511567325002451,4.8511598578095425,7.126630897272264,6.979866702129883,6.380007975797948
MIR4519,3.98716604672563,NaN,NaN,NaN,NaN,NaN,2.121003210239777,2.9511723469247038,NaN,NaN,2.1972691044678423
CTF1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FBXL19-AS1,NaN,NaN,NaN,NaN,NaN,NaN,1.3491104739863211,NaN,NaN,NaN,NaN
FBXL19,NaN,4.531972057667613,NaN,NaN,NaN,NaN,5.910926520250553,1.9188512900057564,NaN,NaN,NaN
ORAI3,2.6815848128814967,NaN,NaN,NaN,NaN,NaN,4.904875642317174,3.359674945561626,NaN,4.0880400347130825,4.043784709432458
SETD1A,4.28361442820366,4.005111311284647,NaN,NaN,NaN,NaN,2.048740466838966,3.359674945561626,5.726997425074969,3.248617699818993,2.458822208711306
HSD3B7,NaN,NaN,5.663318997329682,NaN,NaN,NaN,NaN,3.2075105362439786,NaN,NaN,NaN
STX1B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
STX4,4.433040058803167,3.4976951592405707,4.366942706528799,7.904787930986442,NaN,NaN,-0.10067226176975268,7.454703946896247,5.726997425074969,4.516664375858829,4.590335402455735
RP11-196G11.2,3.484517638762552,NaN,NaN,NaN,NaN,NaN,NaN,3.340569347999323,NaN,NaN,NaN
ZNF668,NaN,NaN,NaN,NaN,NaN,NaN,5.870126698764946,4.90482020892992,NaN,NaN,NaN
ZNF646,NaN,4.840483589304417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.372878810865231
PRSS53,2.4272306015907907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VKORC1,3.328255388926923,3.70423895233295,6.814815939441099,5.626361810315451,NaN,NaN,5.106729836674267,5.407914183522758,NaN,4.3814302256058095,4.326803248757304
BCKDK,1.8892893221366074,3.064193292758718,NaN,NaN,NaN,NaN,5.4103487080030614,4.568313435034426,NaN,3.8792666871448462,NaN
KAT8,5.390110482235843,5.900928268365917,4.366942706528799,4.035520039427065,NaN,NaN,NaN,4.58469924835628,NaN,NaN,5.841523437810085
RP11-388M20.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PRSS8,NaN,NaN,NaN,NaN,NaN,NaN,6.393113575505745,7.0360815990726575,NaN,NaN,2.2060957962347967
PRSS36,NaN,NaN,NaN,NaN,NaN,NaN,2.121003210239777,NaN,NaN,NaN,NaN
FUS,9.696530630665261,9.200235908622583,8.345329921983378,8.426673828408513,NaN,NaN,7.07269777794188,8.822037493606485,9.222269295255414,6.781931311045898,9.522623977566175
RP11-388M20.1,2.4272306015907907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PYCARD,6.499899848060814,5.169505590356163,8.796187540903151,6.261075573280101,NaN,NaN,6.8985238723772015,7.67007397113673,5.726997425074969,8.303645453113567,5.614172329330762
C16orf98,NaN,2.504714170629035,NaN,NaN,NaN,NaN,NaN,1.9188512900057564,NaN,NaN,NaN
TRIM72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9188512900057564,NaN,NaN,NaN
ITGAM,2.6815848128814967,2.1726687293877407,5.429201434433086,5.261075573280103,NaN,NaN,NaN,6.690315227992769,NaN,5.553987018200397,NaN
ITGAX,5.552186743090102,3.0733932587486836,4.488884201458341,8.659437492333598,NaN,NaN,NaN,7.906281582021264,NaN,6.5104958265204385,NaN
ZNF843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-452L6.1,3.074997144451272,3.8581314341147332,4.366942706528799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-452L6.5,NaN,4.778285536677506,NaN,5.626361810315451,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,3.8922654001042742
ARMC5,2.9269311232612716,5.114517019866491,5.429201434433086,4.456088442728701,NaN,NaN,NaN,1.296619295854298,NaN,NaN,NaN
TGFB1I1,NaN,NaN,5.429201434433086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C16orf58,NaN,4.694258219366836,4.366942706528799,NaN,NaN,NaN,3.918502817351048,2.1665026631401663,NaN,NaN,5.167830521067237
RP11-452L6.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ZNF720,5.578576497635628,5.967995529555232,6.1924475858692745,NaN,NaN,NaN,2.141676924552575,4.6094542907798015,NaN,0.9664325159347108,5.6834934051988935
ZNF267,5.960895441625628,5.415723371606615,5.429201434433086,6.915805094467954,10.868173488035662,NaN,NaN,6.08639782319451,NaN,3.42640265456366,4.9731209209114295
TP53TG3D,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-56L13.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-989E6.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-23E10.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-989E6.10,NaN,NaN,4.366942706528799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-23E10.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SHCBP1,NaN,3.064193292758718,NaN,NaN,NaN,NaN,5.196382494939582,1.1754488219163417,NaN,NaN,NaN
RP11-46D6.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
VPS35,7.504305192611053,6.096259433626615,4.366942706528799,6.818783154973758,NaN,NaN,6.2916230162908136,8.017807065289258,5.726997425074969,6.994268117553516,6.689829943684143
ORC6,3.8879765198526073,NaN,NaN,NaN,NaN,NaN,6.580798496608155,NaN,NaN,3.5910925325651575,NaN
MYLK3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C16orf87,5.447751237316223,NaN,4.366942706528799,5.456088442728701,NaN,NaN,NaN,3.9615656264124546,5.726997425074969,7.779125267459971,4.344668459419747
GPT2,3.644794246452756,NaN,NaN,NaN,NaN,NaN,2.141676924552575,NaN,NaN,NaN,NaN
DNAJA2,6.832099294276877,6.740804902253005,NaN,6.138074758054202,NaN,NaN,6.451871174193102,4.476160405652063,7.126630897272264,5.405808698746919,6.407053336703948
NETO2,NaN,3.0733932587486836,NaN,NaN,NaN,NaN,NaN,2.946789903772916,NaN,NaN,NaN
ITFG1,4.258929129454117,4.762715633210195,4.488884201458341,NaN,NaN,NaN,5.057426787182754,1.9188512900057564,NaN,4.0880400347130825,5.487425714858273
RP11-329J18.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1972691044678423
PHKB,7.244101506454945,5.731516970813475,4.366942706528799,NaN,NaN,NaN,1.3491104739863211,5.954464205331193,NaN,NaN,6.264186859438502
LONP2,6.4451862709234575,6.5469496278222845,NaN,4.456088442728701,NaN,NaN,3.868265340754688,5.0229619195840804,5.726997425074969,5.45318550029153,6.701114549552368
SIAH1,5.139501328499123,4.4985597016803665,NaN,5.896739750858078,NaN,NaN,-0.10067226176975268,3.7866432474180387,NaN,2.031691268725242,5.457949004089012
N4BP1,5.475805637934447,6.592055112573675,NaN,6.0252409911453135,NaN,NaN,5.089193670443945,6.456206813041862,NaN,5.411958548456241,7.226072935198978
CTC-527H23.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-42I10.1,NaN,NaN,4.488884201458341,4.408129129936669,NaN,NaN,NaN,NaN,NaN,3.5910925325651575,NaN
CTC-527H23.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CNEP1R1,4.293429462893376,5.3257380824041665,NaN,NaN,NaN,NaN,NaN,3.9239236114497986,NaN,2.2064952687670143,5.721295312039074
HEATR3,3.805114159806296,5.036940247949521,NaN,NaN,NaN,NaN,NaN,4.757584771849941,NaN,2.2895450895757077,4.44249192311371
PAPD5,3.4830973137244876,3.6259200085396244,4.366942706528799,5.9930916306578235,NaN,NaN,1.3491104739863211,5.680570997942984,NaN,1.9042780777266748,4.776156752741022
ADCY7,5.0994312705831515,6.595908409713793,7.770986984149612,NaN,NaN,NaN,NaN,5.267479312609039,5.726997425074969,0.9664325159347108,5.371003629511883
BRD7,5.694425945819013,7.055709016959974,4.488884201458341,6.336475182748195,NaN,NaN,7.100643600539089,7.207297375556982,5.726997425074969,1.9042780777266748,7.098971619011793
RP11-21B23.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NKD1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1754488219163417,NaN,NaN,3.8271254406395143
RP11-401P9.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-401P9.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SNX20,4.824489097724094,5.726331789901166,NaN,NaN,NaN,NaN,NaN,1.296619295854298,NaN,5.3577664752801875,5.915985362404628
NOD2,NaN,2.165402036358708,NaN,4.408129129936669,NaN,NaN,NaN,3.582101204286578,NaN,3.0632858406871053,NaN
RP11-327F22.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-327F22.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CYLD,7.824881753530236,8.01653364796035,5.488884201458341,7.475897987322006,NaN,NaN,4.251910858036523,6.342170778643458,8.222269295255414,3.416053514266878,6.652521598396877
RP11-327F22.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-7O14.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TOX3,NaN,NaN,NaN,NaN,NaN,NaN,5.706855451167402,NaN,NaN,NaN,NaN
CHD9,7.023713043612603,7.777578882406961,7.014163935154247,6.041050943449855,NaN,NaN,5.9401769830909,6.417443980129944,9.776051502872265,4.747416339387223,7.0288421786464665
RP11-44F14.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RBL2,5.011110706999801,8.256751240334447,6.0343337733695,4.035520039427065,NaN,NaN,NaN,5.994906763701483,NaN,5.16204061615686,8.312305087190543
AKTIP,3.994648196610076,5.146480058550244,4.488884201458341,NaN,NaN,NaN,4.660561878107605,NaN,NaN,NaN,5.670565706428595
RPGRIP1L,2.9705485277544845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FTO,NaN,4.630311336484502,NaN,NaN,NaN,NaN,NaN,3.4875566622474454,NaN,NaN,NaN
IRX3,NaN,NaN,NaN,NaN,NaN,NaN,5.826354649644499,NaN,NaN,NaN,NaN
CRNDE,NaN,NaN,NaN,NaN,NaN,NaN,6.114269046919756,NaN,NaN,NaN,NaN
IRX5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RP11-212I21.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LPCAT2,NaN,3.534541429019861,8.816551187088567,NaN,NaN,NaN,NaN,6.802667127964944,NaN,6.022973422411359,NaN
RP11-212I21.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5300098617789275,NaN,NaN,NaN
CAPNS2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CES1,NaN,NaN,NaN,NaN,NaN,NaN,1.799148802812601,1.8865181883764353,NaN,3.1097340879457995,NaN
GNAO1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.706700151308533,3.141398282076642
AMFR,5.99523280418313,5.148990878491421,5.3669427065288025,4.408129129936669,NaN,NaN,5.824969837743103,4.439579912810724,7.126630897272264,3.0632858406871053,NaN
RP11-413H22.2,2.221986600214439,2.9843882526899383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NUDT21,5.221554036543715,7.060906009317277,5.429201434433086,5.261075573280103,NaN,NaN,3.7401631819541965,5.051770366511497,7.126630897272264,3.7071574130060703,5.740643157148482
OGFOD1,3.074997144451272,4.8191750627937395,5.488884201458341,NaN,NaN,NaN,6.02738840474488,NaN,NaN,3.518866419796057,3.968173028142868
BBS2,NaN,4.520474019075482,6.1924475858692745,NaN,NaN,NaN,6.333225232544133,1.1754488219163417,NaN,0.9664325159347108,2.3728788108652283
MT3,NaN,2.165402036358708,NaN,NaN,NaN,NaN,6.512400091783507,NaN,NaN,NaN,NaN
MT2A,NaN,6.247192021660054,4.488884201458341,NaN,NaN,8.671825305633394,10.253270663948344,9.94300516746093,7.126630897272264,7.782517258351688,5.173116888631559
RP11-249C24.10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT1E,NaN,6.329143150783433,7.192447585869273,NaN,NaN,8.671825305633394,7.772634013004235,6.051083135902021,NaN,NaN,4.188549114257091
MT1M,NaN,NaN,NaN,NaN,NaN,NaN,2.048740466838966,9.195954661780263,NaN,NaN,NaN
MT1A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MT1F,1.4835410151091604,6.722271892578531,5.429201434433086,NaN,NaN,NaN,2.58559777125068,6.950268874371923,NaN,NaN,6.019432681542982
MT1G,NaN,NaN,NaN,NaN,NaN,NaN,5.705965710960933,11.412277703541422,NaN,NaN,NaN
MT1H,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.339865471398605,NaN,NaN,NaN
MT1X,3.5802136680130188,6.187012867952305,5.429201434433086,NaN,NaN,NaN,10.419892695558586,6.36471995230221,NaN,6.942528932361783,6.016041569565696
NUP93,4.82300806466355,5.63613738019275,4.366942706528799,NaN,NaN,NaN,5.791443723993894,3.6100311005616255,7.126630897272264,NaN,4.562049187984393
HERPUD1,7.926789808593006,6.68243480918768,7.192447585869273,7.032605063047781,10.868173488035662,NaN,5.777722880735546,7.678212421850516,11.739905316964322,7.475865728661758,7.029471970298486
CETP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NLRC5,6.814952459256355,6.560926751531004,NaN,NaN,NaN,NaN,4.63296895836551,4.0766553133803525,NaN,NaN,6.68506645746842
CPNE2,NaN,3.6135204275093415,NaN,NaN,NaN,NaN,6.557410429200664,3.569331849001277,NaN,NaN,NaN
FAM192A,6.383588959710365,6.98166464842669,4.488884201458341,5.035520039427065,NaN,NaN,7.685110208368662,3.8814754794606556,NaN,4.620685556133342,6.84172364198316
RSPRY1,4.607273630751525,5.143451455398369,5.663318997329682,NaN,NaN,NaN,NaN,3.451998718823005,NaN,1.966432515934711,6.284725730198262
ARL2BP,4.808808893437422,6.365619860714592,6.156092635306795,NaN,NaN,NaN,3.206728545011334,2.031560272719405,NaN,3.9775200814148883,6.698735182201053
PLLP,NaN,NaN,NaN,NaN,NaN,NaN,6.046751731938768,NaN,NaN,NaN,NaN
CCL22,2.221986600214439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.388232199949153,NaN
CX3CL1,NaN,NaN,NaN,NaN,NaN,NaN,6.013976261558129,NaN,NaN,NaN,NaN
CCL17,NaN,NaN,NaN,9.000917103013494,NaN,NaN,NaN,NaN,5.726997425074969,6.313245641941025,NaN
CIAPIN1,3.0183518951907216,5.105376592954482,4.488884201458341,NaN,NaN,NaN,NaN,3.327807538115229,NaN,2.2895450895757077,NaN
COQ9,2.221986600214439,4.315093686035934,5.663318997329682,NaN,NaN,NaN,5.089193670443945,NaN,NaN,4.3750406927927505,2.458822208711306
POLR2C,4.084431072175796,4.676031612216854,4.488884201458341,NaN,NaN,NaN,2.969032867241683,NaN,NaN,NaN,3.458822208711306
DOK4,NaN,2.1726687293877407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CCDC102A,1.4835410151091604,3.6224552352649044,NaN,5.626361810315451,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GPR114,4.246901158360273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9664325159347108,NaN
GPR56,NaN,3.9702997657845827,NaN,4.456088442728701,NaN,NaN,6.533232095090384,NaN,NaN,1.094125419379523,2.9369389075624266
GPR97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CCDC135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
KATNB1,NaN,4.497926339492192,NaN,NaN,NaN,NaN,2.121003210239777,1.296619295854298,NaN,NaN,4.389529618764518
KIFC3,NaN,NaN,NaN,5.626361810315451,NaN,NaN,NaN,7.645624250826933,NaN,NaN,NaN
CTD-2600O9.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CNGB1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
TEPP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ZNF319,2.221986600214439,NaN,NaN,NaN,NaN,NaN,-0.10067226176975268,NaN,NaN,NaN,NaN
USB1,4.822834406405088,5.108665105717486,NaN,5.261075573280103,NaN,NaN,2.121003210239777,4.11883622844899,NaN,NaN,5.914844730910431
MMP15,NaN,NaN,NaN,NaN,NaN,NaN,2.048740466838966,NaN,NaN,NaN,NaN
C16orf80,3.0312084970509696,4.695609719579981,5.429201434433086,4.035520039427065,NaN,NaN,NaN,NaN,NaN,3.5910925325651575,2.3728788108652283
RP11-459F6.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CSNK2A2,4.488475424519944,5.218194450885648,4.488884201458341,NaN,NaN,NaN,3.2772867645142827,4.848581727997691,NaN,0.9664325159347108,5.366898685433631
