ligand	receptor	ligand_cell_source	ligand_dir	target_cell_counts	receptor_cell_target
ADAM9	ITGA3	imm_enterocytes_2	downreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
ADAM9	ITGA6	imm_enterocytes_2	downreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
ADAM9	ITGAV	imm_enterocytes_2	downreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
ADAM9	ITGB1	imm_enterocytes_2	downreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
ADAM9	ITGB5	imm_enterocytes_2	downreg	13	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgM_plasma,TFH_like,Tcyto,Trm,Trm_Th17,activated_Tcell,resident_macrophage
ANXA1	ADRA2A	imm_enterocytes_2	downreg	2	CD8_Trm_cyto,resident_macrophage
ANXA1	CCR10	imm_enterocytes_2	downreg	15	CD8_Trm,CD8_Trm_cyto,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tmem,Treg,Trm,activated_Tcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
ANXA1	DYSF	imm_enterocytes_2	downreg	15	CD8_Trm,DC1,DC2,ILC1,ILC3,TFH_like,Tcyto,Treg,Trm,Trm_Th17,gd_Tcell,inf_macrophage,naive_Bcell,naive_Tcell,resident_macrophage
ANXA1	FPR3	imm_enterocytes_2	downreg	13	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgM_plasma,Trm,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,resident_macrophage
ANXA1	GRIN2A	imm_enterocytes_2	downreg	2	CD8_Trm,IgA_plasma
ANXA1	GRM7	imm_enterocytes_2	downreg	14	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,Tcyto,Treg,Trm,gd_Tcell,mem_Bcell,naive_Bcell,resident_macrophage
ANXA1	LMTK2	imm_enterocytes_2	downreg	21	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
ARPC5	ADRB2	imm_enterocytes_2	downreg	18	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,Tcyto,Trm,Trm_Th17,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,plasmablast,resident_macrophage
ARPC5	LDLR	imm_enterocytes_2	downreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
B2M	AR	imm_enterocytes_2	downreg	5	CD8_Trm_cyto,IgA_plasma,Trm,activated_Tcell,mem_Bcell
B2M	CD1A	imm_enterocytes_2	downreg	8	DC1,DC2,Tmem,activated_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
B2M	CD1B	imm_enterocytes_2	downreg	7	DC1,DC2,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,resident_macrophage
B2M	CD247	imm_enterocytes_2	downreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
B2M	CD3D	imm_enterocytes_2	downreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
B2M	CD3G	imm_enterocytes_2	downreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
B2M	HFE	imm_enterocytes_2	downreg	17	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,gd_Tcell,mem_Bcell,naive_Bcell,resident_macrophage
B2M	IL2RA	imm_enterocytes_2	downreg	21	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
B2M	IL2RB	imm_enterocytes_2	downreg	21	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
B2M	IL2RG	imm_enterocytes_2	downreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
B2M	KIR2DL1	imm_enterocytes_2	downreg	5	CD8_Trm,ILC1,IgA_plasma,Tcyto,gd_Tcell
B2M	KIR2DL3	imm_enterocytes_2	downreg	6	CD8_Trm,ILC1,IgA_plasma,Tcyto,Trm,gd_Tcell
B2M	KIR3DL1	imm_enterocytes_2	downreg	2	ILC1,gd_Tcell
B2M	KLRC1	imm_enterocytes_2	downreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
B2M	KLRC2	imm_enterocytes_2	downreg	18	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Tcell,plasmablast,resident_macrophage
B2M	LILRB2	imm_enterocytes_2	downreg	11	CD8_Trm,DC1,DC2,ILC3,IgA_plasma,gd_Tcell,inf_macrophage,mast_cell,naive_Bcell,plasmablast,resident_macrophage
B2M	PDIA3	imm_enterocytes_2	downreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
BMP2	ACVR1	imm_enterocytes_2	upreg	22	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
BMP2	ACVR2A	imm_enterocytes_2	upreg	17	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
BMP2	ACVR2B	imm_enterocytes_2	upreg	15	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgM_plasma,Tmem,Trm,Trm_Th17,gd_Tcell,mem_Bcell,naive_Bcell,resident_macrophage
BMP2	ACVRL1	imm_enterocytes_2	upreg	11	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,TFH_like,Tcyto,Trm,Trm_Th17,resident_macrophage
BMP2	AMHR2	imm_enterocytes_2	upreg	1	IgA_plasma
BMP2	BMPR1A	imm_enterocytes_2	upreg	21	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
BMP2	BMPR1B	imm_enterocytes_2	upreg	1	TFH_like
BMP2	BMPR2	imm_enterocytes_2	upreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
BMP2	CDH11	imm_enterocytes_2	upreg	3	CD8_Trm,Trm,resident_macrophage
BMP2	ENG	imm_enterocytes_2	upreg	23	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
BMP2	SMO	imm_enterocytes_2	upreg	7	CD8_Trm_cyto,DC1,DC2,IgA_plasma,IgM_plasma,plasmablast,resident_macrophage
BST2	LILRA4	enterocytes_1	upreg	5	CD8_Trm,DC2,IgA_plasma,mem_Bcell,naive_Bcell
BST2	LILRA4	imm_enterocytes_2	upreg	5	CD8_Trm,DC2,IgA_plasma,mem_Bcell,naive_Bcell
BST2	LILRA4	ta	upreg	5	CD8_Trm,DC2,IgA_plasma,mem_Bcell,naive_Bcell
CALM1	AQP6	imm_enterocytes_2	downreg	1	resident_macrophage
CALM1	CRHR1	imm_enterocytes_2	downreg	19	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell
CALM1	ESR1	imm_enterocytes_2	downreg	10	CD8_Trm_cyto,ILC1,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Trm,naive_Bcell,plasmablast,resident_macrophage
CALM1	ESR2	imm_enterocytes_2	downreg	19	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,plasmablast,resident_macrophage
CALM1	GLP2R	imm_enterocytes_2	downreg	2	IgA_plasma,mem_Bcell
CALM1	GP6	imm_enterocytes_2	downreg	16	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgM_plasma,TFH_like,Tcyto,Trm,Trm_Th17,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
CALM1	GRIN2A	imm_enterocytes_2	downreg	2	CD8_Trm,IgA_plasma
CALM1	GRM3	imm_enterocytes_2	downreg	18	CD8_Trm,CD8_Trm_cyto,DC2,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,Tcyto,Tmem,Treg,Trm,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CALM1	GRM4	imm_enterocytes_2	downreg	12	CD8_Trm,CD8_Trm_cyto,ILC3,IgA_plasma,IgM_plasma,Tmem,Trm,Trm_Th17,activated_Tcell,mem_Bcell,naive_Bcell,resident_macrophage
CALM1	GRM7	imm_enterocytes_2	downreg	14	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,Tcyto,Treg,Trm,gd_Tcell,mem_Bcell,naive_Bcell,resident_macrophage
CALM1	INSR	imm_enterocytes_2	downreg	21	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CALM1	KCNN4	imm_enterocytes_2	downreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CALM1	KCNQ1	imm_enterocytes_2	downreg	19	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgM_plasma,TFH_like,Tcyto,Treg,Trm,Trm_Th17,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CALM1	KCNQ3	imm_enterocytes_2	downreg	7	CD8_Trm,ILC3,Trm,Trm_Th17,activated_Tcell,gd_Tcell,naive_Bcell
CALM1	KCNQ5	imm_enterocytes_2	downreg	14	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgM_plasma,TFH_like,Tcyto,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast
CALM1	MIP	imm_enterocytes_2	downreg	1	IgA_plasma
CALM1	MYLK	imm_enterocytes_2	downreg	16	CD8_Trm,DC1,DC2,ILC3,IgA_plasma,IgG_plasma,TFH_like,Treg,Trm,Trm_Th17,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,plasmablast,resident_macrophage
CALM1	OPRM1	imm_enterocytes_2	downreg	18	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Treg,Trm,Trm_Th17,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
CALM1	PDE1B	imm_enterocytes_2	downreg	20	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CALM1	PDE1C	imm_enterocytes_2	downreg	5	CD8_Trm_cyto,ILC1,IgA_plasma,Trm,resident_macrophage
CALM1	PLPP6	imm_enterocytes_2	downreg	21	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
CALM1	PTH2R	imm_enterocytes_2	downreg	1	IgA_plasma
CALM1	PTPRA	imm_enterocytes_2	downreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CALM1	RYR1	imm_enterocytes_2	downreg	17	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,IgA_plasma,IgG_plasma,TFH_like,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,plasmablast,resident_macrophage
CALM1	SCN4A	imm_enterocytes_2	downreg	3	IgG_plasma,Trm,naive_Bcell
CALM1	SCTR	imm_enterocytes_2	downreg	3	ILC1,Trm,resident_macrophage
CALM1	TRPC3	imm_enterocytes_2	downreg	10	CD8_Trm,CD8_Trm_cyto,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Trm,Trm_Th17,gd_Tcell
CALM1	VIPR1	imm_enterocytes_2	downreg	11	CD8_Trm,DC2,IgA_plasma,TFH_like,Tmem,Trm,Trm_Th17,gd_Tcell,mem_Bcell,naive_Tcell,plasmablast
CALM2	AQP6	imm_enterocytes_2	downreg	1	resident_macrophage
CALM2	ESR1	imm_enterocytes_2	downreg	10	CD8_Trm_cyto,ILC1,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Trm,naive_Bcell,plasmablast,resident_macrophage
CALM2	ESR2	imm_enterocytes_2	downreg	19	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,plasmablast,resident_macrophage
CALM2	GP6	imm_enterocytes_2	downreg	16	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgM_plasma,TFH_like,Tcyto,Trm,Trm_Th17,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
CALM2	GRIN2A	imm_enterocytes_2	downreg	2	CD8_Trm,IgA_plasma
CALM2	GRM7	imm_enterocytes_2	downreg	14	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,Tcyto,Treg,Trm,gd_Tcell,mem_Bcell,naive_Bcell,resident_macrophage
CALM2	INSR	imm_enterocytes_2	downreg	21	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CALM2	KCNQ1	imm_enterocytes_2	downreg	19	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgM_plasma,TFH_like,Tcyto,Treg,Trm,Trm_Th17,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CALM2	KCNQ3	imm_enterocytes_2	downreg	7	CD8_Trm,ILC3,Trm,Trm_Th17,activated_Tcell,gd_Tcell,naive_Bcell
CALM2	KCNQ5	imm_enterocytes_2	downreg	14	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgM_plasma,TFH_like,Tcyto,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast
CALM2	MYLK	imm_enterocytes_2	downreg	16	CD8_Trm,DC1,DC2,ILC3,IgA_plasma,IgG_plasma,TFH_like,Treg,Trm,Trm_Th17,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,plasmablast,resident_macrophage
CALM2	PDE1B	imm_enterocytes_2	downreg	20	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CALM2	PDE1C	imm_enterocytes_2	downreg	5	CD8_Trm_cyto,ILC1,IgA_plasma,Trm,resident_macrophage
CALM2	PLPP6	imm_enterocytes_2	downreg	21	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
CALM2	RYR1	imm_enterocytes_2	downreg	17	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,IgA_plasma,IgG_plasma,TFH_like,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,plasmablast,resident_macrophage
CALM2	SCN4A	imm_enterocytes_2	downreg	3	IgG_plasma,Trm,naive_Bcell
CALM2	TRPC1	imm_enterocytes_2	downreg	9	CD8_Trm,CD8_Trm_cyto,ILC3,IgA_plasma,Trm,Trm_Th17,naive_Bcell,naive_Tcell,resident_macrophage
CALM2	TRPC3	imm_enterocytes_2	downreg	10	CD8_Trm,CD8_Trm_cyto,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Trm,Trm_Th17,gd_Tcell
CALM2	TRPV1	imm_enterocytes_2	downreg	19	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,Tcyto,Tmem,Treg,Trm,Trm_Th17,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CALR	AR	imm_enterocytes_2	downreg	5	CD8_Trm_cyto,IgA_plasma,Trm,activated_Tcell,mem_Bcell
CALR	BDKRB2	imm_enterocytes_2	downreg	4	CD8_Trm_cyto,IgA_plasma,Trm,mem_Bcell
CALR	ITGA2B	imm_enterocytes_2	downreg	7	CD8_Trm,CD8_Trm_cyto,IgA_plasma,TFH_like,Trm,mem_Bcell,resident_macrophage
CALR	ITGA3	imm_enterocytes_2	downreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CALR	ITGAV	imm_enterocytes_2	downreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CALR	LRP1	imm_enterocytes_2	downreg	17	CD8_Trm,CD8_Trm_cyto,DC2,ILC3,IgA_plasma,IgM_plasma,TFH_like,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mem_Bcell,naive_Bcell,naive_Tcell,resident_macrophage
CALR	PDIA3	imm_enterocytes_2	downreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CALR	SCARF1	imm_enterocytes_2	downreg	12	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC3,IgA_plasma,IgM_plasma,Treg,Trm,Trm_Th17,mem_Bcell,resident_macrophage
CCL2	ACKR1	enterocytes_1	upreg	14	CD8_Trm,CD8_Trm_cyto,DC2,IgA_plasma,IgG_plasma,IgM_plasma,Tcyto,Treg,Trm,Trm_Th17,mem_Bcell,naive_Bcell,plasmablast,resident_macrophage
CCL2	ACKR2	enterocytes_1	upreg	5	IgA_plasma,Trm,Trm_Th17,naive_Bcell,resident_macrophage
CCL2	ACKR4	enterocytes_1	upreg	10	CD8_Trm,CD8_Trm_cyto,ILC1,IgA_plasma,TFH_like,Treg,Trm,activated_Tcell,naive_Bcell,naive_Tcell
CCL2	CCR1	enterocytes_1	upreg	16	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,Tcyto,Tmem,Trm,Trm_Th17,activated_Tcell,inf_macrophage,mem_Bcell,plasmablast,resident_macrophage
CCL2	CCR10	enterocytes_1	upreg	15	CD8_Trm,CD8_Trm_cyto,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tmem,Treg,Trm,activated_Tcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CCL2	CCR2	enterocytes_1	upreg	16	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,Tcyto,Treg,Trm,Trm_Th17,inf_macrophage,mem_Bcell,plasmablast,resident_macrophage
CCL2	CCR3	enterocytes_1	upreg	6	DC1,DC2,IgA_plasma,Tcyto,Trm,mem_Bcell
CCL2	CCR4	enterocytes_1	upreg	20	CD8_Trm,CD8_Trm_cyto,DC2,ILC1,ILC3,IgA_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CCL2	CCR5	enterocytes_1	upreg	20	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,plasmablast,resident_macrophage
CCL2	CCR6	enterocytes_1	upreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CCL2	CCR7	enterocytes_1	upreg	24	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,inf_macrophage,mast_cell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CCL2	CCR8	enterocytes_1	upreg	4	CD8_Trm,TFH_like,Treg,activated_Tcell
CCL2	CCR9	enterocytes_1	upreg	22	CD8_Trm,CD8_Trm_cyto,DC1,DC2,ILC1,ILC3,IgA_plasma,IgG_plasma,IgM_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,Trm_Th17,activated_Tcell,gd_Tcell,mem_Bcell,naive_Bcell,naive_Tcell,plasmablast,resident_macrophage
CCL2	CX3CR1	enterocytes_1	upreg	8	DC1,DC2,ILC1,IgA_plasma,IgM_plasma,Tcyto,Treg,resident_macrophage
CCL2	CXCR1	enterocytes_1	upreg	1	CD8_Trm_cyto
CCL2	CXCR2	enterocytes_1	upreg	13	CD8_Trm,DC1,DC2,ILC1,ILC3,IgA_plasma,TFH_like,Tcyto,Tmem,Treg,Trm,naive_Bcell,resident_macrophage
