ligand	receptor	ligand_cell_source	ligand_dir	target_cell_counts	receptor_cell_target
CD55	AKT1	imm_enterocyte_2	downreg	19	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
CD55	CD97	imm_enterocyte_2	downreg	20	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,mast_cell2,plasma
CD55	CR1	imm_enterocyte_2	downreg	8	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,DC2,GC_Bcell,cycling_Bcell,macrophage,plasma
CDH1	ITGAE	imm_enterocyte_2	downreg	20	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,mast_cell2,plasma
CDH1	ITGB7	imm_enterocyte_2	downreg	20	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,mast_cell2,plasma
CDH1	KLRG1	imm_enterocyte_2	downreg	19	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,mast_cell2,plasma
CDH1	LRP5	imm_enterocyte_2	downreg	8	CD4_activ_fos_hi,CD8_IEL,DC1,DC2,cycling_Bcell,macrophage,mast_cell1,plasma
CDH1	LRP6	imm_enterocyte_2	downreg	6	CD4_activ_fos_hi,CD4_memory,CD8_IEL,macrophage,mast_cell1,plasma
CDH1	MET	imm_enterocyte_2	downreg	4	CD8_IEL,Treg,mast_cell2,plasma
CXCL10	ADRA2A	imm_enterocyte_2	upreg	3	mast_cell1,mast_cell2,plasma
CXCL10	ADRA2A	ta	upreg	3	mast_cell1,mast_cell2,plasma
CXCL10	CCR1	imm_enterocyte_2	upreg	12	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD8_IEL,CD8_IL17,CD8_LP,DC2,ILC,NK,cycling_Tcell,macrophage,plasma
CXCL10	CCR1	ta	upreg	12	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD8_IEL,CD8_IL17,CD8_LP,DC2,ILC,NK,cycling_Tcell,macrophage,plasma
CXCL10	CCR10	imm_enterocyte_2	upreg	14	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC1,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL10	CCR10	ta	upreg	14	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC1,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL10	CCR2	imm_enterocyte_2	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,GC_Bcell,NK,Treg,cycling_Bcell,macrophage,plasma
CXCL10	CCR2	ta	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,GC_Bcell,NK,Treg,cycling_Bcell,macrophage,plasma
CXCL10	CCR4	imm_enterocyte_2	upreg	6	CD4_activ_fos_lo,CD8_IEL,CD8_LP,ILC,Treg,plasma
CXCL10	CCR4	ta	upreg	6	CD4_activ_fos_lo,CD8_IEL,CD8_LP,ILC,Treg,plasma
CXCL10	CCR5	imm_enterocyte_2	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,NK,Treg,cycling_Tcell,macrophage,mast_cell1,plasma
CXCL10	CCR5	ta	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,NK,Treg,cycling_Tcell,macrophage,mast_cell1,plasma
CXCL10	CCR7	imm_enterocyte_2	upreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL10	CCR7	ta	upreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL10	CCR9	imm_enterocyte_2	upreg	8	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,NK,Treg,plasma
CXCL10	CCR9	ta	upreg	8	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,NK,Treg,plasma
CXCL10	CX3CR1	imm_enterocyte_2	upreg	4	CD8_LP,DC2,NK,macrophage
CXCL10	CX3CR1	ta	upreg	4	CD8_LP,DC2,NK,macrophage
CXCL10	CXCR3	imm_enterocyte_2	upreg	17	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL10	CXCR3	ta	upreg	17	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL10	CXCR4	imm_enterocyte_2	upreg	19	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
CXCL10	CXCR4	ta	upreg	19	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
CXCL10	CXCR5	imm_enterocyte_2	upreg	11	CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_LP,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,plasma
CXCL10	CXCR5	ta	upreg	11	CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_LP,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,plasma
CXCL10	CXCR6	imm_enterocyte_2	upreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL10	CXCR6	ta	upreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL10	XCR1	imm_enterocyte_2	upreg	2	DC1,plasma
CXCL10	XCR1	ta	upreg	2	DC1,plasma
CXCL11	ACKR3	ta	upreg	7	CD4_activ_fos_hi,CD8_IL17,CD8_LP,DC2,Treg,macrophage,plasma
CXCL11	ADRA2A	ta	upreg	3	mast_cell1,mast_cell2,plasma
CXCL11	CCR1	ta	upreg	12	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD8_IEL,CD8_IL17,CD8_LP,DC2,ILC,NK,cycling_Tcell,macrophage,plasma
CXCL11	CCR10	ta	upreg	14	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC1,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL11	CCR2	ta	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,GC_Bcell,NK,Treg,cycling_Bcell,macrophage,plasma
CXCL11	CCR4	ta	upreg	6	CD4_activ_fos_lo,CD8_IEL,CD8_LP,ILC,Treg,plasma
CXCL11	CCR5	ta	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,NK,Treg,cycling_Tcell,macrophage,mast_cell1,plasma
CXCL11	CCR7	ta	upreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL11	CCR9	ta	upreg	8	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,NK,Treg,plasma
CXCL11	CX3CR1	ta	upreg	4	CD8_LP,DC2,NK,macrophage
CXCL11	CXCR3	ta	upreg	17	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL11	CXCR4	ta	upreg	19	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
CXCL11	CXCR5	ta	upreg	11	CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_LP,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,plasma
CXCL11	CXCR6	ta	upreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL11	XCR1	ta	upreg	2	DC1,plasma
CXCL2	ADRA2A	imm_enterocyte_2	upreg	3	mast_cell1,mast_cell2,plasma
CXCL2	ADRA2A	ta	upreg	3	mast_cell1,mast_cell2,plasma
CXCL2	CCR1	imm_enterocyte_2	upreg	12	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD8_IEL,CD8_IL17,CD8_LP,DC2,ILC,NK,cycling_Tcell,macrophage,plasma
CXCL2	CCR1	ta	upreg	12	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD8_IEL,CD8_IL17,CD8_LP,DC2,ILC,NK,cycling_Tcell,macrophage,plasma
CXCL2	CCR10	imm_enterocyte_2	upreg	14	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC1,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL2	CCR10	ta	upreg	14	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC1,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL2	CCR2	imm_enterocyte_2	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,GC_Bcell,NK,Treg,cycling_Bcell,macrophage,plasma
CXCL2	CCR2	ta	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,GC_Bcell,NK,Treg,cycling_Bcell,macrophage,plasma
CXCL2	CCR4	imm_enterocyte_2	upreg	6	CD4_activ_fos_lo,CD8_IEL,CD8_LP,ILC,Treg,plasma
CXCL2	CCR4	ta	upreg	6	CD4_activ_fos_lo,CD8_IEL,CD8_LP,ILC,Treg,plasma
CXCL2	CCR5	imm_enterocyte_2	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,NK,Treg,cycling_Tcell,macrophage,mast_cell1,plasma
CXCL2	CCR5	ta	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,NK,Treg,cycling_Tcell,macrophage,mast_cell1,plasma
CXCL2	CCR7	imm_enterocyte_2	upreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL2	CCR7	ta	upreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL2	CCR9	imm_enterocyte_2	upreg	8	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,NK,Treg,plasma
CXCL2	CCR9	ta	upreg	8	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,NK,Treg,plasma
CXCL2	CX3CR1	imm_enterocyte_2	upreg	4	CD8_LP,DC2,NK,macrophage
CXCL2	CX3CR1	ta	upreg	4	CD8_LP,DC2,NK,macrophage
CXCL2	CXCR3	imm_enterocyte_2	upreg	17	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL2	CXCR3	ta	upreg	17	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL2	CXCR4	imm_enterocyte_2	upreg	19	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
CXCL2	CXCR4	ta	upreg	19	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
CXCL2	CXCR5	imm_enterocyte_2	upreg	11	CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_LP,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,plasma
CXCL2	CXCR5	ta	upreg	11	CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_LP,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,plasma
CXCL2	CXCR6	imm_enterocyte_2	upreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL2	CXCR6	ta	upreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL2	XCR1	imm_enterocyte_2	upreg	2	DC1,plasma
CXCL2	XCR1	ta	upreg	2	DC1,plasma
CXCL3	ADRA2A	imm_enterocyte_2	upreg	3	mast_cell1,mast_cell2,plasma
CXCL3	ADRA2A	ta	upreg	3	mast_cell1,mast_cell2,plasma
CXCL3	CCR1	imm_enterocyte_2	upreg	12	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD8_IEL,CD8_IL17,CD8_LP,DC2,ILC,NK,cycling_Tcell,macrophage,plasma
CXCL3	CCR1	ta	upreg	12	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD8_IEL,CD8_IL17,CD8_LP,DC2,ILC,NK,cycling_Tcell,macrophage,plasma
CXCL3	CCR10	imm_enterocyte_2	upreg	14	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC1,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL3	CCR10	ta	upreg	14	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC1,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL3	CCR2	imm_enterocyte_2	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,GC_Bcell,NK,Treg,cycling_Bcell,macrophage,plasma
CXCL3	CCR2	ta	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,GC_Bcell,NK,Treg,cycling_Bcell,macrophage,plasma
CXCL3	CCR4	imm_enterocyte_2	upreg	6	CD4_activ_fos_lo,CD8_IEL,CD8_LP,ILC,Treg,plasma
CXCL3	CCR4	ta	upreg	6	CD4_activ_fos_lo,CD8_IEL,CD8_LP,ILC,Treg,plasma
CXCL3	CCR5	imm_enterocyte_2	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,NK,Treg,cycling_Tcell,macrophage,mast_cell1,plasma
CXCL3	CCR5	ta	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,NK,Treg,cycling_Tcell,macrophage,mast_cell1,plasma
CXCL3	CCR7	imm_enterocyte_2	upreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL3	CCR7	ta	upreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL3	CCR9	imm_enterocyte_2	upreg	8	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,NK,Treg,plasma
CXCL3	CCR9	ta	upreg	8	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,NK,Treg,plasma
CXCL3	CX3CR1	imm_enterocyte_2	upreg	4	CD8_LP,DC2,NK,macrophage
CXCL3	CX3CR1	ta	upreg	4	CD8_LP,DC2,NK,macrophage
CXCL3	CXCR3	imm_enterocyte_2	upreg	17	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL3	CXCR3	ta	upreg	17	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL3	CXCR4	imm_enterocyte_2	upreg	19	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
CXCL3	CXCR4	ta	upreg	19	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
CXCL3	CXCR5	imm_enterocyte_2	upreg	11	CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_LP,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,plasma
CXCL3	CXCR5	ta	upreg	11	CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_LP,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,plasma
CXCL3	CXCR6	imm_enterocyte_2	upreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL3	CXCR6	ta	upreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL3	XCR1	imm_enterocyte_2	upreg	2	DC1,plasma
CXCL3	XCR1	ta	upreg	2	DC1,plasma
CXCL8	ADRA2A	ta	upreg	3	mast_cell1,mast_cell2,plasma
CXCL8	CCR1	ta	upreg	12	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD8_IEL,CD8_IL17,CD8_LP,DC2,ILC,NK,cycling_Tcell,macrophage,plasma
CXCL8	CCR10	ta	upreg	14	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC1,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL8	CCR2	ta	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,GC_Bcell,NK,Treg,cycling_Bcell,macrophage,plasma
CXCL8	CCR4	ta	upreg	6	CD4_activ_fos_lo,CD8_IEL,CD8_LP,ILC,Treg,plasma
CXCL8	CCR5	ta	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC2,NK,Treg,cycling_Tcell,macrophage,mast_cell1,plasma
CXCL8	CCR7	ta	upreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL8	CCR9	ta	upreg	8	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,NK,Treg,plasma
CXCL8	CD79A	ta	upreg	16	CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC1,DC2,GC_Bcell,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
CXCL8	CDH5	ta	upreg	4	CD4_activ_fos_hi,CD4_activ_fos_lo,macrophage,plasma
CXCL8	CX3CR1	ta	upreg	4	CD8_LP,DC2,NK,macrophage
CXCL8	CXCR3	ta	upreg	17	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL8	CXCR4	ta	upreg	19	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
CXCL8	CXCR5	ta	upreg	11	CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_LP,DC2,GC_Bcell,ILC,Treg,cycling_Bcell,plasma
CXCL8	CXCR6	ta	upreg	15	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,plasma
CXCL8	ITGAM	ta	upreg	9	CD4_activ_fos_hi,CD8_LP,DC2,ILC,NK,macrophage,mast_cell1,mast_cell2,plasma
CXCL8	LPAR2	ta	upreg	18	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
CXCL8	SDC1	ta	upreg	11	CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC1,DC2,GC_Bcell,cycling_Bcell,macrophage,plasma
CXCL8	SDC3	ta	upreg	5	CD8_LP,DC2,Treg,macrophage,plasma
CXCL8	XCR1	ta	upreg	2	DC1,plasma
DSC2	DSG2	ta	downreg	9	CD4_MThi,CD4_PD1,CD4_activ_fos_lo,CD4_memory,CD8_IEL,NK,Treg,macrophage,plasma
FABP5	RXRA	imm_enterocyte_1	upreg	14	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_LP,DC2,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
FAS	RIPK1	imm_enterocyte_2	upreg	17	CD4_MThi,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
HLA-A	APLP2	enterocyte_2	downreg	20	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,mast_cell2,plasma
HLA-A	APLP2	imm_enterocyte_2	downreg	20	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,GC_Bcell,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,mast_cell2,plasma
HLA-A	CD3D	enterocyte_2	downreg	18	CD4_MThi,CD4_PD1,CD4_activ_fos_hi,CD4_activ_fos_lo,CD4_memory,CD8_IEL,CD8_IL17,CD8_LP,DC1,DC2,ILC,NK,Treg,cycling_Bcell,cycling_Tcell,macrophage,mast_cell1,plasma
